"id","survey_lang","purpose"
"s4020","pol","Myślę, że chodzi tutaj o zbadanie jakiegoś powiązania między uprzedzeniami/poglądami a sposobem postrzegania rzeczywistości, ale zdecydowanie nie jestem tego pewna."
"s4022","pol","uzyskanie informacji dotyczących pewności i przypuszczeń"
"s4024","tur","Hislerle birşeyin doğru olduğunu düşünürken elimizde kanıt olması hususunun göz önünde bulundurulup bulundurulmaması ile alakalı düşündürdü, psychology deki logy kısmı gibi. kanıta dayalı ...Detaylara özen ve zamanlamada titizlik."
"s4030","tur","dil nasıl çalışır ve bazı bildiklerimizin ya da anladıklarımızın farklı olabileceğini anlatıyor. Her şeyden de emin olmamamız gerektiğini anladım. "
"s4032","tur","Bilişsel becerilerimizle cevaplarımız arasında tutarlılığı ölçmek olabilir"
"s4035","tur","verilen örnek hikayelerde kişilerin hikayelerde ki duruma bakış açılarının tespiti. Benlik algısı."
"s4039","tur","yok"
"s4041","tur","Okuduğunu anlayabilme, kişinin bilişsel gelişimini ve belki sosyal gelişimini incelemek olabilir."
"s4043","tur","olaylara farklı açılardan bakabilmenin gerekliliğini fark ettirdi."
"s4052","zho","考驗邏輯分析能力"
"s4057","zho","判斷opinion跟fact"
"s4058","zho","悖論嗎?"
"s4080","zho","是否能夠相信自己對於眼前訊息的判斷"
"s4081","zho","探討知道與不知道能不能最為認為某件事情的對與錯的原因。"
"s4087","zho","有沒有好好看清楚題目"
"s4088","zho","題目看起來都很相似，但給人的感覺有些不同，導致回答問題時會有完全不一樣的答案。"
"s4122","zho","研究一般人對於故事中人物的想法是如何，知道他是真的知道還是依靠直覺去做判斷"
"s4140","zho","看受試者對於文字敘述的理解力。"
"s4142","zho","對於文字的資訊判別，是否有能力判斷，或去懷疑其真偽？？"
"s4144","tur","dikkat ve algısal hafızayı ön planda tutarak günlük hayatımızda olayları nasıl planladığımızı ve bunları nasıl algıladığımızı anlamaya yönelik bir çalışma olduğunu düşünüyorum.  "
"s4145","zho","測試大眾語言理解能力"
"s4152","tur","mizaç yada kişilik yapısı hakkında bilgi"
"s4159","zho","測驗閱讀理解力"
"s4160","zho","不清楚"
"s4161","zho","研究問卷的可信度，想了解填問卷的人，是否認真看完題目，再回答問題?"
"s4172","tur","Bence bu çalışmanın amacı bir paragrafı okuduğumuzda neyi, ne kadar doğru algıladığımızı ölçmek için yapılmış.  Bir yazı okuduğumuzda detaylarıyla konuyu anlayabilmiş miyiz, kesin çizgilerine vakıf olmuş muyuz bunları ölçmek için yapılmış bir çalışma olduğunu düşünüyorum."
"s4173","tur","çalışmanın amacının okuduğunu ne derece anladığımızı ve aynı anlama çıkan cümleleri farklı şekilde yorumlayabilme becerimizi ölçme olarak düşünüyorum."
"s4179","tur","Dikkat ve  yargilama"
"s4188","zho","其實不太清楚"
"s4191","zho","因為故事主角的特質和實際結果，影響我們對於 """"""""他所判斷的事物的正確性"""""""" 的想法"
"s4194","zho","不清楚"
"s4203","zho","研究人類的認知判斷情況"
"s4206","zho","不清楚但想知道。"
"s4214","tur","Kişilerin bilinçdışı verdikleri kararların doğruyla ilgili bir çalışma olabilir ama emin değilim "
"s4218","ger","das verständnis von sprache in kombination mit wissen zu erforschen"
"s4222","ger","Sprache & Verstehen"
"s4224","ger","Perspektive auf Situation durch die Charaktere oder den Leser."
"s4225","ger","Unterschied zwischen wissen und denken"
"s4226","ger","Zu erforschen, welche Wörter welche Antworten erzeugen können."
"s4256","ger","Meiner Meinung nach ist das genaue Lesen der Zweck dieser Studie"
"s4257","ger","einfluss von gleicher sprach in unterschiedlichem kontext 
"
"s4260","ger","Die verschiedenen Ansichten der leute die einen Text lesen herauszuarbeiten"
"s4266","ger","Nicht über Sprache, wie behauptet, sondern eine Studie zur Einschätzung der Vorurteile und Entscheidungsfindung durch (vermeidlich) überlegenes Wissen."
"s4268","ger","Inwiefern Wissen von Glauben unterscheidbar ist. Vmtl wichtig für das Thema Fake News"
"s4273","ger","Der Zweck der Studie ist es herauszufinden, wie Sprache versatnbden/interpreatatiert wird."
"s4277","ger","Wie gründlich liest man und merkt sich die Inhalte. Welche Formulierungen sind bei den Antworten zu beachten. Die Formulierung ist wichtig, um die richtige Antwort zu geben."
"s4279","ger","Kein Plan. Irgendwas mit sprachforschung oder so, vll auch um zu gucken ob die leute gewissenhaft studien ausfüllen :D"
"s4282","ger","Aufgabenbereich des Studiums. Es heißt meiner Meinung nach nicht umsonst Studium. Es ist dafür da, wissenschaftlich heranzugehen und da gehören Umfragen/Studien nunmal dazu."
"s4285","ger","Unterschied zwischen Wissen und glauben anhand von Sprache feststellen"
"s4292","zho","不清楚"
"s4309","zho","奢侈品的價值"
"s4323","zho","語言能力？"
"s4325","zho","用語言引導人對一個情境的想法"
"s4327","ger","Durch aufmerksames Lesen und im diesen Falle, durch die richtige Definition von Wissen und Glauben, diese Fragen beantworten zu  können."
"s4329","ger","Ich bin mir unsicher, allerdings vermute ich, dass es etwas mit der Un-/wahrheit im täglichen Sprachgebrauch zu tun hat; inwiefern man Unwissen von Wissen unterscheiden kann und inwiefern es """"""""legitim"""""""" ist, etwas zu behaupten, ohne essenzielle und überzeugende Argumente zu haben. "
"s4332","ger","Verständnis der deutschen Sprache"
"s4337","ger","Die Wahrnehmung und Einschätztungen von Situationen und welchem Einfluss die Ausdrucksweise auf die Wahrnehmung hat."
"s4341","ger","klar und unkompliziert"
"s4344","ger","Zu schauen wie ernst Menschen Studien nehmen"
"s4346","ger","inwieweit man die Sprache bei einem Szenario verstehen/identifizieren kann"
"s4349","ger","Sprachverständnis"
"s4350","ger","Eindruck von zufälligen ergeinissen, welches eine meist wahre Aussage ergeben. Er sollte der Eindruck von uns Teilnehmer in eine Sachverhalt bewertet werden, also unsere Wahrnehmung "
"s4351","ger","wie  evtl. bestimmte Formulierungen zu anderen Einschätzungen ähnlicher Situationen führen können"
"s4353","ger","Unterschied zwischen """"""""glauben"""""""" und """"""""wissen"""""""""
"s4354","ger","Herauszufinden wie Menschen spezifische Situationen, die in einer bestimmten Wortwahl erzählt wird, interpretieren."
"s4357","ger","herrauszufinden wie die darstellung eines textes das wahrheitsempfinden beeinflußt."
"s4368","ger","Konzentration von Leseaufgaben zu überprüfen"
"s4369","ger","Um den Unterschied zwischen der Realität der handelnden Person und der wirklichen Realität aufzuzeigen."
"s4372","zho","與邏輯或是閱讀推論能力和細心程度有關？？"
"s4373","ger","Irgendwas mit Sprache und der Motivation, daraus die Studie zu absolvieren."
"s4377","ger","Ich gehe davon aus, dass es in der Studie um die Terminolgie und dem Verständnis von Wissen bzw. Glauben geht und in wie weit diese Begriffe durch Vorwissen beeinflusst werden."
"s4381","ger","Aufmerksamkeit testen und Sprach- bzw Leseverständnis von verschiedenen Personen testen"
"s4385","ger","Wie Texte und Wörter unterschiedlich von Menschen verstanden werden"
"s4387","ger","Um herauszufinden, ob Menschen genau lesen und die Zusammenhänge richtig erkennen."
"s4394","zho","i dont know"
"s4395","zho","人的認知跟事實上的差距"
"s4403","ger","Um Festzustellen, wie sich die Einstellung der Probant*innen zu  wissen und glauben verändert.  "
"s4409","tur","Herhangi bir fikrim yok.
"
"s4414","zho","可能是研究語言理解能力"
"s4415","eng","to see how only slightly different storys are perceived in a different way, and the role of the language in this"
"s4423","eng","to study kind of personalities"
"s4435","zho","探討知識的正確性"
"s4468","zho","本研究似乎想強調眼前所見未必真實"
"s4473","zho","受試者對敘述文字真實性的認知判斷能力（？"
"s4477","zho","誤導性標示....吧？"
"s4490","tur","Hayattaki başarımızda yeteneklerimizin mi şansımızın mı daha etkili olduğunu düşündüğümüzü değerlendirmek için yapıldığını düşünüyorum.Ya da karşılaştığımız şansızlıklar veya o konuda bilgisiz/ yeteneksizliğimizin bizi ne kadar pes ettirdiği.."
"s4503","ger","Herausfinden wie aufmerksam Menschen lesen"
"s4505","ger","Mal etwas anderes"
"s4506","ger","Psychologisches experiment"
"s4507","ger","Ich glaube, dass es nicht um die Fragen an sich ging sondern das Verhalten der Probanden bei Studien."
"s4509","ger","Die Entwicklung der Sprache "
"s4513","zho","人類思考能力的普遍性"
"s4516","ger","weiß ich nicht"
"s4519","ger","Verstehen, wie das Textverständis bei kurzen Texten abläuft."
"s4523","ger","herauszufinden, wie die Wortewahl und die Art und Weise wie wir sprechen unsere Überzeugung beeinflussen"
"s4529","ger","Wie man Situationen einschätz, ob man etwas mit sicherheit weiß oder sich häufig unsicher in seiner MEinung ist und das sprachlich wieder gibt"
"s4530","ger","Vlt haben die fragen die man beantwortet hat wirklich was mit einer Studie zu tun. Es könnte aber auch sein das die Fragen dazu da waren um eigentlich ganz andere Daten zu erheben. Naja ich werde es nicht heraus finden"
"s4531","ger","Lese-Text-Verständnis, Analyse von """"""""meinen"""""""" und """"""""glauben"""""""""
"s4533","ger","Ich hab echt nur vage Ideen, aber vielleicht wie unterschiedliche Perspektiven (aufgrund von unterschiedlichem Hintergrundwissen) unsere Perzeption von Wahr / Falsch und Wissen / Glauben beeinflussen."
"s4534","ger","Die Studie könnte sich mit vagen Formulierungen, insbesondere """"""""glauben"""""""" beschäftigen. Hier könnte der Unterschied in der Wahrnehmung von formulierten reinen Annahmen und Wissen, das auf Fakten basiert, untersucht werden."
"s4535","ger","Ich denke der Zweck dieser Studie ist nachzuvollziehen wie Teilnehmer die gelesenen Texte verstehen und wahrnehmen. "
"s4540","ger","Die Denkweise der Menschen auf ihr eigenes Wissen und das Wissen der Protagonisten zu erforschen und zu analysieren."
"s4542","tur","Çalışmanın amacı insanların kendi doğru bildiklerine körü körüne inanması ve aslında onun doğruluğunu araştırmaması üzerine veri toplamak olabilir. Birçok insan ''bilmiyorum'' demekten çekiniyor ve bu insanları yanlış yönlendiriyor. Bir insan bir şeyin doğru olduğuna inanabilir fakat bu o şeyin gerçekten doğru olduğu anlamına gelmez. İnanmak ve bilmek farklı şeylerdir.
"
"s4546","ger","Erkläre, wie Menschen fehlenden oder falsche Informationen wahrnehmen und welche Logik sie den daraus entstandenen Sachverhalten zuschreiben."
"s4547","tur","Hikayedeki kişilerin bilmedikleri şeyleri biz bildikten sonra onların davranışlarını ve düşüncelerini nasıl değerlendirdiğimizle ilgili olabileceğini düşünüyorum. Çocuklara yapılan 'Candy Box' çalışmasına benzer bir çalışma olabilir."
"s4548","tur","bence çalışma bireylerin metin okuma sırasında dikkatlerini ölçmek, aldığı kararlar ya da hayatındaki yönelmelerini bazen emin olarak bazen olmayarak doğru veya yanlış algıya sahip olmalarını ve bunların altındaki nedenleri görmek için yapılmış olabilir. Her şeyin göründüğü gibi olmadığını ya da göründüğü kadar net olmadığını göstermek."
"s4550","tur","Bu çalışma insanların çalışma düzenlerini, mantık arayışlarını ve araştırma yaparken ne derece dikkat ettiğini ya da insanların araştırmalarındaki mantık arayışlarını, mantığa e kesin bilgiye ne kadar önem verdiğini araştırıyor olabilir."
"s4560","ger","Herauszufinden wie andere Menschen über Situationen von anderen Menschen urteilen/einschätzen"
"s4562","zho","沒有"
"s4564","zho","客觀評價上對於事實真相的判別之類的XD和當局者迷有點像的感覺?"
"s4567","ger","Für wie qualifiziert hält man bestimmte Pesonen? Wieviel Einfluss übernimmt die Beschreibung einer Person?"
"s4569","ger","Das richtige Leseverständis zu fördern und die Erfassung von Texten zu überprüfen. "
"s4570","ger","Textverständnis und Aufmerksamkeit beim Lesen eventuell."
