StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 18:11,28/04/2020 18:33,0,87.115.54.28,100,1353,1,28/04/2020 18:33,R_2S13zw88da151go,,,,,52.97909546,-0.026901245,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,9,10,6,6,8,4,6,10,10,10,10,10,95,5,0,1|2|3,6,6,3,5,3,8,7,7,2,0,0,2,8,8,8,0,1,5,7,6,10,5,6,9,7,7,7,7,7,8,8,7,4,3,6,0,2,6,2,5,5,0,10,8,4,0,6,2,2,4,6,9,50,50,6,11,7,25,3 minutes ,7 hours,1,-99,47,3,8,1,-99,7,2,2,2,213,NationalIdentification|Riskperception|Traitself-control|Self-esteem|Psychologicalwell-being|Collectivenarcissism|MoralIdentity|Open-mindedness|Narcissism|Attentioncheck|Generosity|ConspiracyTheoriesCOVID-19|Anti-coronapolicysupport|Physicalhealth|Physicalhygiene|Traitoptimism|Morality-as-cooperation(shortversion)|Moralcircle|Socialbelonging|Politicalideology|Physicalcontact
28/04/2020 18:10,28/04/2020 18:33,0,151.226.143.192,100,1424,1,28/04/2020 18:33,R_0VBIwzOmZqLMxep,,,,,51.44090271,0.098495483,anonymous,EN-GB,"1,3,4,5",-99,,,10,2,10,10,10,2,3,10,0,6,10,10,4,10,10,80,20,0,1|2|3,6,7,5,4,4,10,7,0,0,0,0,3,10,10,10,0,0,7,8,9,8,4,6,8,2,6,3,1,6,6,6,2,7,8,0,0,3,4,4,5,3,0,10,8,5,0,5,5,0,4,4,10,40,70,8,11,7,50,3 minutes,7,2,-99,33,2,0,1,-99,4,1,1,2,213,Collectivenarcissism|Attentioncheck|Morality-as-cooperation(shortversion)|Moralcircle|Riskperception|Open-mindedness|Self-esteem|Socialbelonging|Physicalcontact|Physicalhygiene|Psychologicalwell-being|Politicalideology|MoralIdentity|Physicalhealth|Anti-coronapolicysupport|Generosity|ConspiracyTheoriesCOVID-19|Traitself-control|Traitoptimism|NationalIdentification|Narcissism
28/04/2020 18:01,28/04/2020 18:33,0,188.28.223.30,100,1970,1,28/04/2020 18:33,R_2U4z8BKOWMQFQco,,,,,51.64840698,-0.493103027,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,10,10,10,10,7,100,0,0,1|3|2,5,4,0,5,0,5,0,0,0,0,0,0,10,10,10,0,0,7,7,7,7,7,3,3,8,8,1,5,5,10,10,10,0,6,7,0,7,5,2,5,2,6,10,10,0,0,2,0,1,0,0,7,60,60,6,5,6,25,300 minutes,7,1,-99,24,1,0,1,-99,8,1,1,1,213,Generosity|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Self-esteem|Morality-as-cooperation(shortversion)|NationalIdentification|Socialbelonging|Attentioncheck|Riskperception|Traitoptimism|Open-mindedness|Psychologicalwell-being|MoralIdentity|Physicalcontact|Physicalhealth|Moralcircle|Politicalideology|Traitself-control|Narcissism|Physicalhygiene|Anti-coronapolicysupport
28/04/2020 18:14,28/04/2020 18:33,0,88.104.101.89,100,1147,1,28/04/2020 18:33,R_RIUeqWfH4FmS9Kp,,,,,51.4098053,-0.024902344,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,7,9,9,9,9,7,6,8,9,9,8,7,8,30,40,30,2|1|3,8,7,5,1,2,9,5,6,4,3,4,3,9,8,10,0,0,8,5,4,7,4,6,8,7,8,8,8,8,9,7,6,4,6,7,0,6,5,4,6,6,1,9,8,2,0,3,6,1,7,6,10,40,60,6,13,7,25,1 minute ,4,1,-99,50,3,3,1,-99,5,1,1,1,213,MoralIdentity|Riskperception|Moralcircle|Self-esteem|Psychologicalwell-being|Open-mindedness|Attentioncheck|Physicalhealth|Generosity|Traitoptimism|Narcissism|Collectivenarcissism|Physicalhygiene|Politicalideology|Traitself-control|Physicalcontact|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Socialbelonging|NationalIdentification
28/04/2020 17:35,28/04/2020 18:34,0,77.98.135.158,100,3523,1,28/04/2020 18:34,R_3k21PP3fdt6mRbz,,,,,51.65390015,-0.088806152,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,9,10,7,8,10,6,10,10,10,10,10,10,10,45,45,2|1|3,8,3,0,0,0,8,3,4,4,0,2,3,10,10,10,0,0,8,8,9,10,3,3,9,10,8,8,9,9,9,7,5,9,1,8,0,0,0,1,6,5,2,10,10,5,0,7,5,0,0,3,5,10,20,8,16,8,50,300,2,1,-99,49,3,1,1,-99,6,1,1,2,213,Moralcircle|Riskperception|Traitoptimism|Politicalideology|Physicalhealth|Traitself-control|Physicalcontact|Open-mindedness|Socialbelonging|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Attentioncheck|Collectivenarcissism|Narcissism|ConspiracyTheoriesCOVID-19|MoralIdentity|Self-esteem|NationalIdentification|Generosity|Psychologicalwell-being|Physicalhygiene
28/04/2020 18:09,28/04/2020 18:34,0,86.184.97.4,100,1511,1,28/04/2020 18:34,R_e2QIbQ86t7GYkkF,,,,,52.7427063,-1.171707153,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,8,10,6,7,7,3,4,7,9,6,10,10,30,60,10,2|3|1,6,6,2,4,2,8,4,1,0,0,0,2,8,8,8,2,6,6,6,6,7,5,8,9,4,4,4,4,6,7,4,7,8,6,2,0,6,4,7,6,4,5,9,7,2,0,2,3,2,4,3,8,50,60,5,14,5,25,3,7,1,-99,66,3,2,5,-99,7,1,1,1,213,Collectivenarcissism|Morality-as-cooperation(shortversion)|MoralIdentity|Physicalcontact|Generosity|Riskperception|Physicalhygiene|Attentioncheck|Narcissism|Politicalideology|Open-mindedness|Anti-coronapolicysupport|Traitoptimism|ConspiracyTheoriesCOVID-19|Physicalhealth|Self-esteem|Socialbelonging|Psychologicalwell-being|NationalIdentification|Moralcircle|Traitself-control
28/04/2020 18:09,28/04/2020 18:34,0,109.153.43.69,100,1492,1,28/04/2020 18:34,R_2E6PLfhxkBe2Jv7,,,,,52.51649475,1.023101807,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,7,10,10,10,10,10,2,10,10,10,8,10,10,50,50,0,1|3|2,6,5,2,5,5,8,5,3,2,2,2,2,10,10,10,0,0,7,7,8,8,7,7,7,6,6,6,5,5,8,8,9,5,1,5,0,1,1,0,5,0,0,8,6,1,0,0,0,0,0,0,10,50,30,3,1,8,50,3 mins,7,1,-99,45,2,4,1,-99,7,2,1,2,213,Anti-coronapolicysupport|Traitself-control|ConspiracyTheoriesCOVID-19|Physicalhealth|Collectivenarcissism|Politicalideology|Morality-as-cooperation(shortversion)|Riskperception|Physicalhygiene|Narcissism|Self-esteem|Traitoptimism|Psychologicalwell-being|Generosity|Moralcircle|Socialbelonging|Open-mindedness|MoralIdentity|Attentioncheck|Physicalcontact|NationalIdentification
28/04/2020 18:03,28/04/2020 18:34,0,146.200.88.107,100,1858,1,28/04/2020 18:34,R_XBtU6Mq7BD90n2F,,,,,52.46060181,-1.923797607,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,0,80,20,3|1|2,7,6,0,10,6,10,10,5,5,2,2,0,10,10,10,0,0,10,10,10,10,10,10,0,8,6,10,10,10,10,2,9,9,2,7,0,7,3,0,6,2,0,10,8,4,0,6,6,0,7,7,9,100,100,5,1,8,50,300,8,2,-99,39,3,6,1,-99,6,1,1,1,213,Collectivenarcissism|Open-mindedness|MoralIdentity|Riskperception|Attentioncheck|Physicalhealth|Self-esteem|Traitoptimism|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Moralcircle|Anti-coronapolicysupport|Physicalhygiene|NationalIdentification|Socialbelonging|Physicalcontact|Generosity|Narcissism|Traitself-control|Psychologicalwell-being|Politicalideology
28/04/2020 18:11,28/04/2020 18:34,0,92.14.195.130,100,1426,1,28/04/2020 18:34,R_3MsPwhL8J6DCRdX,,,,,53.36149597,-1.507003784,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,10,10,10,9,9,10,10,5,9,10,0,10,9,36,30,34,1|3|2,7,5,1,5,1,8,8,1,1,1,1,2,9,10,10,0,4,8,8,9,9,7,9,9,4,5,7,7,7,7,6,7,7,6,6,0,2,2,5,3,0,0,9,9,4,2,7,5,4,7,6,6,50,80,3,16,2,50,3,7,2,-99,65,2,0,1,-99,7,1,1,1,213,Self-esteem|Physicalhygiene|Physicalcontact|ConspiracyTheoriesCOVID-19|Open-mindedness|Moralcircle|Psychologicalwell-being|Attentioncheck|Morality-as-cooperation(shortversion)|Socialbelonging|Riskperception|Traitoptimism|Generosity|Physicalhealth|Traitself-control|NationalIdentification|Collectivenarcissism|MoralIdentity|Politicalideology|Narcissism|Anti-coronapolicysupport
28/04/2020 18:08,28/04/2020 18:34,0,51.9.7.104,100,1582,1,28/04/2020 18:35,R_3n8dKHYx60bmpzM,,,,,53.32020569,-2.141296387,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,8,0,8,8,0,10,3,0,100,0,2|1|3,6,8,5,8,5,10,10,1,0,0,0,5,9,9,9,0,0,9,9,9,5,7,4,5,10,8,7,8,9,10,5,7,4,1,10,0,3,6,0,4,5,0,9,9,2,0,9,9,5,1,7,10,10,10,8,16,5,50,3,7,1,-99,69,1,2,5,-99,3,2,1,1,213,Physicalhygiene|Attentioncheck|Morality-as-cooperation(shortversion)|Traitoptimism|Physicalhealth|Physicalcontact|Moralcircle|Politicalideology|MoralIdentity|Collectivenarcissism|Socialbelonging|Traitself-control|Generosity|ConspiracyTheoriesCOVID-19|Self-esteem|NationalIdentification|Narcissism|Anti-coronapolicysupport|Riskperception|Psychologicalwell-being|Open-mindedness
28/04/2020 18:08,28/04/2020 18:35,0,77.97.92.105,100,1603,1,28/04/2020 18:35,R_1FIF4TPdIV7KPsO,,,,,51.65390015,-0.088806152,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,10,8,10,10,10,10,6,6,10,10,4,7,6,80,20,0,1|3|2,4,6,3,3,0,10,10,4,3,0,0,7,6,6,8,3,2,10,10,9,9,9,6,7,7,7,6,10,10,10,4,7,4,1,10,0,2,4,3,4,2,2,10,10,6,0,6,5,0,4,3,9,60,50,7,5,7,50,300,7,1,-99,34,1,0,1,-99,4,1,1,1,213,NationalIdentification|Morality-as-cooperation(shortversion)|Self-esteem|ConspiracyTheoriesCOVID-19|Narcissism|Attentioncheck|Generosity|Moralcircle|Socialbelonging|Psychologicalwell-being|Physicalhygiene|Traitself-control|Open-mindedness|Politicalideology|Traitoptimism|Anti-coronapolicysupport|Physicalhealth|Collectivenarcissism|Physicalcontact|Riskperception|MoralIdentity
28/04/2020 17:50,28/04/2020 18:35,0,46.208.201.17,100,2704,1,28/04/2020 18:35,R_BV7Y4pTr59mSXWF,,,,,53.01690674,-2.2368927,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,9,10,8,8,10,6,10,9,10,8,10,10,0,60,40,2|1|3,6,6,6,4,4,10,10,2,2,1,1,4,8,8,7,1,2,7,6,5,9,5,6,7,7,7,7,7,7,8,6,6,3,1,6,0,6,5,4,6,5,3,9,9,7,0,7,5,0,5,5,10,30,40,6,14,8,50,30,4,1,-99,61,1,0,5,-99,6,1,1,1,213,Traitoptimism|Collectivenarcissism|NationalIdentification|Morality-as-cooperation(shortversion)|Narcissism|Generosity|Psychologicalwell-being|Physicalcontact|Self-esteem|Physicalhygiene|Anti-coronapolicysupport|Open-mindedness|Riskperception|Physicalhealth|Attentioncheck|Moralcircle|Politicalideology|MoralIdentity|ConspiracyTheoriesCOVID-19|Socialbelonging|Traitself-control
28/04/2020 17:57,28/04/2020 18:35,0,82.69.211.62,100,2273,1,28/04/2020 18:35,R_3DnC9s0aJp0Vbjp,,,,,53.93800354,-1.403701782,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,8,10,9,10,10,10,7,10,9,0,75,25,3|1|2,7,7,0,5,2,10,7,0,0,0,0,3,10,10,10,0,2,7,7,6,8,4,9,10,7,8,9,9,9,10,9,7,7,7,6,0,0,0,3,0,0,1,9,10,0,0,2,6,0,2,2,9,80,80,3,15,8,50,3,7,2,-99,54,1,0,1,-99,6,2,1,2,213,Anti-coronapolicysupport|Attentioncheck|Open-mindedness|NationalIdentification|Physicalcontact|Physicalhygiene|Collectivenarcissism|Riskperception|Physicalhealth|Traitoptimism|ConspiracyTheoriesCOVID-19|Socialbelonging|Moralcircle|Traitself-control|Psychologicalwell-being|Self-esteem|Morality-as-cooperation(shortversion)|Generosity|Politicalideology|MoralIdentity|Narcissism
28/04/2020 17:45,28/04/2020 18:35,0,82.5.223.30,100,3003,1,28/04/2020 18:35,R_27TKmX0b1pwgO2l,,,,,51.3249054,-0.568099976,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,5,10,10,10,0,10,10,80,10,10,1|2|3,2,3,5,5,5,0,0,10,2,10,10,2,10,10,10,0,2,10,10,10,5,10,5,10,3,3,7,10,8,10,9,10,10,1,9,0,1,9,5,5,5,0,10,10,0,0,10,0,0,9,9,5,50,50,4,16,4,50,300,4 hours,2,-99,49,1,2,3,-99,5,1,1,2,213,Morality-as-cooperation(shortversion)|Collectivenarcissism|Physicalhealth|Physicalhygiene|Psychologicalwell-being|Narcissism|Physicalcontact|ConspiracyTheoriesCOVID-19|Traitself-control|Riskperception|Moralcircle|MoralIdentity|Politicalideology|Attentioncheck|Anti-coronapolicysupport|Traitoptimism|Socialbelonging|Generosity|Open-mindedness|Self-esteem|NationalIdentification
28/04/2020 17:54,28/04/2020 18:35,0,79.70.84.61,100,2455,1,28/04/2020 18:35,R_z13MuTgoya4zHqh,,,,,53.43649292,-1.354003906,anonymous,EN-GB,"1,3,4,5",-99,,,5,7,4,6,10,3,3,3,3,8,4,8,1,8,10,100,0,0,1|3|2,7,7,5,4,4,10,10,0,0,0,0,4,8,8,8,0,4,8,9,9,9,3,3,1,7,8,5,7,5,3,6,6,4,8,8,0,8,5,5,6,4,3,7,7,4,4,4,4,5,3,3,5,20,40,7,4,6,50,300,4,1,-99,64,3,2,5,-99,6,2,1,1,213,Physicalcontact|Traitoptimism|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Riskperception|Physicalhygiene|NationalIdentification|Physicalhealth|Attentioncheck|Anti-coronapolicysupport|Self-esteem|Traitself-control|MoralIdentity|Politicalideology|Open-mindedness|Generosity|Socialbelonging|Psychologicalwell-being|Narcissism|Morality-as-cooperation(shortversion)|Moralcircle
28/04/2020 18:06,28/04/2020 18:35,0,88.105.201.115,100,1741,1,28/04/2020 18:35,R_2uQHz29NnDqE3DH,,,,,53.08259583,-0.193893433,anonymous,EN-GB,"1,3,4,5",-99,,,9,2,10,10,10,9,10,9,9,9,10,10,10,10,9,70,20,10,2|1|3,8,7,5,8,7,10,10,8,6,0,0,3,10,10,10,1,0,9,10,10,10,8,9,2,8,10,8,9,8,10,6,10,3,0,9,0,7,7,3,8,6,1,10,10,3,0,8,9,1,7,8,10,10,20,8,4,9,50,100,2,1,-99,43,2,2,1,-99,4,2,1,1,213,Open-mindedness|MoralIdentity|Moralcircle|NationalIdentification|Physicalcontact|Psychologicalwell-being|Attentioncheck|Self-esteem|Socialbelonging|Anti-coronapolicysupport|Morality-as-cooperation(shortversion)|Traitoptimism|Collectivenarcissism|Physicalhygiene|Traitself-control|Generosity|Narcissism|Riskperception|ConspiracyTheoriesCOVID-19|Physicalhealth|Politicalideology
28/04/2020 17:55,28/04/2020 18:35,0,94.15.98.89,100,2390,1,28/04/2020 18:35,R_2B8O3d3Ekr9Zg3L,,,,,50.82000732,-1.06640625,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,8,10,10,10,8,10,2,10,10,60,30,10,1|2|3,7,7,2,0,0,0,5,0,0,0,0,0,10,10,10,0,0,5,8,8,10,5,3,3,10,7,10,8,8,7,10,8,8,0,8,0,0,5,0,5,0,0,10,10,5,0,6,6,0,5,2,10,80,70,5,14,8,50,3,4,1,-99,28,3,0,1,-99,4,1,1,2,213,Physicalhygiene|Physicalhealth|ConspiracyTheoriesCOVID-19|Traitself-control|MoralIdentity|Narcissism|Socialbelonging|Self-esteem|NationalIdentification|Morality-as-cooperation(shortversion)|Attentioncheck|Generosity|Collectivenarcissism|Moralcircle|Psychologicalwell-being|Anti-coronapolicysupport|Physicalcontact|Politicalideology|Traitoptimism|Open-mindedness|Riskperception
28/04/2020 18:01,28/04/2020 18:35,0,109.147.245.112,100,2021,1,28/04/2020 18:35,R_241tjo7F8l4AXzY,,,,,51.52389526,0.576400757,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,8,10,10,10,10,10,6,4,9,10,8,10,10,80,20,0,3|1|2,8,9,5,5,1,10,10,1,1,0,0,3,9,9,9,0,3,8,6,9,9,8,1,0,9,9,9,9,10,10,5,5,5,1,9,0,2,2,2,2,2,0,9,9,1,0,5,5,1,1,3,5,10,30,8,1,8,50,300,7,2,-99,56,3,1,5,-99,3,1,1,1,213,Morality-as-cooperation(shortversion)|Attentioncheck|MoralIdentity|Self-esteem|NationalIdentification|Physicalhealth|Politicalideology|Socialbelonging|Anti-coronapolicysupport|Traitoptimism|Physicalhygiene|Traitself-control|Riskperception|Open-mindedness|Generosity|Physicalcontact|ConspiracyTheoriesCOVID-19|Narcissism|Psychologicalwell-being|Moralcircle|Collectivenarcissism
28/04/2020 17:59,28/04/2020 18:35,0,165.120.50.12,100,2194,1,28/04/2020 18:35,R_r2AJaQLUfiVgYRr,,,,,51.210495,-1.500106812,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,7,7,10,10,10,1,2,10,10,5,10,10,50,50,0,2|1|3,7,7,0,8,0,0,0,5,0,0,0,0,8,8,8,7,0,7,7,7,7,7,7,7,8,8,5,5,5,5,5,5,8,5,10,0,5,0,0,5,0,0,8,8,5,0,4,2,2,5,7,7,50,50,5,16,7,25,3 minutes,7 hours,1,-99,37,3,2,1,-99,4,2,1,1,213,Self-esteem|Generosity|Physicalcontact|Physicalhygiene|Riskperception|Anti-coronapolicysupport|Narcissism|NationalIdentification|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Attentioncheck|Physicalhealth|MoralIdentity|Moralcircle|Collectivenarcissism|Morality-as-cooperation(shortversion)|Traitoptimism|Socialbelonging|Traitself-control|Politicalideology|Open-mindedness
28/04/2020 18:11,28/04/2020 18:36,0,2.27.74.138,100,1467,1,28/04/2020 18:36,R_6D6cSPIL1IbB5Yd,,,,,53.95730591,-1.083694458,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,8,10,10,10,8,10,8,0,50,50,3|1|2,8,7,5,5,5,5,2,0,0,0,0,2,10,10,10,1,1,8,8,8,9,5,3,3,10,10,10,8,8,10,9,10,8,1,9,0,4,4,2,5,6,1,10,10,5,0,8,8,1,5,9,10,40,40,2,4,7,50 cents,100 minutes,4 hours,2,-99,60,1,1,6,self-employed,4,1,1,2,213,Physicalhygiene|Open-mindedness|Narcissism|Socialbelonging|Generosity|MoralIdentity|Self-esteem|Physicalcontact|Traitself-control|Traitoptimism|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Riskperception|Politicalideology|Moralcircle|Anti-coronapolicysupport|NationalIdentification|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Physicalhealth|Attentioncheck
28/04/2020 18:11,28/04/2020 18:36,0,5.80.173.2,100,1507,1,28/04/2020 18:36,R_2Tq1xPC45S2gCTs,,,,,51.55349731,-0.309005737,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,3,9,10,10,7,10,10,0,100,0,3|1|2,8,8,5,5,5,10,5,5,5,5,5,6,10,10,10,0,0,10,10,10,10,10,10,10,9,9,8,7,7,8,10,8,3,3,8,0,3,6,0,6,0,0,10,10,5,0,7,7,0,7,8,8,70,70,5,16,8,50 cents,3 minutes,7 hours,1,-99,33,2,0,1,-99,6,1,1,2,213,Physicalhygiene|Collectivenarcissism|Riskperception|Psychologicalwell-being|NationalIdentification|Traitself-control|Politicalideology|ConspiracyTheoriesCOVID-19|MoralIdentity|Open-mindedness|Narcissism|Attentioncheck|Self-esteem|Anti-coronapolicysupport|Generosity|Socialbelonging|Physicalhealth|Morality-as-cooperation(shortversion)|Moralcircle|Physicalcontact|Traitoptimism
28/04/2020 18:08,28/04/2020 18:36,0,31.205.224.217,100,1675,1,28/04/2020 18:36,R_11ZtwMHHKedhnFz,,,,,52.60490417,-1.148803711,anonymous,EN-GB,"1,3,4,5",-99,,,4,10,4,9,10,3,6,10,0,10,10,10,10,9,10,40,20,40,3|1|2,8,9,0,3,0,0,0,8,6,0,1,2,8,8,9,0,0,8,10,6,8,7,10,9,9,10,8,9,9,10,4,9,4,6,6,0,9,7,2,8,4,0,10,10,5,0,5,6,0,6,9,10,50,60,5,12,7,50,300,4,2,-99,22,1,0,3,-99,7,1,2,1,213,Attentioncheck|Open-mindedness|Collectivenarcissism|Physicalhygiene|ConspiracyTheoriesCOVID-19|Narcissism|Anti-coronapolicysupport|Physicalhealth|Socialbelonging|Traitself-control|Moralcircle|Self-esteem|NationalIdentification|Physicalcontact|Riskperception|Morality-as-cooperation(shortversion)|MoralIdentity|Politicalideology|Generosity|Traitoptimism|Psychologicalwell-being
28/04/2020 17:59,28/04/2020 18:36,0,86.160.199.59,100,2223,1,28/04/2020 18:36,R_wNSI8VuWBoM9nl7,,,,,52.58760071,-1.982803345,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,8,5,3,8,2,3,0,7,2,25,50,25,3|1|2,5,4,3,5,5,10,5,5,5,5,5,2,10,10,10,0,3,5,5,6,6,5,7,7,8,8,8,6,8,7,5,7,7,5,7,0,4,5,2,2,3,5,5,5,6,0,8,8,5,8,8,5,70,70,4,16,6,25 cents,3 minutes,7 hours,2,-99,56,1,4,1,-99,7,1,1,1,213,Psychologicalwell-being|Generosity|Traitself-control|Open-mindedness|Anti-coronapolicysupport|Attentioncheck|Physicalhealth|MoralIdentity|Riskperception|Physicalcontact|Morality-as-cooperation(shortversion)|Collectivenarcissism|Traitoptimism|Moralcircle|ConspiracyTheoriesCOVID-19|Socialbelonging|NationalIdentification|Politicalideology|Physicalhygiene|Narcissism|Self-esteem
28/04/2020 17:57,28/04/2020 18:36,0,51.146.7.73,100,2338,1,28/04/2020 18:36,R_12ukHYBQwDdeGY3,,,,,51.63110352,0.001800537,anonymous,EN-GB,"1,3,4,5",1,"1,3,4,5",-99,10,2,7,10,10,7,8,10,9,10,10,10,7,10,10,26,29,45,1|2|3,6,4,5,7,8,10,4,0,1,0,0,0,10,8,4,0,0,10,10,7,10,8,7,0,7,6,7,7,6,6,10,7,7,10,6,0,2,10,6,3,10,4,7,4,8,3,8,3,3,6,4,10,20,60,3,8,6,50,300mins,4,1,-99,23,1,0,1,-99,7,1,1,1,213,Self-esteem|Socialbelonging|Psychologicalwell-being|Narcissism|NationalIdentification|Physicalcontact|Moralcircle|Physicalhealth|Morality-as-cooperation(shortversion)|Generosity|Attentioncheck|MoralIdentity|Traitself-control|Collectivenarcissism|Open-mindedness|Physicalhygiene|Politicalideology|ConspiracyTheoriesCOVID-19|Riskperception|Anti-coronapolicysupport|Traitoptimism
28/04/2020 18:05,28/04/2020 18:36,0,92.2.168.33,100,1900,1,28/04/2020 18:36,R_3iRwD0ZTWGxeYvH,,,,,51.27900696,1.076293945,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,7,10,10,10,8,6,9,3,3,1,3,3,0,50,50,3|1|2,5,4,2,3,0,8,2,0,0,0,0,2,10,10,10,0,8,5,5,5,6,5,5,2,5,4,4,4,4,4,2,3,10,8,4,0,4,6,6,6,3,8,10,9,5,0,5,6,1,6,5,10,90,100,3,15,3,50,3 minutes,7 hours,1,-99,43,2,2,6,furloughed,6,1,1,1,213,Attentioncheck|Physicalhealth|ConspiracyTheoriesCOVID-19|Generosity|Open-mindedness|Morality-as-cooperation(shortversion)|Moralcircle|NationalIdentification|Physicalhygiene|Riskperception|MoralIdentity|Traitself-control|Anti-coronapolicysupport|Traitoptimism|Physicalcontact|Narcissism|Politicalideology|Psychologicalwell-being|Socialbelonging|Self-esteem|Collectivenarcissism
28/04/2020 18:09,28/04/2020 18:36,0,185.17.164.58,100,1629,1,28/04/2020 18:36,R_1etn0BMOOsWHhXD,,,,,50.7631073,-1.297698975,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,0,50,50,1|3|2,8,3,0,5,5,7,5,4,0,0,0,2,10,10,10,0,5,5,5,10,10,8,10,10,7,7,5,5,5,7,8,10,1,5,6,0,0,0,0,5,5,5,8,8,0,0,5,8,0,5,0,9,100,100,7,14,7,50,300,4,1,-99,49,2,0,3,-99,8,2,1,1,213,Self-esteem|MoralIdentity|Traitself-control|NationalIdentification|Traitoptimism|Politicalideology|Moralcircle|Attentioncheck|Collectivenarcissism|Physicalhygiene|Physicalhealth|Socialbelonging|Anti-coronapolicysupport|Physicalcontact|Narcissism|Riskperception|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Generosity|ConspiracyTheoriesCOVID-19|Open-mindedness
