V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_1lt34sEVo2ifPTg,Default Response Set,2020-04-28 09:02:33,2020-04-28 09:06:32,1,0,0,0,5ea8293c-9f9a-2b33-e7a0-0848947caca2,1a53e952b9f07b91d3a1da15b425147e,708,TapResearch,1,1,1,8,9,8,7,7,8,7,9,9,8,7,9,8,8,7,100,0,0,9,7,9,8,8,8,8,7,9,8,8,9,8,8,9,8,8,8,8,8,9,8,7,7,8,8,8,8,8,8,7,7,8,9,8,9,8,8,8,8,9,8,8,7,8,8,7,10,8,8,8,8,90,80,8,1,10,8,1,50,300,4,1,2,,38,3,3,1,,1,1,5,1,1,1,213,16,4,5,1,,1,
R_3G1xrTWsEHsSbtI,Default Response Set,2020-04-28 08:54:19,2020-04-28 09:06:36,1,0,0,0,5ea82737-dc82-b123-3b09-a3f37602eb4f,79fbe8f42985055b2fded125712bf88a,708,TapResearch,1,1,1,8,8,8,8,7,8,9,8,9,8,7,5,3,8,9,30,30,40,7,7,8,3,7,7,8,1,1,1,1,3,9,7,7,3,3,8,7,9,6,8,6,3,7,8,7,8,3,7,8,8,1,7,7,0,8,8,2,7,8,4,7,3,7,3,7,5,7,7,3,7,0,0,3,1,5,7,1,50,300,4,1,1,,55,3,2,1,,1,1,5,1,1,1,213,16,5,5,1,,1,
R_290tnBDYSmvl8nG,Default Response Set,2020-04-28 08:54:51,2020-04-28 09:07:03,1,0,0,0,5ea8276d-089a-02bc-87b9-be6c43d0677a,8b97772ad3fa646f49c6f4fd8350a102,708,TapResearch,1,1,1,7,3,7,8,8,8,8,10,8,8,9,7,7,9,7,80,20,0,2,4,7,6,7,10,10,10,4,4,4,6,8,7,7,2,6,7,8,7,7,5,4,4,3,7,8,7,7,7,7,7,4,6,8,0,8,6,9,7,7,8,8,6,7,2,4,6,2,5,4,9,40,70,8,1,5,7,1,25,3,?,1,1,,50,3,1,1,,1,1,6,1,1,1,213,1,5,7,3,질문이 좀 긴듯하다,1,
R_2dFPXsqEXc741w4,Default Response Set,2020-04-28 08:59:39,2020-04-28 09:07:39,1,0,0,0,5ea8289c-a2d3-b73b-585f-98d6ac2dab10,747b3080-c6e4-44df-9dd5-de0c3c91712a,737,Dalia_Research,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,1,5,1,250,3,4,1,1,,59,3,0,1,,1,1,11,1,1,1,213,13,5,2,3,?,1,
R_1BQ0CKRKMYzy1Oc,Default Response Set,2020-04-28 08:56:37,2020-04-28 09:09:27,1,0,0,0,5ea827df-ee4b-9580-3123-46c7d3fa62a9,bc47c10f81ac013487eb85a4c5ea0cb3,708,TapResearch,1,1,1,8,3,7,7,9,8,9,9,7,8,9,9,9,9,10,80,20,0,4,5,9,5,8,10,9,5,2,0,1,3,9,9,7,3,3,7,7,8,10,6,7,5,8,8,7,7,7,6,6,4,6,4,7,0,6,8,5,6,6,5,8,9,5,3,7,7,2,8,7,9,20,10,3,1,4,3,1,50,34,4,1,2,,47,3,2,1,,1,1,4,1,1,1,213,14,5,7,1,없음 ,1,
R_u4CUgrXnGgASFlD,Default Response Set,2020-04-28 08:55:49,2020-04-28 09:09:52,1,0,0,0,5ea827c9-18e0-641e-90f2-e6abfc8c5e62,71520273,420,ClixSense,1,1,1,10,0,10,10,10,10,10,10,10,10,10,5,10,10,10,100,0,0,10,5,0,10,10,10,10,0,0,0,0,0,7,8,10,0,0,10,10,10,10,0,0,0,10,10,10,7,6,10,9,10,7,0,10,0,10,7,0,5,6,8,10,3,7,0,10,2,10,8,8,10,0,10,10,1,6,4,1,50,3,16,1,1,,38,3,2,1,,1,1,6,1,1,1,213,12,5,3,1,없음,1,
R_2WIpzsCBadr4xa4,Default Response Set,2020-04-28 08:49:46,2020-04-28 09:10:15,1,0,0,0,5ea82624-edd5-92cb-62b4-6c89f65eaafc,ea7b2f0c-967d-47f6-ad07-88c0f2ce2a29,737,Dalia_Research,1,1,1,10,,8,5,4,6,6,6,2,4,4,1,1,9,9,100,0,0,6,7,8,9,10,10,10,3,0,3,0,7,9,9,9,0,1,7,10,10,10,0,0,0,9,9,9,9,9,7,1,3,10,10,7,0,3,8,1,9,4,6,10,7,3,9,1,1,0,10,2,10,0,60,4,1,9,2,1,25원,1분,1시간,1,2,,48,1,0,6,1인 사업장,1,1,7,2,1,1,213,12,5,3,1,수고하세요^^,1,
R_1eKPGgbSNgA0BLI,Default Response Set,2020-04-28 08:51:01,2020-04-28 09:10:16,1,0,0,0,5ea826ae-3707-cdea-73c1-b2f076adf890,72944315,568,Prodege,1,1,1,10,1,1,10,9,6,7,7,8,8,3,1,7,6,9,30,40,30,2,4,3,4,3,10,6,1,1,1,1,2,7,7,7,1,6,3,6,7,6,2,6,3,6,6,7,7,7,7,3,3,6,7,4,0,6,3,3,1,3,3,7,6,7,7,7,7,7,7,7,8,30,30,5,1,5,6,1,25원,300분,4,1,1,,26,1,0,3,,1,1,10,1,1,1,213,3,5,3,3,,1,
R_1jO0zeTiZO0q12Q,Default Response Set,2020-04-28 08:59:09,2020-04-28 09:10:36,1,0,0,0,5ea8286f-d9c7-9f3e-1fb1-ff01e721d081,88744009,968,TheoremReach,1,1,1,9,6,8,9,10,8,9,9,7,9,8,10,7,9,10,080,020,0,9,8,9,2,8,10,10,8,2,1,3,6,9,9,8,5,4,6,8,9,9,5,6,4,8,9,9,9,9,9,4,8,8,6,8,0,5,5,5,5,6,4,10,8,8,1,9,4,1,7,9,9,30,20,8,1,10,9,1,25,300,4 ,1,2,,38,2,0,1,,1,1,7,1,1,1,213,3,4,4,2,코로나야 물러가라,1,
R_1ghzrQqJpzPJdhV,Default Response Set,2020-04-28 09:00:08,2020-04-28 09:11:49,1,0,0,0,5ea828d0-913a-dcdc-b24c-d4186008dd2c,41342907,968,TheoremReach,1,1,1,8,2,8,2,8,8,8,10,9,8,7,9,8,10,10,100,0,0,6,4,3,7,4,7,6,2,2,2,2,3,7,8,8,2,3,4,4,8,8,5,5,6,6,6,6,5,4,7,3,6,7,5,8,0,3,4,4,8,4,7,7,4,4,3,3,3,7,3,7,6,10,80,7,1,3,6,1,25,300,7,1,1,,36,3,1,1,,1,1,6,1,1,1,213,1,5,4,2,,1,
R_1r0SPJKyOATBNvR,Default Response Set,2020-04-28 08:56:48,2020-04-28 09:13:14,1,0,0,0,5ea827ca-8e5b-8726-32a1-4e5c60d1154e,121532573,968,TheoremReach,1,1,1,9,3,4,3,3,10,10,10,10,10,7,7,9,9,9,70,30,0,7,7,3,4,3,10,8,6,2,4,3,6,10,10,9,0,7,7,3,3,6,4,5,4,8,8,6,4,3,9,7,6,4,2,7,0,4,4,4,6,6,4,9,7,6,2,4,4,4,4,4,9,40,30,6,1,16,6,1,100,300,16,1,2,,34,1,0,1,,1,1,6,1,1,1,213,1,4,4,1,코로나가 하루 빨리 없어져서 일상 생활로 돌아가기를 희망하며 오늘의 일이 대한민국 발전에도 크게 기여하려 의료진들의 힘이 되길 희망합니다,1,
R_3nSksZk89wrM3qZ,Default Response Set,2020-04-28 09:05:59,2020-04-28 09:13:15,1,0,0,0,5ea829f5-bbc2-3cb2-95bd-1e8bb73f508f,b0fbddc4-5fda-4c8a-b34b-1715bbcf1b4b,737,Dalia_Research,1,1,1,8,7,7,7,8,10,10,10,10,10,8,7,6,4,6,0,50,50,10,10,5,3,1,10,7,0,2,1,0,0,7,8,9,2,9,7,6,9,8,6,7,6,10,10,7,8,8,10,9,9,1,1,10,8,0,7,0,10,6,0,10,10,9,0,8,8,4,4,3,7,60,70,6,1,9,8,1,50,300,16,1,1,,19,1,0,4,,1,1,3,1,1,1,213,11,1,1,1,,1,
R_ahN190QfgYnM7L3,Default Response Set,2020-04-28 09:10:45,2020-04-28 09:14:30,1,0,0,0,5ea82b3a-ddb7-6fc9-89ee-d9b988819edf,121534923,968,TheoremReach,1,1,1,7,6,6,7,7,6,4,7,7,7,7,7,5,4,7,50,30,20,7,6,7,6,4,5,5,7,0,0,0,6,6,8,7,7,7,7,6,8,7,7,8,8,7,8,8,8,8,10,7,6,7,7,7,6,6,7,3,6,8,7,7,4,7,6,7,3,7,6,6,6,60,60,6,1,5,6,1,25,,,1,1,,18,1,0,4,,1,1,2,2,1,1,213,,2,3,3,이이,1,
R_1dz5ngTRqLkmpJs,Default Response Set,2020-04-28 09:10:40,2020-04-28 09:14:40,1,0,0,0,5ea82b28-eab3-62a6-1de9-635604c1bbaa,f2c469c9-ec47-4e91-9884-f64878190920,737,Dalia_Research,1,1,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,21,21,58,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,16,5,1,100,300,샐리,1,2,,30,1,0,2,,1,1,1,1,1,1,213,3,2,1,1,없어요,1,
R_1lmdSPa2yElSEIW,Default Response Set,2020-04-28 09:05:10,2020-04-28 09:15:37,1,0,0,0,5ea829c4-bf84-ac02-0f8a-8b519d792ac3,eec813c9fdcaac6f77ef5c428f007849,708,TapResearch,1,1,1,7,3,8,9,10,6,8,10,8,10,10,10,10,10,10,100,0,0,10,1,0,5,5,0,0,10,6,3,10,0,10,10,10,10,0,0,10,10,10,8,7,0,10,10,3,2,3,0,10,10,0,8,10,0,10,10,10,10,10,10,1,0,0,0,0,0,10,10,0,0,50,50,5,1,16,3,1,150,3,3,1,2,,51,1,1,1,,1,1,11,1,1,2,213,2,2,2,1,,1,
R_rfNBQqSeUVNOd3z,Default Response Set,2020-04-28 09:02:38,2020-04-28 09:16:33,1,0,0,0,5ea82929-7a7f-4925-31fa-b836f4c00583,179fb4ab2ab54c8200be0a68c4a6b591,708,TapResearch,1,1,1,10,0,10,10,10,8,8,8,8,8,8,8,8,8,10,80,20,0,2,2,8,7,5,10,10,5,2,2,2,3,8,8,8,0,5,8,5,8,10,5,5,5,2,3,5,5,5,5,5,2,5,5,1,6,0,5,2,5,0,5,5,5,5,5,5,5,5,5,5,5,0,20,5,1,5,7,1,50,3,16,1,2,,48,1,0,1,,1,1,9,1,1,1,213,9,2,2,1,,1,
R_1N4i8R0WgYERSoT,Default Response Set,2020-04-28 08:40:30,2020-04-28 09:17:08,1,0,0,0,5ea823f8-d77b-8a01-3ea1-9dd629600c76,8f1cb0c76530862adbae1878cf5f3f42,708,TapResearch,1,1,1,4,6,3,7,7,10,10,10,10,10,7,6,0,8,2,100,0,0,3,4,10,10,10,8,10,8,7,8,6,4,10,10,10,0,7,7,9,7,6,6,5,6,4,7,5,5,5,5,7,4,7,7,8,0,7,9,6,10,10,8,10,10,5,0,10,10,4,7,8,10,0,70,10,1,16,7,1,50,300분,4,1,1,,44,3,1,1,,1,1,7,1,1,1,213,3,5,3,3,좌빨은 대한민국의 적,1,
R_9t0OLX3hw7te2Pf,Default Response Set,2020-04-28 09:12:10,2020-04-28 09:19:03,1,0,0,0,5ea82ba3-bad4-ece0-b0a9-9d35a66c3a26,eb2a7ce482996d695b034a1c2848b94a,708,TapResearch,1,1,1,10,1,10,10,10,8,8,8,9,8,6,7,10,10,10,70,20,10,8,8,7,9,8,8,9,8,,8,8,9,9,9,8,8,9,9,9,9,9,8,8,9,9,9,9,9,9,8,9,8,9,8,9,9,8,7,8,7,7,7,9,9,9,9,8,10,8,8,7,9,30,60,,1,1,9,1,150,300,2,1,2,,33,3,1,2,,1,1,1,1,1,1,213,4,1,1,1,,1,
R_svgBV65s8br50lP,Default Response Set,2020-04-28 09:08:04,2020-04-28 09:20:17,1,0,0,0,5ea82a98-6d89-ab8c-e2e9-3f0ef47cfe47,da2ca4ae-abc4-4207-b75f-09dcfbabcc63,737,Dalia_Research,1,1,1,8,4,6,7,7,6,6,7,5,7,7,7,7,8,8,60,30,10,7,7,6,6,6,9,7,3,3,3,3,7,7,6,7,6,6,7,6,7,7,5,7,7,7,7,6,7,6,6,7,6,5,4,6,7,6,6,4,5,5,4,7,6,7,3,6,6,3,6,6,6,40,40,5,1,1,7,1,25,3,4,1,1,,50,3,2,1,,1,1,5,1,1,1,213,3,5,5,3,질문 사항이 어떤 의도로 어떤 방향으로 이루어지는지 잘 이해가 되지 않습니다.,1,
R_1IQOJ7jTpz8Fq5X,Default Response Set,2020-04-28 09:08:30,2020-04-28 09:20:18,1,0,0,0,5ea82a9f-08e7-67e6-f1f1-3ed2c88f3d0c,67257693,568,Prodege,1,1,1,8,7,9,10,9,10,9,10,3,9,8,6,1,7,6,70,30,0,8,3,3,7,3,10,10,3,2,6,8,8,8,7,8,1,8,6,9,8,10,7,8,7,7,8,3,2,3,8,2,2,4,7,3,0,7,7,0,8,3,0,3,3,9,0,6,7,2,8,8,5,0,30,7,1,2,3,1,25,3,16,1,1,,31,1,0,1,,1,1,8,1,1,1,213,2,5,2,1,,1,
R_agDzEJ73IlWIFfb,Default Response Set,2020-04-28 09:16:45,2020-04-28 09:20:25,1,0,0,0,5ea82c8f-4add-d8bd-d69b-6ff20702855c,69abebecfbecf16de7769b80f1599712,708,TapResearch,1,1,1,9,8,8,7,7,8,7,10,8,9,8,9,7,9,8,70,20,10,3,4,3,6,5,10,10,7,7,3,5,7,7,5,5,5,3,3,6,6,5,5,3,5,7,6,8,8,7,7,4,6,4,5,8,7,3,3,3,6,5,5,9,9,6,6,7,7,7,9,7,8,30,60,5,1,11,7,1,50,300,5,1,1,,39,3,1,1,,1,1,3,1,1,1,213,1,5,3,1,,1,
R_xl68dZ9dWXgkUPT,Default Response Set,2020-04-28 09:13:21,2020-04-28 09:21:41,1,0,0,0,5ea82bad-beb9-02b5-bdb7-3da8cec32343,fa08211d-c3a6-4bc8-88cb-c5742c245353,737,Dalia_Research,1,1,1,8,3,8,8,7,7,7,8,8,7,8,3,1,10,10,70,015,15,7,10,8,2,6,10,7,7,3,7,8,2,8,9,7,2,3,6,3,8,7,4,7,3,7,6,8,8,8,7,8,3,7,4,7,0,7,7,6,7,8,2,6,8,4,7,7,2,8,2,4,7,10,30,8,1,8,7,1,25,3,16,1,1,,28,2,0,1,,1,1,6,1,1,1,213,8,5,5,1,딱히 없어요,1,
R_2yaerRGCdwfCYWP,Default Response Set,2020-04-28 08:58:29,2020-04-28 09:23:18,1,0,0,0,5ea82838-5fcf-6536-7847-ad57cc537b9a,e8d5cd7e-6713-4c1b-85bc-19ea126a7acf,737,Dalia_Research,1,1,1,9,1,4,8,10,8,9,10,8,7,9,9,8,9,9,30,35,35,5,5,8,9,4,9,9,8,7,8,9,8,9,7,9,6,2,7,3,7,8,7,8,4,8,9,6,7,7,8,7,8,2,1,8,0,5,5,2,5,5,2,8,6,7,4,8,7,6,7,8,6,50,50,7,1,7,7,1,25 cents,3 minutes,7,1,1,,32,3,2,1,,1,1,3,1,1,1,213,1,5,8,1,,1,
R_30v0fMoQOf7BZjb,Default Response Set,2020-04-28 09:15:31,2020-04-28 09:24:21,1,0,0,0,5ea82c6b-ac86-b13d-e312-b56831e0e46d,c2c8d06bc6647a31d0369e75d91052f8,708,TapResearch,1,1,1,10,0,10,10,10,10,10,10,10,10,7,4,3,10,6,0,70,30,6,4,6,8,6,4,3,0,0,0,0,2,10,8,6,1,1,7,7,6,8,4,6,6,7,6,7,7,7,8,5,4,6,6,6,8,4,6,3,7,4,1,8,7,3,2,7,8,0,6,6,10,10,20,5,1,16,4,1,50 cents,300 minutes,4hours,1,2,,31,1,0,1,,1,1,6,1,1,2,213,1,5,5,1,-,1,
R_sUodmAFL00qi5nX,Default Response Set,2020-04-28 09:15:27,2020-04-28 09:26:24,1,0,0,0,5ea82c51-d8f8-aa8d-f320-c631824ebe4a,27d78553aad5c9a422daa9a63ed2cf3a,708,TapResearch,1,1,1,8,3,8,8,9,8,9,9,8,9,7,7,4,8,8,90,10,0,8,8,5,6,6,10,10,6,6,4,4,5,8,8,9,2,3,8,8,8,9,7,4,4,9,8,8,8,5,8,6,6,3,3,8,0,8,5,4,3,3,1,10,8,6,3,5,5,2,7,5,6,0,10,4,1,9,8,1,25-,3분,7,1,1,,43,3,2,1,,1,1,3,1,1,1,213,1,5,3,1,,1,
R_1oiNEPvFYPKsorJ,Default Response Set,2020-04-28 09:24:07,2020-04-28 09:26:27,1,0,0,0,5ea82e6c-16e6-ee30-f17a-1b431e6e2be4,582ab231-0740-4637-99dc-5aa9ea705f74,737,Dalia_Research,1,1,1,,,,,,,,,,,,,,,,10,70,20,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,,,,,,9,,,,,,,10,9,,,,,,,,,,,,,,,1,15,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,1,
R_3p6ljmDC1r6RMv2,Default Response Set,2020-04-28 09:16:30,2020-04-28 09:26:47,1,0,0,0,5ea82c92-ccd0-38a0-07ae-c00f96ac97f4,_6572_9ff7c5cfaf5cc8b945e7a0bbc14d23de,1135,RevenueUniverse,1,1,1,10,0,10,8,10,10,10,8,5,10,10,5,10,10,10,10,50,40,4,4,5,6,4,6,4,5,3,0,0,0,8,10,6,0,5,6,10,6,10,8,7,6,10,10,5,6,7,10,7,10,8,2,10,4,4,8,4,10,6,6,10,10,4,0,8,7,3,6,5,10,0,0,5,1,10,9,1,50,3,7,1,1,,23,1,0,3,,1,1,7,1,1,1,213,3,5,4,1,,1,
R_veQ5bD9U4SnrSw1,Default Response Set,2020-04-28 09:07:37,2020-04-28 09:27:50,1,0,0,0,5ea82a67-c2f2-d6b5-c93c-8a19160bf60e,326d2632-9a05-41e0-845b-7475dbe27f5e,737,Dalia_Research,1,1,1,10,0,5,10,10,10,10,10,10,10,10,10,10,10,10,90,0,10,10,8,10,5,10,10,10,0,0,0,0,5,5,5,5,5,5,5,9,10,10,8,5,5,5,5,5,5,5,5,0,5,5,5,8,0,10,10,5,10,5,0,10,10,10,0,10,10,0,9,5,10,10,10,10,1,5,10,1,25,300,7,1,1,,50,1,0,1,,1,1,6,1,1,1,213,6,5,1,1,코로나에 관해 질문이 좋았다,1,
R_2WHbJuq8eRdoGDR,Default Response Set,2020-04-28 09:22:03,2020-04-28 09:28:26,1,0,0,0,5ea82db8-35b0-1bc6-9a40-5c84e1b0b907,8bb4793870130f3b362d1c0715d7fb40,708,TapResearch,1,1,1,8,0,4,10,10,10,10,10,10,10,3,3,0,9,9,60,20,20,5,5,5,5,5,10,10,10,10,10,10,9,9,9,10,10,10,7,7,7,9,9,7,9,6,6,7,7,4,9,7,7,7,3,7,7,10,10,5,9,9,9,10,10,10,10,10,10,0,9,9,10,0,70,5,1,16,6,1,50,300,16,1,2,,33,1,0,3,,1,1,6,1,1,1,213,1,5,1,1,없음,1,
R_3MEUA1r20tF6ky4,Default Response Set,2020-04-28 09:12:39,2020-04-28 09:28:51,1,0,0,0,5ea82b99-59ab-ddcc-efc1-192202b7afca,6f3146d6-ec59-4f4e-8ba9-cb3ef1d22c93,737,Dalia_Research,1,1,1,9,7,8,8,10,8,7,9,6,8,10,9,7,9,9,100,0,0,8,7,8,8,8,9,9,2,0,0,0,4,8,8,8,2,1,7,8,9,9,5,8,7,8,8,7,8,8,9,5,9,2,2,8,7,8,9,3,5,5,2,8,8,7,3,5,7,2,8,8,9,20,20,9,1,5,7,1,50,300,8,1,1,,63,3,1,1,,1,1,6,1,1,1,213,3,2,5,1,,1,
R_6JYqN9EaujANq4V,Default Response Set,2020-04-28 09:20:59,2020-04-28 09:28:56,1,0,0,0,5ea82d8b-839d-42f2-9355-11fe703054db,a7c8896c-ba9b-4af6-a75a-75a7655d8998,737,Dalia_Research,1,1,1,10,1,8,8,6,10,10,10,7,7,9,6,5,10,8,80,15,5,2,3,9,10,7,10,10,8,7,8,6,6,8,8,7,1,3,7,7,10,8,4,5,4,5,7,7,7,8,9,4,4,8,7,4,0,7,9,6,8,8,7,10,7,7,3,7,8,3,8,8,9,50,50,4,1,7,5,1,50,300,8,1,2,,38,3,2,2,,1,1,5,1,1,1,213,1,5,3,1,이런연구 좋습니다.,1,
R_5nUX355bzf1V4vT,Default Response Set,2020-04-28 09:16:19,2020-04-28 09:29:18,1,0,0,0,5ea82c9b-b2d8-7985-1b0e-f19419078add,a129ad8b-7a28-4a89-93e2-eb28dcea23c7,737,Dalia_Research,1,1,1,10,6,7,8,6,10,10,10,10,10,7,6,6,9,9,80,15,5,2,3,3,4,4,10,8,2,1,1,1,2,7,8,7,1,7,7,6,8,5,7,4,6,3,4,7,8,4,8,3,2,7,8,2,0,7,5,6,7,4,2,8,7,3,3,7,6,1,7,8,10,10,50,6,1,5,2,1,50,3,문제가 이해가 되지 않는다,1,1,,27,1,0,4,,1,1,5,1,1,1,213,3,4,5,2,문장의 번역 및 완성도가 떨어집니다. 개선 부탁드립니다.,1,
R_1fiUn6I3cJrmvC2,Default Response Set,2020-04-28 09:18:57,2020-04-28 09:30:00,1,0,0,0,5ea82d15-7d99-4011-f44f-fd2c4c385937,e1aef6a7d90e84a37fbef73ddc0b3866,708,TapResearch,1,1,1,9,1,8,9,9,10,10,9,9,10,9,10,6,10,10,0,70,30,4,3,6,3,8,10,10,3,2,4,2,1,9,10,8,1,1,8,9,8,9,8,7,6,7,8,7,8,7,9,7,9,8,4,7,0,7,4,2,6,7,0,9,10,8,1,8,8,2,8,9,7,0,10,4,1,8,6,1,50,300,16,1,2,,39,3,2,1,,1,1,4,1,1,1,213,1,5,7,2,수고하시고 바이러스 조금하세요 최전방에서 노력하는 당신들을 존경합니다,1,
R_1gUrfhbrtr434RA,Default Response Set,2020-04-28 09:21:21,2020-04-28 09:30:43,1,0,0,0,5ea82dc8-f55b-e926-23f0-281e574e9e03,64682f93-f25b-47e5-b567-8c3546cbb28c,737,Dalia_Research,1,1,1,8,0,9,8,8,8,8,8,8,9,10,8,9,10,8,0,50,50,8,8,5,8,6,10,10,7,3,2,1,2,10,10,10,0,7,8,7,6,8,3,8,3,8,10,6,7,8,6,7,6,10,10,10,0,8,6,2,10,3,0,8,7,10,0,8,9,2,8,7,7,20,30,7,1,4,10,1,50,300,4,1,1,,20,1,0,4,,1,1,1,1,1,1,213,3,5,2,1,,1,
R_sdqXSZB11GpLsGZ,Default Response Set,2020-04-28 09:22:20,2020-04-28 09:31:35,1,0,0,0,5ea82dee-e3bf-313d-65dd-499f1a39811d,f6f6fe84-40f6-4c0c-b503-e621f49c50ca,737,Dalia_Research,1,1,1,10,0,10,0,10,10,10,10,6,10,7,6,6,4,10,50,50,0,9,8,6,7,6,10,10,0,0,0,0,10,10,8,8,0,0,8,8,10,10,8,5,7,8,10,7,7,7,7,5,7,4,6,10,0,9,10,4,8,9,4,10,9,10,0,7,7,0,7,7,10,10,10,3,1,16,7,1,50,3,4,1,2,,43,1,0,1,,1,1,6,1,2,2,213,14,4,5,1,흥미로웠다 ,1,
R_3mfTrVCq95o2lJL,Default Response Set,2020-04-28 09:16:49,2020-04-28 09:32:15,1,0,0,0,5ea82c94-7a41-c7a8-7b09-daa1c074603e,9f11a04a0f7c87cfde86da6e42f9d4da,708,TapResearch,1,1,1,6,5,7,5,5,7,7,7,5,5,5,7,6,6,9,50,50,0,5,5,7,5,5,8,8,9,7,5,5,5,7,5,4,8,6,6,6,7,5,6,6,5,7,7,5,6,7,5,5,7,5,5,5,0,8,5,7,5,5,7,7,6,5,5,6,5,4,5,5,4,0,10,5,1,9,3,1,50,3분,8,1,2,,50,3,2,2,,1,1,6,1,1,1,213,8,2,4,3,,1,
R_3MzINDzmbQOLiL8,Default Response Set,2020-04-28 09:17:38,2020-04-28 09:32:27,1,0,0,0,5ea82cc4-4a26-1fba-26f6-bf6fc06deca7,121208842,968,TheoremReach,1,1,1,10,8,8,8,10,10,10,10,10,10,10,5,2,10,10,100,0,0,5,6,5,5,8,10,10,10,0,0,0,0,10,10,10,0,2,7,7,7,7,0,2,2,6,4,10,10,10,9,0,3,5,6,4,0,10,5,10,3,6,6,8,7,7,0,7,8,0,9,9,5,10,50,5,1,3,7,1,25,3,4,1,2,,31,1,0,2,,1,1,6,1,1,1,213,12,5,4,3,現在日本政府のコロナウイルスに対する対応についてどう思われますか。,1,
R_3CTwbvwKqtHiD0D,Default Response Set,2020-04-28 09:24:26,2020-04-28 09:32:52,1,0,0,0,5ea82e64-8f8b-c70b-3a2e-a29f4ea2c8cd,6826264,420,ClixSense,1,1,1,8,8,8,8,9,8,8,8,8,9,9,9,9,9,8,40,40,20,7,7,8,8,9,10,10,8,8,8,7,7,7,7,8,8,8,8,8,8,8,7,7,7,8,8,7,7,8,8,8,8,9,9,9,8,8,8,8,8,9,9,7,7,7,7,8,8,8,8,7,7,80,90,8,1,10,8,1,50,300,4,1,1,,46,3,2,1,,1,1,6,1,2,2,213,1,5,4,1,홍보강화,1,
R_u2lVQFXEfRzKYM1,Default Response Set,2020-04-28 09:26:50,2020-04-28 09:35:42,1,0,0,0,5ea82eed-527f-fe08-7be0-01a9627ce5ac,3809adfe-c8ba-455d-9cae-98c76a887570,737,Dalia_Research,1,1,1,5,5,5,5,5,5,5,5,5,5,3,8,6,5,8,0,50,50,10,10,3,3,3,9,10,0,0,0,0,4,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6,4,4,3,0,5,6,5,6,8,7,5,5,6,4,6,7,6,6,6,2,40,30,3,1,4,7,1,50,300,4,1,1,,19,1,0,4,,1,1,7,1,1,1,213,,2,2,1,,1,
