"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","spirituality","source_first","important_scientific","credible_scientific","important_spiritual","credible_spiritual","sourceCorrect_scientific","sourceCorrect_spiritual","recallHit_scientific","recallHit_spiritual","recallFa_scientific","recallFa_spiritual","RT_scientific","RT_spiritual","statementAndOrder","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
805,"BRA","Brazil",0,0.142857142857143,0.5,0,NA,NA,0.833333333333333,0.666666666666667,0,0.5,-0.0437772653271477,0.377551020408163,0.75,0.611318407960199,1.19274522562719,5,"spiritual",5,5,5,5,1,1,3,4,0,0,27.683,19.519,"G1_S2",21,"woman",4,7,"Mixed / other","Parda","email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
806,"BRA","Brazil",0.166666666666667,0.714285714285714,1,0,NA,NA,0.833333333333333,0.833333333333333,0.75,0.75,0.931956899386148,0.72108843537415,0.375,0.611318407960199,1.19274522562719,6,"scientific",6,5,5,5,1,1,4,5,1,0,39.829,61.526,"S2_G1",30,"woman",7,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
807,"BRA","Brazil",0.166666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.5,0.961639005163035,0.732993197278912,0.25,0.611318407960199,1.19274522562719,6,"spiritual",2,5,3,5,1,1,4,4,0,0,51.413,40.2,"G1_S2",24,"woman",5,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
808,"BRA","Brazil",0.5,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.25,0.75,0.972170070920419,0.741496598639456,0.5,0.611318407960199,1.19274522562719,5,"spiritual",2,2,2,2,1,1,4,5,1,0,27.475,42.954,"G2_S1",37,"woman",7,8,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
809,"BRA","Brazil",0.833333333333333,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,0.833333333333333,0.833333333333333,0.25,1,1.09815009344698,0.780612244897959,0.5,0.611318407960199,1.19274522562719,6,"scientific",5,4,3,4,1,1,5,2,0,0,50.238,53.067,"S1_G2",39,"woman",7,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
810,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.611318407960199,1.19274522562719,1,"scientific",1,3,6,6,1,1,5,4,1,0,42.651,38.317,"S2_G1",30,"man",5,6,"Mixed / other","sou miscigenado","email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
811,"BRA","Brazil",0.166666666666667,0.857142857142857,1,0,NA,NA,1,1,0.25,1,0.982927138955156,0.753401360544218,0.625,0.611318407960199,1.19274522562719,7,"spiritual",5,4,5,4,1,1,4,5,0,1,27.326,26.595,"G2_S1",34,"woman",7,8,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
812,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.611318407960199,1.19274522562719,1,"scientific",7,1,6,4,1,1,4,4,1,0,20.04,31.438,"S2_G1",70,"woman",7,7,"I would rather not say",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
813,"BRA","Brazil",0,0.285714285714286,0.5,0,NA,NA,0.666666666666667,1,0.75,0.75,0.50660422074424,0.564625850340136,0.75,0.611318407960199,1.19274522562719,5,"scientific",7,7,3,3,1,1,4,4,0,0,21.694,28.996,"S1_G2",31,"man",7,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
814,"BRA","Brazil",0.666666666666667,0.714285714285714,1,1,"Christian (Roman Catholic)",NA,1,0.666666666666667,0.5,1,1.13510374579875,0.792517006802721,0.5,0.611318407960199,1.19274522562719,7,"scientific",3,3,2,3,1,1,5,5,0,0,104.951,45.312,"S1_G2",33,"woman",7,5,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
815,"BRA","Brazil",0.166666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.20689316832345,0.824829931972789,0.625,0.611318407960199,1.19274522562719,7,"scientific",6,5,6,6,0,1,4,3,1,1,28.633,31.6,"S1_G2",34,"woman",7,7,"Mixed / other","Pardo","email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
816,"BRA","Brazil",0.166666666666667,0,0,1,"Other:","Budista e espírita kardecista, são doutrinas e não acredito em nenhuma entidade superior",0,0.5,0.25,0,-0.663501799053601,0.130952380952381,0.375,0.611318407960199,1.19274522562719,5,"spiritual",7,7,4,3,1,1,3,3,0,0,7.2,14.869,"G2_S1",24,"woman",4,8,"Mixed / other","Brasileira, não me encaixo em nenhuma das escalas, a percepção da minha “cor” varia de acordo com os países","email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
817,"BRA","Brazil",0.666666666666667,0.857142857142857,1,1,"Spiritist",NA,1,1,0,0.5,0.901827149506806,0.717687074829932,0.375,0.611318407960199,1.19274522562719,7,"spiritual",4,5,4,4,1,0,3,3,2,0,12.883,9.926,"G1_S2",25,"woman",5,3,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
818,"BRA","Brazil",0.833333333333333,0.857142857142857,1,1,"Spiritist",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.875,0.611318407960199,1.19274522562719,7,"spiritual",5,4,5,5,1,1,4,5,2,1,310.74,154.083,"G2_S1",75,"man",5,7,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
819,"BRA","Brazil",0.166666666666667,0.714285714285714,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.44021962658617,0.22108843537415,0.5,0.611318407960199,1.19274522562719,2,"scientific",5,4,5,4,0,1,4,4,0,0,35.351,27.111,"S1_G2",28,"woman",7,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
820,"BRA","Brazil",0.333333333333333,0.857142857142857,0.5,1,"Christian (Roman Catholic)",NA,1,0.666666666666667,0,0.75,0.535180498634414,0.586734693877551,0.875,0.611318407960199,1.19274522562719,5,"scientific",5,7,3,4,1,1,5,2,0,0,31.483,15.444,"S2_G1",23,"woman",4,5,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
821,"BRA","Brazil",1,1,1,1,"Christian (Protestant)",NA,1,1,1,1,1.74250454814817,1,1,0.611318407960199,1.19274522562719,7,"spiritual",1,1,1,1,1,1,4,3,0,0,65.645,71.345,"G1_S2",27,"woman",5,7,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
822,"BRA","Brazil",0,1,1,0,NA,NA,0.5,1,0,0,0.286028676781342,0.5,0,0.611318407960199,1.19274522562719,7,"spiritual",1,1,1,1,1,1,4,4,1,3,57.781,64.129,"G2_S1",60,"man",7,3,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
823,"BRA","Brazil",0.833333333333333,1,1,1,"Christian (Protestant)",NA,1,1,0.75,0.75,1.46159907515146,0.904761904761905,0.75,0.611318407960199,1.19274522562719,6,"scientific",4,5,1,1,1,1,4,3,1,0,20.495,21.043,"S2_G1",27,"woman",6,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
824,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.625,0.611318407960199,1.19274522562719,3,"spiritual",6,5,6,6,1,1,4,4,0,0,20.362,192.246,"G2_S1",54,"man",5,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
825,"BRA","Brazil",0.833333333333333,0.571428571428571,1,1,"Spiritist",NA,1,1,0.25,0.5,0.977754906003828,0.736394557823129,0.375,0.611318407960199,1.19274522562719,7,"scientific",6,4,3,3,1,1,3,2,0,0,15.84,14.61,"S1_G2",23,"woman",6,5,"African",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
826,"BRA","Brazil",0.833333333333333,1,1,1,"Evangelical",NA,1,0.166666666666667,1,1,1.35340208558235,0.857142857142857,1,0.611318407960199,1.19274522562719,7,"scientific",1,3,1,2,1,1,4,5,0,0,59.621,74.235,"S2_G1",24,"woman",5,4,"African",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
827,"BRA","Brazil",0,0,0.5,0,NA,NA,0,0,0.5,0,-0.626288902866874,0.142857142857143,0.875,0.611318407960199,1.19274522562719,3,"spiritual",3,2,5,6,1,1,4,3,0,1,24.415,17.363,"G2_S1",25,"man",5,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
828,"BRA","Brazil",0.833333333333333,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,1,1.50187552181219,0.920068027210884,0.5,0.611318407960199,1.19274522562719,5,"scientific",6,5,5,4,1,1,3,2,0,0,38.153,132.985,"S1_G2",24,"woman",6,4,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
829,"BRA","Brazil",0,0,0.5,0,NA,NA,0,0,0,0,-0.850254932235167,0.0714285714285714,0.375,0.611318407960199,1.19274522562719,7,"scientific",1,7,1,1,1,1,5,5,0,0,52.102,45.275,"S1_G2",22,"woman",4,10,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
830,"BRA","Brazil",1,1,0.5,1,"Evangelical",NA,1,0,0,1,0.72795464598828,0.642857142857143,0.5,0.611318407960199,1.19274522562719,6,"scientific",5,4,1,2,1,1,5,2,1,0,40.064,16.567,"S2_G1",56,"woman",7,7,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
831,"BRA","Brazil",0.166666666666667,0.857142857142857,1,1,"Spiritist",NA,1,1,0,1,0.870944124271009,0.717687074829932,0.375,0.611318407960199,1.19274522562719,7,"scientific",2,4,4,5,1,1,5,4,0,0,27.239,17.688,"S2_G1",32,"woman",7,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
832,"BRA","Brazil",0.666666666666667,1,1,1,"Christian (Roman Catholic)",NA,1,1,0.75,0.75,1.38785348677928,0.880952380952381,0.5,0.611318407960199,1.19274522562719,7,"scientific",1,7,7,7,1,1,3,3,0,0,28.671,30.013,"S1_G2",20,"woman",4,10,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
833,"BRA","Brazil",0,1,0.5,0,NA,NA,1,1,1,1,1.11184142352412,0.785714285714286,1,0.611318407960199,1.19274522562719,5,"spiritual",5,5,4,5,1,1,2,1,0,0,19.314,26.532,"G1_S2",15,"woman",2,4,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
834,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.611318407960199,1.19274522562719,1,"scientific",4,5,6,7,1,1,4,3,0,1,17.881,42.482,"S1_G2",23,"woman",4,9,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
835,"BRA","Brazil",0.166666666666667,0.142857142857143,0.5,1,"Christian (Roman Catholic)",NA,0.5,0.5,0,0.25,-0.251855123491148,0.29421768707483,0.5,0.611318407960199,1.19274522562719,4,"spiritual",6,5,4,3,1,1,5,3,0,0,34.612,34.529,"G1_S2",25,"woman",5,5,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
836,"BRA","Brazil",0.833333333333333,0.714285714285714,0.5,1,"Christian (Protestant)",NA,1,1,0.25,0.5,0.844465734892536,0.685374149659864,0.375,0.611318407960199,1.19274522562719,7,"spiritual",4,5,7,5,1,1,3,3,0,1,35.051,40.111,"G2_S1",23,"woman",3,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
837,"BRA","Brazil",1,1,1,1,"Christian (Roman Catholic)",NA,1,0.5,1,1,1.55329042363199,0.928571428571429,0.75,0.611318407960199,1.19274522562719,5,"scientific",5,5,5,5,1,1,4,4,0,0,55.348,24.365,"S2_G1",34,"woman",7,3,"Mixed / other","Parda","email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
838,"BRA","Brazil",0,0,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.788467331356627,0.0952380952380952,0.375,0.611318407960199,1.19274522562719,4,"scientific",6,6,1,4,1,1,4,1,0,0,41.474,23.792,"S2_G1",29,"woman",6,9,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
839,"BRA","Brazil",1,0.714285714285714,1,1,"Evangelical",NA,1,0,0.75,1,1.14229243787236,0.780612244897959,0.875,0.611318407960199,1.19274522562719,6,"spiritual",5,5,5,5,1,1,4,5,0,1,23.584,12.929,"G2_S1",21,"man",4,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
840,"BRA","Brazil",0,0,0,0,NA,NA,0,0.333333333333333,0,0,-0.91230177694866,0.0476190476190476,0.25,0.611318407960199,1.19274522562719,2,"scientific",7,7,1,1,0,1,4,2,0,0,38.135,33.128,"S2_G1",20,"woman",2,4,"Mixed / other","Mestiça/Parda","email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
841,"BRA","Brazil",0,0.142857142857143,0.5,0,NA,NA,0.166666666666667,0,0,0,-0.733566908076973,0.115646258503401,0.5,0.611318407960199,1.19274522562719,1,"scientific",4,4,5,5,1,1,4,5,0,0,41.5,14.312,"S1_G2",24,"man",4,3,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
842,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0.25,0.25,-0.831284642001588,0.0714285714285714,0.5,0.611318407960199,1.19274522562719,1,"spiritual",4,3,5,4,1,1,5,5,0,0,78.554,43.632,"G1_S2",19,"woman",3,4,"African",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
843,"BRA","Brazil",0,0,0.5,0,NA,NA,0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0.75,0.611318407960199,1.19274522562719,2,"scientific",4,3,2,1,0,1,5,5,0,0,118.468,117.476,"S1_G2",36,"woman",7,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
844,"BRA","Brazil",0,0,0.5,0,NA,NA,0.333333333333333,0.333333333333333,0,0.25,-0.505360110860254,0.202380952380952,0.125,0.611318407960199,1.19274522562719,2,"scientific",6,7,7,6,0,1,3,5,0,0,39.738,19.897,"S2_G1",20,"woman",4,7,"African",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
845,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0.5,1,-0.433771017496303,0.214285714285714,0.75,0.611318407960199,1.19274522562719,2,"spiritual",5,5,4,3,1,1,4,3,0,1,20.118,24.708,"G2_S1",26,"woman",7,4,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
846,"BRA","Brazil",0.166666666666667,1,1,1,"Christian (Roman Catholic)",NA,1,0.833333333333333,0.25,0.5,0.784402447515324,0.678571428571429,0.25,0.611318407960199,1.19274522562719,5,"scientific",5,4,5,5,1,1,4,3,0,0,36.081,32.221,"S2_G1",21,"woman",4,5,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
847,"BRA","Brazil",0.5,0.571428571428571,0.5,1,"Christian (Roman Catholic)",NA,1,0.666666666666667,0.25,0.25,0.420754515250677,0.534013605442177,0.75,0.611318407960199,1.19274522562719,5,"scientific",3,5,7,7,1,1,2,4,2,0,31.638,18.153,"S2_G1",18,"man",2,7,"Latin-American",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
848,"BRA","Brazil",1,0.857142857142857,1,1,"Christian (Roman Catholic)",NA,1,0.166666666666667,1,1,1.37224725067489,0.860544217687075,1,0.611318407960199,1.19274522562719,7,"spiritual",7,6,6,7,1,0,3,2,0,3,34.98,42.706,"G2_S1",42,"woman",5,6,"African",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
849,"BRA","Brazil",0.666666666666667,0.857142857142857,1,1,"Spiritist",NA,0.5,1,1,1,1.35475014548853,0.860544217687075,1,0.611318407960199,1.19274522562719,7,"scientific",7,6,7,5,1,1,4,2,3,4,27.984,28.76,"S1_G2",31,"woman",7,4,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
850,"BRA","Brazil",0.833333333333333,0.571428571428571,0.5,1,"Christian (Protestant)",NA,0.833333333333333,0,0.25,0.5,0.349349461701979,0.498299319727891,0,0.611318407960199,1.19274522562719,5,"spiritual",5,5,5,5,1,1,2,5,0,0,37.099,39.744,"G1_S2",20,"woman",4,6,"I would rather not say",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
851,"BRA","Brazil",0,0,0,0,NA,NA,0,0,0,0,-1.03844452662611,0,0.75,0.611318407960199,1.19274522562719,1,"scientific",6,6,3,1,1,1,5,2,2,0,37.172,51.822,"S2_G1",27,"woman",4,7,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
852,"BRA","Brazil",1,1,1,1,"Evangelical",NA,1,0,0.75,0.75,1.15691641449129,0.785714285714286,0.75,0.611318407960199,1.19274522562719,7,"scientific",7,7,7,7,1,1,3,4,0,0,13.254,31.389,"S1_G2",47,"woman",5,1,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
853,"BRA","Brazil",1,0.714285714285714,1,1,"Christian (Protestant)",NA,1,1,0.75,0.75,1.42554381696434,0.887755102040816,0.5,0.611318407960199,1.19274522562719,5,"scientific",2,1,2,1,1,1,5,3,0,0,40.543,34.972,"S1_G2",26,"woman",6,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
854,"BRA","Brazil",0.166666666666667,0.142857142857143,0.5,0,NA,NA,1,0.666666666666667,0.5,0.75,0.410898823232249,0.532312925170068,0.75,0.611318407960199,1.19274522562719,5,"scientific",7,1,7,7,0,1,2,3,0,0,22.325,29.898,"S1_G2",26,"man",5,5,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
855,"BRA","Brazil",0.166666666666667,0,0,0,NA,NA,0.333333333333333,0.166666666666667,0,0,-0.778052361658123,0.0952380952380952,0,0.611318407960199,1.19274522562719,2,"scientific",1,1,1,1,0,0,2,2,0,0,25.326,6.602,"S2_G1",25,"man",4,6,"Caucasian/European",NA,"email list + snowballing + internet sample (youtube and facebook) + students (University of Bras�lia)","mixed","no compensation + course credit","Portuguese"
