,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,X2015,X2010,X2005,X2000,X1995,X1990,X1985,X1980,X1975,X2000_born,X1995_born,X1990_born,X1985_born,X1980_born,X1975_born,X1970_born,X1965_born,X1960_born,X1955_.born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,diff,diff_born,diff_20,diff_cat,cat,cat2,born_minus_twenty,twenty_minus_today,born_minus_today,time,rating,participant
192.today,1/29/20 10:26,1/29/20 10:35,IP Address,100,516,TRUE,1/29/20 10:35,R_a4ARtXf3iWJMGrv,NA,NA,NA,NA,40.37750244,-79.96130371,anonymous,EN,65-69,Bell bottoms,4,1,3,5,2,A wedding invitation,5,3,4,2,1,An elevator,4,3,5,2,1,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 65 years ago",5,4,6,,,,,,,,,,,,,,,,,,,,"There are allot of ways to scam people, so you can't trust anyone. Also,
people can be very mean on twitter and facebook.",66,Female,Black or African-American,"$35,000 - $55,000",Other,apple,Associate's degree,0,Somewhat liberal,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 65 years ago",less,1,1,2,today,4,192
193.today,1/29/20 10:31,1/29/20 10:35,IP Address,100,234,TRUE,1/29/20 10:35,R_3ewYqc3XqgUzhgT,NA,NA,NA,NA,39.97270203,-74.24739838,anonymous,EN,40-44,Bell bottoms,5,2,1,3,4,A wedding invitation,5,2,4,1,3,An elevator,5,1,2,4,3,I consent to take part in this study,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,,,,,"People are MORE kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,6,4,,,,,"I think people are becoming more aware of people's feelings.  I also think people are becoming less racist and less homophobic, which leads to everyone getting along better. We have become less ignorant as a society since 40 years ago.",,,,,,,,,,,,,,,,42,Male,White,"$35,000 - $55,000",Other,apple,Some college,0,Neither liberal nor conservative,NA,,NA,NA,2,2,1,more,"People are MORE kind, honest, nice, and good today compared to about 40 years ago",more,-1,-1,-2,today,5,193
194.today,1/29/20 10:27,1/29/20 10:35,IP Address,100,464,TRUE,1/29/20 10:35,R_UfkFmagIoUMH2E1,NA,NA,NA,NA,40.76620483,-74.01779938,anonymous,EN,45-49,Bell bottoms,2,3,5,1,4,A wedding invitation,3,2,4,5,1,An elevator,4,1,5,2,3,I consent to take part in this study,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,5,4,5,,,,,,,,,,,,,,,,The country is more divided now and racial tensions seem to be higher. This cause people to be more resentful and hurtful.,,,,,49,Female,Asian,"$75,000 - $95,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,0,1,1,today,5,194
195.today,1/29/20 10:33,1/29/20 10:35,IP Address,100,141,TRUE,1/29/20 10:35,R_bgfrgpbDxldRGLf,NA,NA,NA,NA,42.91329956,-85.8144989,anonymous,EN,35-39,Bell bottoms,5,4,1,3,2,A wedding invitation,4,1,5,2,3,An elevator,2,1,4,5,3,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,37,Female,White,"$15,000 - $35,000",Other,apple,Four-year college degree,1,Somewhat conservative,2008,,NA,NA,0,0,-1,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,-1,1,0,today,4,195
196.today,1/29/20 10:31,1/29/20 10:36,IP Address,100,277,TRUE,1/29/20 10:36,R_2RVAfhUUIlkzLNB,NA,NA,NA,NA,25.78460693,-80.23300171,anonymous,EN,18-24,Bell bottoms,5,2,1,4,3,A wedding invitation,3,5,4,1,2,An elevator,2,3,4,1,5,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,2,1,3,,,,,,,,,,,"The world started changing, people got more access to information that wasn't easily accessible to everyone and learning about the way the world works. Also, growing up also tends to change peoples outlooks on everything.",,,,,,,,,,24,Female,Other,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat liberal,NA,,NA,NA,-1,-1,NA,less,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",less,NA,NA,1,today,2,196
197.today,1/29/20 10:33,1/29/20 10:36,IP Address,100,176,TRUE,1/29/20 10:36,R_3MSE5mDkSHSgZPi,NA,NA,NA,NA,41.62890625,-93.72550201,anonymous,EN,30-34,Bell bottoms,3,1,5,2,4,A wedding invitation,3,1,4,2,5,An elevator,4,1,5,3,2,I consent to take part in this study,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,3,4,,,,,,,,,,,,,Less social media,,,,,,,,34,Male,White,"$95,000 - $150,000",Other,apple,Associate's degree,1,Very conservative,2012,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,today,5,197
198.today,1/29/20 10:32,1/29/20 10:36,IP Address,100,213,TRUE,1/29/20 10:36,R_117r8RWiU2YYnTX,NA,NA,NA,NA,44.01849365,-121.2984009,anonymous,EN,18-24,Bell bottoms,2,1,3,5,4,A wedding invitation,4,5,3,2,1,An elevator,5,2,1,3,4,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are equally kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,5,3,4,,,,,,,,,,,,,,,,,,,,,23,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,0,0,NA,equal,"People are equally kind, honest, nice, and good today compared to about 20 years ago",equal,NA,NA,0,today,5,198
199.today,1/29/20 10:32,1/29/20 10:36,IP Address,100,251,TRUE,1/29/20 10:36,R_OB7Z9cFIcyomHBL,NA,NA,NA,NA,40.50369263,-80.06829834,anonymous,EN,40-44,Bell bottoms,3,5,2,4,1,A wedding invitation,5,3,2,4,1,An elevator,1,3,4,5,2,I consent to take part in this study,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,3,5,4,,,,,,,,,,,,,,,"Social media narcissism, the need to keep up with people you don't interact with in person.",,,,,,41,Female,White,"$35,000 - $55,000",Other,apple,Associate's degree,0,Very liberal,NA,Interesting study! Thanks for the HIT!,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,1,2,today,3,199
200.today,1/29/20 10:31,1/29/20 10:37,IP Address,100,318,TRUE,1/29/20 10:37,R_8rhKyIXxekOyfHH,NA,NA,NA,NA,39.30459595,-76.6411972,anonymous,EN,40-44,Bell bottoms,1,2,3,5,4,A wedding invitation,5,1,3,2,4,An elevator,4,1,5,3,2,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,7,4,6,,,,,,,,,,,,,,,Younger people today are raised with a sense of self entitlement. Also there is more of a personal connection because of social media.,,,,,,43,Male,White,"$15,000 - $35,000",Other,apple,Some college,0,Very conservative,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,1,2,today,5,200
201.today,1/29/20 10:26,1/29/20 10:37,IP Address,100,651,TRUE,1/29/20 10:37,R_3RsGSt8THUGC4D5,NA,NA,NA,NA,42.14709473,-75.88159943,anonymous,EN,25-29,Bell bottoms,1,5,4,3,2,A wedding invitation,3,1,4,5,2,An elevator,2,5,1,3,4,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,3,4,,,,,,,,,,,,I think people are less kind today because they are more selfish. People are more interested in themselves and what they can acquire and not worried that they do it in an honest way. People are more willing to step on others to get ahead.,,,,,,,,,28,Male,White,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat conservative,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,1,0,1,today,4,201
202.today,1/29/20 10:28,1/29/20 10:37,IP Address,100,544,TRUE,1/29/20 10:37,R_3fVmSHgaay3DxQ4,NA,NA,NA,NA,34.00950623,-81.08190155,anonymous,EN,30-34,Bell bottoms,5,1,4,3,2,A wedding invitation,5,2,1,4,3,An elevator,5,3,2,4,1,I consent to take part in this study,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are equally kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,6,5,6,,,,,,,,,,,,,,,,,,,,,30,Male,Black or African-American,"$75,000 - $95,000",Other,apple,Associate's degree,1,Somewhat conservative,2015,i like this study,NA,NA,0,0,-1,equal,"People are equally kind, honest, nice, and good today compared to about 30 years ago",equal,-1,1,0,today,6,202
203.today,1/29/20 10:32,1/29/20 10:37,IP Address,100,302,TRUE,1/29/20 10:37,R_3NJrB2E0NjwfgA8,NA,NA,NA,NA,39.03700256,-77.04119873,anonymous,EN,30-34,Bell bottoms,4,5,3,2,1,A wedding invitation,4,5,1,2,3,An elevator,5,3,4,2,1,I consent to take part in this study,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are MORE kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,7,7,6,,,today is good today very honestnwork today,,,,,,,,,,,,,,,,,,34,Male,Black or African-American,"$75,000 - $95,000",Other,apple,Associate's degree,1,Very conservative,2015,good,NA,NA,1,1,-1,more,"People are MORE kind, honest, nice, and good today compared to about 30 years ago",more,-2,1,-1,today,6,203
204.today,1/29/20 10:32,1/29/20 10:37,IP Address,100,323,TRUE,1/29/20 10:37,R_1jj0essfBR67xD9,NA,NA,NA,NA,41.68530273,-72.92960358,anonymous,EN,30-34,Bell bottoms,2,3,5,1,4,A wedding invitation,4,1,5,3,2,An elevator,5,3,4,1,2,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,4,5,,,,,,,,,,,,,They give what they receive. If it's perceived that others aren't as kind than you aren't as kind in return.,,,,,,,,33,Female,Black or African-American,"$15,000 - $35,000",Other,apple,Associate's degree,0,Somewhat liberal,NA,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,0,1,1,today,4,204
205.today,1/29/20 10:32,1/29/20 10:38,IP Address,100,334,TRUE,1/29/20 10:38,R_1Nb89vvE5JS4Qm9,NA,NA,NA,NA,43.6401062,-70.52130127,anonymous,EN,45-49,Bell bottoms,4,2,3,5,1,A wedding invitation,3,2,5,1,4,An elevator,3,2,1,4,5,I consent to take part in this study,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,7,4,6,,,,,,,,,,,,,,,,The world is becoming more anonymous because of the internet.,,,,,48,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,2,Somewhat liberal,1997,,NA,NA,-3,-3,-2,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,1,2,3,today,3,205
206.today,1/29/20 10:31,1/29/20 10:38,IP Address,100,446,TRUE,1/29/20 10:38,R_3RlrgX645ZXcdyh,NA,NA,NA,NA,37.77029419,-122.4407043,anonymous,EN,30-34,Bell bottoms,3,1,4,2,5,A wedding invitation,3,5,4,1,2,An elevator,1,4,5,2,3,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,5,4,4,,,,,,,,,,,,,"I believe the society has shifted more towards individualism, putting more emphasis on personal wealth and success. People have become more competitive, independent, and selfish.",,,,,,,,34,Male,Asian,"$75,000 - $95,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,0,1,today,5,206
207.today,1/29/20 10:28,1/29/20 10:39,IP Address,100,625,TRUE,1/29/20 10:39,R_zecT2YblOBygYil,NA,NA,NA,NA,30.34140015,-97.73120117,anonymous,EN,35-39,Bell bottoms,3,5,1,4,2,A wedding invitation,4,3,5,1,2,An elevator,4,3,5,2,1,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,6,,,,Lots of things but mainly regarding how people of color and women are treated.,,,,,,,,,,,,,,,,,39,Female,More than 1 of the above,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat conservative,NA,None,NA,NA,1,1,0,more,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",more,-1,0,-1,today,5,207
208.today,1/29/20 10:28,1/29/20 10:40,IP Address,100,719,TRUE,1/29/20 10:40,R_3k1GNDnXpqhzaxJ,NA,NA,NA,NA,43.41749573,-71.41210175,anonymous,EN,40-44,Bell bottoms,4,2,1,3,5,A wedding invitation,2,1,3,4,5,An elevator,3,1,4,5,2,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,,,,,"People are MORE kind, honest, nice, and good today compared to about 40 years ago",,,,,,4,5,5,,,,,"People today are at least trying to be more accepting of minorities and marginalized groups for the most part. I think racism, sexism, and homophobic attitudes were generally somewhat accepted 40 years ago. Though some people still hold these attitudes, it is no longer really seen as acceptable or, at the very least, there are a lot more people trying to rally against those beliefs than there used to be. ",,,,,,,,,,,,,,,,42,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,I always find it funny that older generations complain about the younger ones when the older generation is responsible for raising the younger one (usually). ,NA,NA,1,1,0,more,"People are MORE kind, honest, nice, and good today compared to about 40 years ago",more,-1,0,-1,today,5,208
209.today,1/29/20 10:32,1/29/20 10:40,IP Address,100,476,TRUE,1/29/20 10:40,R_25BChdaR7ywA6LL,NA,NA,NA,NA,37.60040283,-122.4020004,anonymous,EN,50-54,Bell bottoms,5,2,4,1,3,A wedding invitation,1,4,2,5,3,An elevator,5,3,2,1,4,I consent to take part in this study,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,6,5,5,,,,,,,,,,,,,,,,,"I believe it's the way we were raised. We were told to hold a door open for a woman, acknowledge a stranger that says hello, be patriotic and honest. Respect your elders. That seems to have changed over the years.",,,,52,Male,White,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat conservative,NA,Thank you and best of luck with your research.,NA,NA,-1,-1,1,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,2,-1,1,today,5,209
210.today,1/29/20 10:32,1/29/20 10:42,IP Address,100,603,TRUE,1/29/20 10:42,R_274er9LfPJMwAJo,NA,NA,NA,NA,-26.230896,28.05830383,anonymous,EN,18-24,Bell bottoms,4,2,3,1,5,A wedding invitation,4,5,2,3,1,An elevator,2,1,4,3,5,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,4,5,,,,,,,,,,,Life issues and lots of bills,,,,,,,,,,24,Female,Black or African-American,"$35,000 - $55,000",Other,apple,Graduate school,1,Somewhat liberal,2018,,NA,NA,-1,-1,NA,less,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",less,NA,NA,1,today,5,210
211.today,1/29/20 10:28,1/29/20 10:45,IP Address,100,1046,TRUE,1/29/20 10:45,R_2pJkFQoYEizqM0c,NA,NA,NA,NA,42.69549561,-73.08000183,anonymous,EN,50-54,Bell bottoms,3,1,5,4,2,A wedding invitation,5,3,2,4,1,An elevator,1,4,3,5,2,I consent to take part in this study,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,5,4,6,,,,,,,,,,,,,,,,,"I think that people have become a bit less kind because of the increased violence and tragedies (for example, school shootings) that they have witnessed over recent years.",,,,52,Female,White,"$35,000 - $55,000",Other,APPLE,Graduate school,1,Neither liberal nor conservative,2001,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,1,0,1,today,5,211
212.today,1/29/20 10:26,1/29/20 11:12,IP Address,100,2762,TRUE,1/29/20 11:12,R_3EtbxHmvywl3x7Q,NA,NA,NA,NA,41.60049438,-83.62509918,anonymous,EN,40-44,Bell bottoms,4,5,2,1,3,A wedding invitation,4,2,5,1,3,An elevator,3,4,5,1,2,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,42,Male,White,"$75,000 - $95,000",Other,apple,Four-year college degree,2,Somewhat conservative,2009,none,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,today,5,212
213.today,1/29/20 11:14,1/29/20 11:16,IP Address,100,153,TRUE,1/29/20 11:16,R_YSRnuPqH0sK2Gkh,NA,NA,NA,NA,42.95539856,-78.86380005,anonymous,EN,35-39,Bell bottoms,5,4,2,3,1,A wedding invitation,2,1,5,3,4,An elevator,5,3,4,1,2,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,2,1,4,,,,,,,,,,,,,,"I think the world was not as interconnected and greedy. Allowing people to compare themselves with others created greed, and the Internet allowing people to say anything without repercussions allowed a lot of hatred to spread.",,,,,,,39,Female,Black or African-American,"$15,000 - $35,000",Other,apple,Four-year college degree,1,Somewhat conservative,2001,,NA,NA,-5,-5,-3,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,2,3,5,today,1,213
214.today,1/29/20 11:15,1/29/20 11:17,IP Address,100,123,TRUE,1/29/20 11:17,R_3O98TbFHghAiIPB,NA,NA,NA,NA,40.2743988,-76.70619965,anonymous,EN,18-24,Bell bottoms,5,3,1,4,2,A wedding invitation,2,5,1,4,3,An elevator,1,5,2,4,3,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are equally kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,24,Female,White,"less than $15,000",Other,apple,High school diploma,0,Neither liberal nor conservative,NA,should offer a bonus for my time ,NA,NA,0,0,NA,equal,"People are equally kind, honest, nice, and good today compared to about 20 years ago",equal,NA,NA,0,today,4,214
215.today,1/29/20 11:14,1/29/20 11:17,IP Address,100,212,TRUE,1/29/20 11:17,R_2fHjhfQ1ZAY8Ybv,NA,NA,NA,NA,45.64349365,-122.6246948,anonymous,EN,35-39,Bell bottoms,1,5,2,3,4,A wedding invitation,4,5,2,1,3,An elevator,4,1,5,3,2,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,2,4,,,,,,,,,,,,,,Social media,,,,,,,37,Male,White,"$15,000 - $35,000",Other,apple,Some college,0,Somewhat conservative,NA,,NA,NA,-2,-2,-2,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,2,2,today,2,215
216.today,1/29/20 11:15,1/29/20 11:17,IP Address,100,128,TRUE,1/29/20 11:17,R_0J7e27xg5InEzbX,NA,NA,NA,NA,40.03450012,-75.11930084,anonymous,EN,35-39,Bell bottoms,1,2,3,5,4,A wedding invitation,3,5,1,2,4,An elevator,5,2,3,4,1,I consent to take part in this study,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,3,6,,,,,,,,,,,,,,Social media and narcissism  ,,,,,,,37,Male,White,"$75,000 - $95,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,2015,,NA,NA,-2,-2,-2,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,2,2,today,4,216
217.today,1/29/20 11:15,1/29/20 11:18,IP Address,100,187,TRUE,1/29/20 11:18,R_1hPZERRogErGqoH,NA,NA,NA,NA,40.59120178,-83.12580109,anonymous,EN,35-39,Bell bottoms,3,2,1,4,5,A wedding invitation,5,3,1,2,4,An elevator,4,2,3,5,1,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,3,1,7,,,,,,,,,,,,,,I think the internet plays a huge part. Kids are exposed to more and more negative things now days and it's very worrying. ,,,,,,,35,Female,White,"$35,000 - $55,000",Other,apple,High school diploma,1,Somewhat conservative,2003,,NA,NA,-6,-6,-3,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,3,3,6,today,1,217
218.today,1/29/20 11:18,1/29/20 11:20,IP Address,100,100,TRUE,1/29/20 11:20,R_xf792xx5UxOVCW5,NA,NA,NA,NA,32.55299377,-92.04219818,anonymous,EN,18-24,Bell bottoms,2,3,5,4,1,A wedding invitation,2,1,5,3,4,An elevator,5,1,4,3,2,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,6,6,4,More progressive values,,,,,,,,,,,,,,,,,,,,21,Male,Black or African-American,"$15,000 - $35,000",Other,apple,Some college,0,Somewhat liberal,NA,,NA,NA,2,2,NA,more,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",more,NA,NA,-2,today,6,218
