RecordedDate,Duration__in_seconds_,Progress,ResponseId,Country,Language,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,edu,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,AttCheck2,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/25/2020,59626,100,R_1rv6HOqif5ir85u,the Netherlands,NL,6,1,10,9,10,8,8,10,0,10,3,8,2,9,2,50,25,25,8,8,10,0,0,7,5,0,0,0,0,1,9,9,9,1,2,5,5,6,6,4,7,7,8,7,5,6,7,8,7,7,3,0,0,0,0,0,0,0,0,4,4,0,10,1,1,9,0,0,0,10,20,3,2,7,50,3,7,2, ,75,4,3,2,5, ,4,1,1,1,213,5,.903064785019875,.90561826157666,.917285046692109,.932086597961336
4/26/2020,1611,100,R_1XGB6NO2nIAh8m5,the Netherlands,NL,9,6,10,9,9,6,7,8,1,3,3,3,3,10,10,50,25,25,7,7,0,0,0,5,5,0,0,0,0,1,10,9,9,0,2,5,5,8,8,8,7,5,5,5,8,8,7,6,8,9,7,7,9,2,2,8,9,2,5,8,6,3,0,7,9,1,7,5,5,30,10,3,16,7,50,3 minuten,1/2 uur,1, ,65,3,1,1,5, ,7,2,1,2,213,0,.833985925420564,.836539401977348,.848206187092798,.863007738362024
4/26/2020,181209,100,R_20UUgI13Ips0t9q,the Netherlands,NL,8,8,7,9,10,8,7,6,5,8,5,8,4,7,5,100,0,0,5,7,8,7,6,9,7,1,1,1,3,7,8,6,8,0,3,4,4,8,6,4,3,5,6,6,8,8,8,7,8,7,6,7,5,2,5,2,4,6,1,9,8,4,0,8,4,1,4,8,9,80,80,4,7,5,50 cent,3 minuten4,4 uur,2, ,48,5,1,3,3, ,8,1,1,1,213,0,.816410076062785,.818963552619569,.830630337735019,.845431889004245
4/25/2020,1939,100,R_211jea4yfu5xHDA,the Netherlands,NL,9,6,7,7,10,9,8,7,0,9,8,10,4,9,3,90,0,10,7,7,3,3,0,5,3,0,0,0,0,2,3,7,6,0,0,5,4,7,5,6,6,7,7,7,7,6,7,7,4,5,5,4,5,4,3,2,3,4,0,8,6,3,2,5,5,3,7,6,7,40,60,4,10,8,25 cent,3 minuten,7 uur,1, ,19,3,1,0,4, ,4,1,1,2,213,0,1.11943886824637,1.12199234480316,1.13365912991861,1.14846068118783
4/26/2020,175227,100,R_21aDlIXQeXHqCey,the Netherlands,NL,9,6,8,10,10,8,9,10,4,10,8,7,4,9,9,0,80,20,7,8,3,3,4,10,7,0,0,0,0,4,10,9,9,0,2,8,9,8,9,8,2,0,7,8,9,9,8,9,7,8,4,1,7,2,5,1,3,5,0,9,8,3,0,7,7,0,8,8,10,40,60,4,12,4,50 cent,3 minuten,7 uur,2, ,46,2,1,0,1, ,4,1,1,2,213,0,.450422224181902,.452975700738687,.464642485854136,.479444037123363
4/24/2020,7994,100,R_21AhCftPKpmdEww,the Netherlands,NL,7,8,8,10,10,8,7,8,8,4,5,9,0,9,8,0,80,20,8,9,5,5,5,9,9,0,0,0,0,4,9,9,9,1,5,5,4,7,7,4,7,3,4,4,8,8,8,8,2,8,8,8,8,5,4,6,6,6,6,8,8,3,3,2,3,4,2,2,5,50,50,8,5,7,25,100,4,2, ,47,2,3,2,1, ,3,1,1,1,213,0,.458801460955927,.461354937512711,.473021722628161,.487823273897387
4/28/2020,2259,100,R_21aimmPZ8XgYok9,the Netherlands,NL,10,10,9,10,10,10,10,1,1,10,10,10,8,10,10,0,75,25,4,2, , ,6,10,10,0,0,1,1,3,9,9,9,0,1,8,8,10,9,10,10,10,3,3,9,10,10,10,7,6,10,4, ,2,0,0,0,0,0,10,10, ,0,8,8,0,8,8,10,60,60,8,12,3,25 cent,drie minuten,4 uur,1, ,56,4,1,2,3, ,8,1,1,2,213,0,.8737464515797,.876299928136484,.887966713251934,.902768264521161
4/24/2020,1464,100,R_21BRNkm9Tx1FEgG,the Netherlands,NL,9,1,3,9,10,10,9,5,6,9,9,9,6,10,5,100,0,0,7,7,0,5,0,10,2,0,1,0,0,7,9,10,10,0,5,7,7,10,7,8,7,5,5,7,5,7,9,5,3,5,8,5,7,1,9,0,2,2,1,10,10,0,0,0,0,0,0,0,10,50,70,3,11,8,25,3 minuten,7 uur,1, ,32,2,2,0,1, ,4,1,1,1,213,0,.742257515310585,.744810991867369,.756477776982819,.771279328252045
4/28/2020,2454,100,R_21ERBjlYVusP1da,the Netherlands,NL,10,0,6,10,10,10,6,0,0,0,8,2,2,5,7,100,0,0,8,8,10,9,4,9,9,5,5,5,5,6,9,9,9,0,3,5,5,5,5,0,0,0,10,10,6,6,7,0,8,3,6,6,8,4,0,10,6,7,4,8,3,2,0,6,2,5,2,0,6,0,50,4,7,4,50,300,4,1, ,59,5,1,0,3, ,4,1,1,1,213,0,1.19425923891319,1.19681271546998,1.20847950058543,1.22328105185465
4/24/2020,1975,100,R_21FLobHveNTEjq3,the Netherlands,NL,8,3,10,8,10,0,1,8,8,10,4,7,4,9,10,60,35,5,6,7,0,6,1,8,0,0,0,0,0,2,10,10,10,0,0,5,5,8,8,5,7,8,6,8,7,7,7,9,8,8,4,0,6,0,0,0,5,0,0,8,8,1,0,2,2,0,7,6,8,90,90,3,16,8,50 cent,300,4,2, ,35,3,2,0,2, ,4,1,1,2,213,0,.816410076062785,.818963552619569,.830630337735019,.845431889004245
4/24/2020,1635,100,R_21FXhBqi1XZqcW2,the Netherlands,NL,9,2,9,9,10,9,9,10,1,8,10,9,8,9,8,0,100,0,7,8,7,8,7,10,9,0,0,0,0,2,10,10,8,3,4,7,6,10,7,6,8,9,4,7,7,8,7,9,7,2,7,7,7,3,7,3,7,2,6,9,7,2,0,4,6,4,5,3,8,30,40,9,9,8,25,3,7,1, ,20,3,1,0,4, ,3,2,1,1,213,0,2.70336360722361,2.70591708378039,2.71758386889584,2.73238542016507
4/24/2020,1053,100,R_21G4jUcDn6upzdL,the Netherlands,NL,10,0,10,10,10,10,10,10,10,10,9,10,7,10,10,10,45,45,7,8,0,0,0,8,8,0,0,0,0,4,9,9,9,0,1,6,7,8,7,7,8,10,9,9,8,8,8,8,8,8,2,0,6,1,1,1,1,1,1,9,8,6,0,6,6,1,7,7,7,60,80,7,11,8,50,300,4,2, ,55,1,1,0,1, ,3,1,1,2,213,0,.52822146060185,.530774937158634,.542441722274084,.55724327354331
4/29/2020,1629,100,R_21HhHAXxvyqaEet,the Netherlands,NL,8,6,3,10,10,10,10,10,6,10,8,9,8,8,9,0,50,50,7,7,1,4,1,6,6,0,0,0,0,1,8,8,6,0,1,5,2,8,5,8,7,7,6,8,7,7,9,8,8,7,2,6,9,2,0,0,6,5,2,9,8,6,1,6,7,8,0,7,8,70,70,6,6,9,50 cent,100,Kan je niet beantwoorden,2, ,25,1,1,0,4, ,4,1,1,2,213,0,2.16837487556267,2.17092835211946,2.18259513723491,2.19739668850413
4/26/2020,1426,100,R_21hoEwtzRk5OdBl,the Netherlands,NL,10,7,10,10,10,10,10,10,7,10,8,8,8,8,10,50,0,50,2,3,0,9,0,0,0,5,2,2,0,2,10,8,10,0,1,7,7,8,7,8,7,6,0,0,6,6,2,2,3,2,8,9,1,3,1,6,3,6,9,3,0,0,1,1,1,10,0,0,5,60,60,4,1,2,50,300,4,1, ,27,6,1,0,3, ,9,2,1,1,213,0,.617234179626276,.61978765618306,.63145444129851,.646255992567736
4/26/2020,189654,100,R_21mvqIHZBy6e3gd,the Netherlands,NL,7,6,6,10,10,10,10,10,10,10,5,7,7,10,10,60,40,0,10,9,6,7,7,10,10,0,0,0,0,3,10,10,10,0,0,10,10,10,10,10,5,0,10,10,10,10,10,10,4,7,4,10,8,0,0,0,6,0,0,10,10,5,0,5,5,10,5,10,10,40,30,5,9,8,50,300,4,2, ,58,4,2,2,1, ,4,1,1,1,213,10,1.48668898771688,1.48924246427367,1.50090924938912,1.51571080065834
4/25/2020,73375,100,R_21n2Gf5ruMapXti,the Netherlands,NL,8,7,9,9,9,9,9,9,1,4,8,9,4,9,9,0,0,100,6,8,4, ,2,10,8,1,1,1,1,4,9,9,9,2,2,3,7,8,9,8,4,7,5,5,6,4,6,7,7,8,4,3,8,8,1,1,4,2,8,8,8,3,1,9,7,4,8,6,8,20,40,2,7,4,25,3,7,1, ,72,2,3,2,5, ,3,1,1,2,213,0,.427448315400936,.43000179195772,.44166857707317,.456470128342396
4/28/2020,134802,100,R_21sIdxjSxTZfQ4P,the Netherlands,NL,3,6,10,6,10,0,7,7,0,6,4,5,1,5,3,100,0,0,8,8,0,0,0,6,0,0,0,0,0,0,8,7,6,0,6,5,4,10,7,7,7,7,3,4,6,7,5,7,7,6,6,5,3,5,0,0,0,0,5,10,7,0,0,0,5,0,0,0,10,60,60,1,16,8,25 cent,3 minuten,7 uur,2, ,39,1,1,0,2, ,3,2,1,1,213,0,.4688615746894,.471415051246184,.483081836361634,.497883387630861
4/23/2020,1143,100,R_22FviZ9WOj1ZVmq,the Netherlands,NL,9,1,8,8,8,6,6,3,2,9,4,7,7,7,7,20,50,30,4,4,2,2,2,2,2,0,0,0,0,2,8,8,8,2,2,2,2,5,8,3,3,2,6,7,4,7,7,3,10,9,1,1,4,1,1,2,1,1,1,8,4,4,6,6,6,3,7,4,6,10,20,5,4,7,25,3,7,1, ,43,1,3,2,1, ,3,1,1,2,213,0,.145621712800015,.1481751893568,.159841974472249,.174643525741476
4/26/2020,1648,100,R_22Kuxagvv1T8rFh,the Netherlands,NL,9,6,10,10,10,6,6,6,0,10,0,0,0,10,10,50,50,0,7,8,0,0,0,10,9,0,7,0,7,5,10,10,10,0,0,8,8,10,8,2,9,9,10,10,10,10,10,10,9,8,3,1,7,0,0,0,0,0,0,10,8,1,1,6,9,9,8,5,10,20,40,7,7,8,25,3 minuten,7,2, ,62,4,1,3,6,ZZP'er,6,2,1,1,213,0,3.31660341387944,3.31915689043623,3.33082367555168,3.3456252268209
4/26/2020,4223,100,R_22M0cadA1ylW9G4,the Netherlands,NL,7,3,7,9,10,6,7,10,10,4,10,10,10,10,10,50,25,25,5,6,5,9,5,10,8,1,1,1,1,9,10,10,10,0,0,8,8,10,8,9,8,8,8,8,8,9,8,9,5,4,7,1,8,6,7,5,8,8,4,10,10,8,1,8,5,1,7,8,8,90,90,7,16,6,50,90000,4,2, ,56,4,1,2,2, ,3,2,1,2,213,0,.503821918303873,.506375394860658,.518042179976107,.532843731245334
4/26/2020,1332,100,R_22n1A1DQz6tx4Qh,the Netherlands,NL,10,10,6,7,10,7,8,9,0,9,8,10,6,5,10,60,40,0,7,3,0,1,0,10,7,0,0,0,0,6,9,7,10,0,0,10,10,10,10,10,4,4,10,8,8,8,8,8,5,5,8,6,7,4,5,5,6,3,0,10,8,1,0,5,7,1,0,0,8,70,70,1,10,8,25,3 minuten,7 uur,2, ,21,3,1,0,4, ,6,1,1,1,213,0,.358596308050214,.361149784606999,.372816569722448,.387618120991675
4/27/2020,12884,100,R_22RgxfgmqKljp7J,the Netherlands,NL,7,6,9,9,10,8,6,5,3,5,7,7,3,7,5,75,25,0,6,4,5,6,5,9,5,4,0,0,0,0,8,8,7,0,2,4,4,6,5,5,7,7,5,5,5,5,7,7,5,5,7,6,4,3,3,5,5,0,0,7,5,5,7,0,2,7,0,0,6,40,60,4,11,6,50,3 minuten,7 uren,1, ,54,5,1,0,1, ,5,2,2,1,213,0,2.3411761762328,2.34372965278958,2.35539643790503,2.37019798917426
4/24/2020,1983,100,R_22txby6y9LpaW3D,the Netherlands,NL,7,7,9,9,10,10,10,10,10,10,5,8,3,6,8,100,0,0,7,7,3,3,0,7,7,0,0,0,0,2,9,9,9,0,0,2,2,7,7,6,3,7,8,8,8,8,4,9,3,6,7,6,3,2,2,2,7,5,0,8,8,2,0,3,3,6,2,1,7,80,80,2,1,3,50,300 minuten,7 uur,2, ,50,4,2,2,1, ,7,2,1,1,213,0,.492688081557374,.495241558114158,.506908343229608,.521709894498835
4/24/2020,1456,100,R_22VOoexHBSwsdYO,the Netherlands,NL,10,1,8,9,10,5,7,3,2,9,7,9,10,10,6,20,80,0,6,3,8,9,10,9,7,6,3,3,1,6,9,9,8,1,2,7,7,8,6,9,7,10,7,5,3,7,4,2,4,6,8,7,6,3,4,7,7,2,2,8,8,2,7,1,2,3,3,4,7,90,80,3,5,6,50,300,4,2, ,49,4,1,1,6,Uitzendkracht 36 uur,8,2,1,1,213,0,.473811900662948,.476365377219732,.488032162335182,.502833713604409
4/30/2020,1616,100,R_22yMfdp58KjZaDW,the Netherlands,NL,7,6,10,7,8,6,7,4,3,9,6,4,4,6,5,70,15,15,8,7,1,4,1,10,8,0,0,0,0,3,8,8,8,0,1,5,5,8,5,5,5,3,8,8,8,6,7,7,3,8,7,8,5,6,4,6,6,7,2,6,5,0,0,0,0,4,0,0,6,0,40,3,1,9,250,300,4,2, ,25,4,2,0,1, ,4,2,1,2,213,0,.600948665811716,.603502142368501,.61516892748395,.629970478753177
4/29/2020,2316,100,R_231pB6vOvd1TKdr,the Netherlands,NL,9,1,2,8,10,1,0,9,0,10,9,10,0,10,10,80,5,15,7,7,5,5,5,9,3,0,0,0,0,1,10,10,10,0,1,5,4,10,9,6,5,4,8,7,6,4,4,6,9,7,6,1,10,1,1,1,8,2,2,10,9,0,0,5,2,0,1,0,10,20,20,2,12,9,25 cent,5 uur,7 uur,2, ,35,1,1,1,2, ,7,1,1,1,213,0,.845214266387028,.847767742943812,.859434528059262,.874236079328488
4/26/2020,158716,100,R_232Yp0wlBASB3Xe,the Netherlands,NL,7,7,7,9,10,9,10,10,10,10,10,10,10,10,10,70,30,0,8,9,5,5,4,7,4,3,2,1,2,7,8,8,8,1,1,7,7,8,6,5,5,5,8,8,8,8,7,7,7,8,7,7,8,2,2,2,2,2,0,7,7,7,4,7,7,5,5,6,7,30,30,5,11,7,50,5 uur,4 uur,2, ,41,4,2,2,2, ,3,1,1,2,213,0,.591865321353987,.594418797910772,.606085583026221,.620887134295448
4/24/2020,1808,100,R_23dFtQPm9RLO3qx,the Netherlands,NL,7,0,8,8,10,8,7,8,0,10,3,6,7,7,10,100,0,0,8,8,1,9,0,8,2,0,0,0,0,1,8,10,10,1,2,2,8,7,8,2,9,8,7, ,7,6,7,7,6,8,6,2,8,6,2,6,3,6,3,8,3,0,2, , ,7, ,1,3,20,30,3,16,9,25,300 minuten,7 uur,1, ,64,3,3,0,1, ,3,1,1,1,213,4,.407557361832188,.410110838388972,.421777623504422,.436579174773648
4/29/2020,1547,100,R_23dYJ26LxCHLehJ,the Netherlands,NL,8,7,8,8,9,5,4,4,3,2,6,7,3,8,7,90,10,0,8,8,7,8,5,9,9,3,2,3,3,7,7,8,8,4,5,7,7,8,7,7,5,7,7,8,8,8,8,8,8,7,5,4,6,6,7,7,5,8,4,8,7,5,3,7,5,4,5,5,7,50,50,8,7,7,50,300,2,1, ,48,2,3,2,1, ,3,1,1,1,213,0,.556875553852285,.55942903040907,.571095815524519,.585897366793746
4/24/2020,1592,100,R_23f9Gj0eu6cK6N8,the Netherlands,NL,10,0,10,10,10,8,8,10,0,10,8,10,4,10,10,60,20,20,6,8,0,4,0,3,3,0,0,0,0,4,8,8,9,0,0,8,8,9,9,6,10,10,9,8,8,8,8,8,8,9,3,3,8,3,0,0,6,4,0,9,8,2,0,4,4,4,4,4,6,70,70,6,16,9,50,3 minuten,7,1, ,47,1,3,5,1, ,2,1,1,1,213,0,.418843929154691,.421397405711476,.433064190826925,.447865742096152
4/26/2020,3144,100,R_23VqBnYYOz4xOam,the Netherlands,NL,9,1,9,10,10,6,8,5,1,8,10,10,10,10,10,50,35,15,7,6,8,7,5,9,7,2,0,2,0,6,8,8,8,2,1,8,4,8,5,7,8,9,5,6,6,4,6,7,3,5,7,7,7,7,4,7,7,4,4,8,6,1,1,3,3,3,8,6,8,20,30,7,11,8,25 cent,3 minuten,7 uur,1, ,53,4,2,0,1, ,6,1,1,1,213,0,1.98266626351173,1.98521974006851,1.99688652518396,2.01168807645319
5/1/2020,2585,89,R_23WdDgw1wWi0vlQ,the Netherlands,NL,9,9,7,7,10,10,10,10,10,10,10,10,8,10,10,0,60,40,8,8,6,7,5,7,7,0,0,0,0,2,8,8,9,6,1,5,7,9,7,10,6,5,5,7,10,9,9,10,8,7,5,2,5,5,5,2,4,2,1,10,8,4,1,6,8,6,7,4,6,80,90,7,14,8,50,300 minuten,6 uur,2, ,61,3,3,3,6,Zzp-er,4,2,1,2,213,0,1.16645427748434,1.16900775404112,1.18067453915657,1.1954760904258
4/24/2020,1607,100,R_23WEY9vRSmiwPEh,the Netherlands,NL,8,7,7,8,10,10,10,10,8,8,8,10,3,10,7,100,0,0,8,9,7,8,6,10,8,3,1,0,0,6,8,8,7,2,3,4,4,7,8,7,6,7,9,9,7,6,9,7,8,9,3,4,8,6,5,5,7,4,6,8,8,2,2,3,3,3,3,3,7,20,20,8,11,8,25,300,7,1, ,54,3,3,3,6,Partner,1,1,1,2,213,0,.28456350953833,.287116986095115,.298783771210564,.313585322479791
4/25/2020,2637,100,R_23WQrXgXTfpkv9k,the Netherlands,NL,9,8,9,10,10,7,9,10,7,10,4,8,1,9,10,50,50,0,6,7,5,5,5,8,7,6,3,0,5,4,9,10,5,1,4,5,6,7,7,6,3,2,6,6,7,7,5,7,5,7,6,3,6,7,4,5,5,1,3,9,5,2,0,6,4,6,6,5,9,70,70,1,14,7,25,3 minuten,7,2, ,70,3,3,2,5, ,6,1,1,1,213,0,.613763378138147,.616316854694931,.627983639810381,.642785191079607
5/1/2020,3642,95,R_241sotfloS1oYby,the Netherlands,NL,7,10,4,8,8,4, ,7,3,10,4,5,2,9,8,95,3,2,8,6,0,0,0,10,3,0,0,0,0,2,9,9,9,0,2,2,2,8,6,6,2,6,10,8,8,8,10,10,7,9,3,2,9,3,3,6,7,2,4,8,8,5,0,5,5,4,5,5,8,40,60,8,4,9,25,3 minuten,7,1, ,18,3,2,0,4, ,3,2,1,2,213,0,1.44681800682049,1.44937148337727,1.46103826849272,1.47583981976195
4/24/2020,1333,100,R_24bMlAYoqjtWjAA,the Netherlands,NL,10,0,10,10,10,8,9,10,0,9,9,10,5,10,10,0,0,100,9,8,0,6,0,2,2,0,0,0,0,9,10,10,10,0,2,5,5,9,9,6,6,7,8,7,10,10,10,10,2,9,8,6,9,6,7,0,9,8,0,8,8,3,0,8,6,5,6,6,8,80,90,5,16,7,50,Dat zou je automatiseren om tijd te sparen,Is dit om te meten of ik dev exponentiële groei van Covid snap?,2, ,67,3,3,3,6,"Zelfstandig, ZZP",2,2,1,1,213,0,6.31894057365233,6.32149405020912,6.2205036724884,4.24128643190155
5/1/2020,1491,100,R_24l5FWRcJR5SMHU,the Netherlands,NL,10,6,10,10,10,7,7,10,8,10,10,10,10,10,10,0,50,50,9,9,0,10,0,10,7,0,0,0,0,5,10,10,10,10,0,10,10,10,10,10,4,0,10,10,10,10,7,8,5,10,6,5,10,5,7,0,8,8,0,10,10,10,0,10,10,0,10,10,8,70,50,0,16,9,50,300,veel 2*8,1, ,61,2,3,0,1, ,3,1,1,1,213,0,.646434019182928,.648987495739712,.660654280855162,.675455832124388
4/26/2020,1254,100,R_24N1YANbGyGh8N6,the Netherlands,NL,3,8,1,0,0,5,6,2,5,5,3,5,5,9,5,0,70,30,8,8,3,5,3,8,8,5,3,3,3,8,7,7,7,2,2,5,5,8,7,8,2,2,5,7,1,5,5,4,5,4,6,2,7,2,2,2,4,2,0,4,2,0,5,5,0,0,0,0,1,30,30,7, ,7,50,300,6,1, ,56,4,3,2,1, ,4,2,1,1,213,0,.864553417733429,.867106894290214,.878773679405663,.89357523067489
4/27/2020,2923,100,R_24NM7oEAyRzbm0v,the Netherlands,NL,6,4,5,9,10,7,7,5,1,10,3,3,0,3,3,90,10,0,7,8,5,5,3,9,9,5,1,1,1,4,8,10,10,0,3,0,8,8,8,8,2,0,8,8,8,8,8,7,8,9,6,2,7,4,3,3,7,5,7,9,8,5,1,8,6,2,8,3,8,30,40,7,6,9,25,3 minuten,7 uur,1, ,64,4,3,2,5, ,7,1,1,1,213,0,.682882019624798,.685435496181582,.697102281297032,.711903832566258
4/25/2020,3047,100,R_24uuL3wde2XY3da,the Netherlands,NL,10,0,10,10,10,5,8,7,1,10,9,9,9,10,10,96,2,2,7,7,5,5,5,8,8,1,1,0,0,2,8,8,8,2,2,7,7,7,7,7,7,8,7,7,8,8,8,7,4,4,6,3,7,3,3,3,3,3,2,8,7,5,0,7,6,3,7,7,7,30,40,4,14,7,50 cent,3 minuten,7 uur,1, ,48,3,1,0,6,zzp,7,1,1,2,213,0,.389541738545608,.392095215102392,.403762000217842,.418563551487068
4/24/2020,2354,100,R_24vK0EjCzU8DJfj,the Netherlands,NL,10,6,9,10,10,9,8,8,7,8,10,10,6,10,10,0,50,50,7,5,4,4,3,7,7,0,0,0,0,1,10,10,10,0,0,2,7,7,5,3,1,2,4,7,8,7,9,10,8,9,6,3,8,2,1,3,2,1,0,8,8,2,0,5,2,7,2,2,6,30,50,5,16,7,50, , ,1, ,68,4,3,2,5, ,6,2,1,1,213,0,.288957480961784,.291510957518568,.303177742634018,.317979293903245
4/24/2020,1149,100,R_24x8qSshBPr04Ro,the Netherlands,NL,8,0,2,9,10,8,8,2,2,9,6,10,0,6,8,25,50,25,8,8,5,5,5,10,9,0,0,0,0,9,9,9,9,0,0,6,6,8,8,5,0,0,9,9,10,10,10,7,9,9,1,1,9,0,0,0,0,0,0,9,9,0,0,8,8,0,8,8,8,50,50,7,9,9,50,300,...,2, ,67,4,3,5,5, ,6,2,1,1,213,0,1.29561328115201,1.2981667577088,1.30983354282425,1.32463509409347
4/30/2020,487047,100,R_25LZ2E9VAwxuWBJ,the Netherlands,NL,8,6,8,8,10,9,9,9,1,8,6,10,7,10,10,0,50,50,7,8,0,5,0,7,3,0,0,0,0,2,7,10,9,0,1,8,7,8,8,2,7,8,6,7,8,8,7,9,6,7,8,2,6,7,6,2,8,8,0,10,10,3,0,4,6,2,2,2,8,50,70,3,10,7,25 cent,300 minuten,7 uur,1, ,27,2,2,0,1, ,3,1,1,1,213,0,1.7227216655664,1.72527514212318,1.73694192723863,1.75174347850786
4/26/2020,1805,100,R_25QrdmkJdhGFwxb,the Netherlands,NL,7,10,0,10,10,8,10,9,3,10,4,8,0,6,0,60,40,0,9,7,0,0,0,10,2,0,0,0,0,5,10,10,10,0,0,5,5,8,8,8,5,8,8,9,8,10,10,8,8,9,5,2,9,0,0,0,3,3,0,10,9,0,0,1,0,0,3,7,8,30,40,2,11,10,25 cent,3 minuten,7 uur,2, ,22,2,2,0,2, ,5,1,1,1,213,0,.610477587465887,.613031064022671,.624697849138121,.639499400407347
4/27/2020,2591,100,R_25QuGZChe1ia8Qh,the Netherlands,NL,8,0,9,10,10,5,6,7,0,4,10,10,0,10,5,100,0,0,7,6,0,6,5,10,5,7,0,0,4,0,10,10,10,0,8,9,5,10,10,8,1,0,8,8,2,7,8,2,8,10,2,2,10,3,2,1,1,3,1,5,5,2,2,2,7,5,7,2,5,90,80,7,2,3,1.5,344,4,1, ,53,4,2,2,1, ,5,1,1,1,213,0,2.38884272496007,2.39139620151686,2.40306298663231,2.41786453790153
4/24/2020,2004,100,R_25tgfxr6N4TE9hK,the Netherlands,NL,10,1,8,9,10,10,10,10,7,10,10,10,7,10,10,0,75,25,7,7,5,3,5,9,9,1,1,1,1,2,9,9,10,2,2,7,7,7,7,7,5,5,5,5,7,8,8,9,3,7,9,1,3,5,2,2,3,3,1,9,7,7,9,9,9,3,8,8,10,60,60,3,10,8,"1,25",2700,4,2, ,71,6,3,2,5, ,5,1,1,1,213,4,.796487639575236,.79904111613202,.81070790124747,.825509452516696
4/24/2020,4807,100,R_25uWpu08BqTYFPk,the Netherlands,NL,9,6,2,10,10,6,8,8,0,9,9,10,6,10,10,0,30,70,6,3,2,3,1,8,6,0,0,0,0,3,8,10,9,0,1,5,5,6,5,6,6,7,6,7,8,8,7,9,4,4,6,3,3,2,0,2,1,0,2,10,7,5,0,5,5,1,5,7,8,50,50,6,11,8,50,300,4,2, ,28,1,3,0,1, ,4,1,1,2,213,0,.81013476515637,.812688241713154,.824355026828604,.83915657809783
4/26/2020,7444,100,R_26a1t6Mw28zoIzt,the Netherlands,NL,8,10,2,10,10,10,10,10,9,10,0,8,6,10,0,100,0,0,7,7,2,5,1,10,3,0,0,0,0,1,10,10,10,0,0,2,8,5,2,8,6,9,9,5,8,8,7,6,8,5,6,1,4,6,1,1,6,4,0,4,8,4,1,2,2,5,7,5,2,40,40,7,9,6,25,300 min,7 uur,1, ,41,3,2,0,3, ,4,1,1,1,213,0,.997542656490652,1.00009613304744,1.01176291816289,1.02656446943211
4/24/2020,3110,100,R_26gLnucMMfiLqTo,the Netherlands,NL,10,10,5,10,10,10,10,10,8,10,8,10,0,10,5,0,50,50,8,8,0,5,5,8,5,0,0,0,0,0,10,10,10,0,0,0,0,8,7,7,8,10,10,10,10,8,10,9,4,8,6,0,10,2,0,0,0,0,0,9,9,0,0,9,7,1,8,8,8,90,90,4,12,8,25,3 min,7 uur,2, ,45,4,2,0,2, ,7,2,1,1,213,0,.700690086695488,.703243563252273,.714910348367722,.729711899636949
4/24/2020,16850,100,R_26nVmN5gSOF7uDN,the Netherlands,NL,9,6,8,9,10,10,10,10,10,10,8,10,9,10,10,0,50,50,7,7,1,0,0,10,9,0,0,0,0,1,10,10,10,0,0,8,9,9,8,9,1,1,8,8,9,9,9,10,8,8,2,2,7,2,0,0,2,0,0,10,9,2,0,9,9,1,7,8,9,20,40,4,11,10, ,3 minuten, ,2, ,56,3,3,2,6,ZZP,4,2,1,1,213,0,.741774092298724,.744327568855508,.755994353970958,.770795905240184
4/28/2020,1120,100,R_27CLkLYpJiaQ2UU,the Netherlands,NL,3,10,7,9,10,3,3,1,1,6,1,2,0,2,1,90,10,0,5,2,1,4,3,6,4,1,1,1,1,2,9,9,9,1,1,6,4,7,5,4,5,7,7,7,7,7,5,6,6,8,6,6,7,3,2,0,3,6,1,8,7,2,1,6,7,2,4,6,8,80,80,4,11,8,50,300,7,2, ,42,1,2,0,1, ,3,1,1,1,213,0,1.73615840000538,1.73871187656216,1.75037866167761,1.76518021294684
