V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_3foP66WkyLj2i5i,Default Response Set,2020-04-26 07:31:24,2020-04-26 07:58:32,1,0,0,0,5ea57104-09ad-a491-27dc-64f34a465856,103373940,1119,GMOResearch-Link,1,1,1,7,1,8,7,10,6,6,6,5,4,7,6,6,6,7,0100,0,0,6,4,6,6,5,7,6,1,1,1,1,4,7,7,6,3,4,5,5,6,5,5,5,5,6,5,6,5,6,5,7,7,4,5,5,0,5,5,5,5,5,6,7,6,4,5,5,5,5,5,4,5,80,70,6,1,1,6,1,25,9,7,1,2,,31,1,0,2,,1,1,5,1,1,1,213,13,5,1,2,早く元の日常が戻りますように！,1,
R_3k5v0RBxeuNi3mf,Default Response Set,2020-04-26 07:36:26,2020-04-26 07:58:54,1,0,0,0,5ea57217-a14c-46cf-e872-2d782fa98e8b,103365859,1119,GMOResearch-Link,1,1,1,8,0,8,7,6,8,8,8,0,3,10,10,10,10,10,100,0,0,7,7,0,0,0,10,5,0,0,0,0,6,8,6,7,3,5,7,3,7,6,3,6,4,4,10,3,3,5,7,0,7,6,8,6,0,0,3,4,5,3,5,6,5,5,4,4,4,7,4,3,3,30,40,6,1,2,7,1,25,900,,1,1,,38,3,2,1,,1,1,6,2,1,1,213,28,5,8,5,,1,
R_xnZNggt1p5q9tex,Default Response Set,2020-04-26 07:31:01,2020-04-26 07:59:04,1,0,0,0,5ea570b2-617a-5439-ce78-8534f00d14bb,101929741,1119,GMOResearch-Link,1,1,1,10,0,8,8,8,6,6,10,6,0,5,5,0,7,10,100,0,0,8,8,3,7,3,5,5,5,5,0,0,5,10,10,10,0,2,5,5,8,5,0,5,5,7,7,8,6,7,6,5,6,5,4,5,0,4,6,4,5,4,5,6,6,4,0,5,0,0,6,4,6,50,50,5,1,3,5,1,25,9分,7時間,1,1,,57,3,3,2,,1,1,9,2,1,1,213,21,5,1,5,,1,
R_28SsptHL3ib8y3O,Default Response Set,2020-04-26 07:33:58,2020-04-26 07:59:08,1,0,0,0,5ea5717a-2ccc-cf70-5e7b-313b9abf1638,102162457,1119,GMOResearch-Link,1,1,1,7,3,7,6,8,6,6,6,4,5,6,6,5,8,7,80,10,10,4,5,4,5,4,7,6,5,3,2,2,6,7,7,6,4,5,6,5,7,5,5,5,4,4,6,3,4,4,5,3,5,6,7,7,0,4,4,5,5,4,4,7,5,3,3,4,4,4,4,3,5,50,50,5,1,5,4,1,25,3分,7時間,1,1,,61,3,2,5,,1,1,4,1,1,1,213,13,5,3,4,特になし,1,
R_PUtoLzK0wxBTYcx,Default Response Set,2020-04-26 07:37:50,2020-04-26 07:59:58,1,0,0,0,5ea5726a-af07-ffcc-8837-9775e054ab3a,102035492,1119,GMOResearch-Link,1,1,1,7,7,7,5,8,7,6,6,2,8,7,6,5,8,7,80,10,10,5,5,4,5,5,7,5,5,5,2,4,3,7,7,7,2,4,8,8,9,7,5,5,5,1,8,5,5,3,3,5,2,8,7,3,0,5,1,3,1,1,5,8,7,8,2,5,5,3,3,2,7,20,30,5,1,15,5,1,50セント,3分,4時間,1,1,,52,1,0,6,自営,1,1,9,2,1,1,213,35,5,1,4,,1,
R_3ER9il91NDRfGn3,Default Response Set,2020-04-26 07:32:29,2020-04-26 07:59:59,1,0,0,0,5ea5710b-23d1-bdd9-0518-5251d3bc99b4,102767252,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,10,10,8,4,4,10,10,20,70,10,6,4,3,6,0,4,4,3,0,0,0,10,10,10,10,0,2,10,2,10,8,0,0,0,4,6,8,8,8,10,4,7,9,4,4,0,0,4,0,0,0,7,6,6,3,0,6,6,0,6,6,6,40,80,1,1,16,8,1,250,900,4,1,2,,32,1,0,1,,1,1,8,1,1,1,213,14,3,2,4,質問の価値観について納得のいかないものばかりだったし、意味が分かりにくい。 / それからコロナウイルスが政治的な陰謀だとかそういうことは憶測でしかないのであればむやみに掲載すべきでないと思う。それを見た人がそれを信じて周りに広めたりしたらまた問題を引き起こすことになる。今一番考えるべきはウイルスに対抗できるワクチンを作り出すこと、医療関係に支援していくこと。死んでしまっては政治も経済もないから優先すべきことを見直していく必要がある。 / ,1,
R_ZKnWxfnRwTew081,Default Response Set,2020-04-26 07:37:29,2020-04-26 08:00:03,1,0,0,0,5ea57252-a822-7fde-59ae-7da4907421d7,101396546,1119,GMOResearch-Link,1,1,1,7,1,7,9,10,8,10,8,6,9,10,9,9,10,10,50,40,10,4,3,4,5,5,4,6,5,1,0,0,4,9,9,8,2,3,7,7,7,7,4,6,5,6,7,4,6,5,7,9,8,5,5,5,0,3,2,5,3,3,4,5,4,3,4,4,3,6,3,5,4,80,70,6,1,5,9,1,25,,,1,1,,59,1,0,1,,1,1,6,1,1,1,213,37,2,3,4,,1,
R_1HhHmDmX8m0mdoi,Default Response Set,2020-04-26 07:31:20,2020-04-26 08:00:19,1,0,0,0,5ea570e2-7427-a3d7-2b7a-e0327901fc81,102527337,1119,GMOResearch-Link,1,1,1,7,2,7,7,10,7,7,9,0,5,7,9,6,10,10,100,0,0,6,6,7,8,8,8,6,2,0,0,0,5,8,8,8,2,6,5,5,7,7,3,5,5,5,5,5,3,7,9,7,7,5,1,8,0,5,8,3,7,5,3,6,5,5,4,5,4,5,5,3,4,40,10,5,1,11,6,1,25,9,7,1,1,,69,3,4,5,,1,1,6,1,1,1,213,29,5,2,3,最初読み込みに時間がかかり、読み込めず、中断して、再度読み込む必要があった。,1,
R_2V7mSvTooiXgkdY,Default Response Set,2020-04-26 07:36:46,2020-04-26 08:00:43,1,0,0,0,5ea57246-d160-daa5-dfc8-98e5464d047c,103178225,1119,GMOResearch-Link,1,1,1,10,1,10,10,10,7,9,9,9,9,10,7,8,10,10,100,0,0,10,9,5,2,5,5,5,8,5,3,5,3,10,7,7,9,8,9,9,9,9,5,5,7,5,7,8,5,8,9,5,8,8,5,6,0,0,3,7,0,5,6,7,7,5,2,5,5,6,5,5,8,50,50,7,1,16,5,1,50,5,4,1,2,,53,3,2,6,専業主婦,1,1,8,1,1,1,213,23,2,1,4,何事も後手後手になっている政府に不満を持っています。 / 血税を払っている国民が泣いて我慢しているのに、何故政治家は上からの給付をし、自分達の給与を辞退しないのでしょうか？ / 政治活動費で全然生活回ると思います。それに、政治家の人数も多いと思います。他国の様に政党は２つで国民が一人一人投票出来る日本になって欲しいです！,1,
R_2eamIWypYfpQNV4,Default Response Set,2020-04-26 07:33:08,2020-04-26 08:02:03,1,0,0,0,5ea57159-b3ec-ad76-f73d-e75d8e9adad3,103377408,1119,GMOResearch-Link,1,1,1,8,2,8,8,8,6,6,7,4,6,7,3,4,9,8,80,15,5,4,4,4,6,4,5,4,2,2,2,2,5,7,7,6,3,4,7,6,7,7,4,4,3,4,7,5,4,6,5,5,6,6,5,7,0,5,4,4,6,4,7,7,5,3,4,3,3,5,4,3,7,60,60,5,1,4,7,1,25セント,9分,4時間,1,1,,42,1,0,1,,1,1,7,1,1,1,213,14,3,2,2,日本政府のコロナ対策の緩さから収束するのが長引きそうで不安,1,
R_1Nxdiv1KUudtiyU,Default Response Set,2020-04-26 07:42:39,2020-04-26 08:02:32,1,0,0,0,5ea5735a-c491-014f-e863-2e8b967f32ec,103284212,1119,GMOResearch-Link,1,1,1,8,2,8,8,10,7,7,7,2,10,5,5,5,8,7,100,0,0,8,7,4,6,5,8,5,6,5,4,4,5,9,8,7,3,5,5,5,5,5,5,5,5,5,6,8,6,6,8,8,3,5,6,5,0,4,2,5,5,3,5,5,5,1,3,3,2,5,5,2,4,20,50,5,1,4,8,1,25,5,7,1,1,,49,3,4,1,,1,1,5,2,1,1,213,21,5,6,3,,1,
R_1QAz7Ekj9vPmTKW,Default Response Set,2020-04-26 07:23:55,2020-04-26 08:02:40,1,0,0,0,5ea56f17-6f48-26f3-e845-7342b832f411,102238280,1119,GMOResearch-Link,1,1,1,9,0,10,8,10,10,10,9,0,10,10,10,8,10,10,90,10,0,5,7,8,8,9,10,10,5,0,0,0,6,8,8,3,3,8,10,10,10,10,8,10,5,3,10,10,10,8,10,7,9,3,4,7,0,4,5,1,3,3,5,10,10,7,0,9,8,0,6,4,9,0,0,7,1,10,4,1,50,9,4,1,1,,72,3,3,6,自由業,1,1,8,2,1,1,213,26,2,2,2,もう少し新型コロナウイルス感染に関する内容が多くあった方が良かった,1,
R_Bt6tkbnyCRaG4BX,Default Response Set,2020-04-26 07:36:44,2020-04-26 08:02:55,1,0,0,0,5ea5722a-1113-738e-857c-8a27d8e83085,103260231,1119,GMOResearch-Link,1,1,1,10,0,10,9,10,10,10,10,10,10,10,10,8,10,10,50,40,10,4,4,5,5,3,6,6,7,5,3,3,4,10,10,10,0,3,6,6,7,7,2,3,0,6,6,6,5,6,6,6,6,5,6,5,0,1,2,2,2,2,2,10,7,4,0,4,4,0,3,3,7,70,70,5,1,11,5,1,50,9分,7時間,1,2,,30,2,0,1,,1,1,6,2,1,1,213,8,5,3,4,今まさに起こっている危機的状況に対する調査なので、興味深く、また緊張感を持って答えた。調査結果が気になります。,1,
R_aVs08yEC4p2zzB7,Default Response Set,2020-04-26 07:46:56,2020-04-26 08:03:06,1,0,0,0,5ea571f4-1945-0d69-43f5-16ca8ce4300a,103347813,1119,GMOResearch-Link,1,1,1,7,2,4,4,10,6,6,6,5,7,5,8,2,5,7,100,0,0,6,5,5,5,5,5,5,6,5,3,4,3,7,3,4,5,5,6,5,5,4,3,5,5,4,5,5,5,5,5,4,6,5,3,5,0,3,4,6,5,5,5,6,6,4,5,4,5,5,5,5,5,20,40,5,1,9,9,1,50,3,4,1,1,,50,3,3,1,,1,1,7,2,1,1,213,35,2,3,2,,1,
R_2QoibQE4faOSAah,Default Response Set,2020-04-26 07:30:56,2020-04-26 08:05:24,1,0,0,0,5ea570cb-cb0a-e0bf-43bd-71d276f60726,103249083,1119,GMOResearch-Link,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,5,5,1,,,,1,1,,40,3,0,1,,1,1,6,1,2,2,213,23,2,4,3,,1,
R_1kN7hk2EDC3RTWX,Default Response Set,2020-04-26 07:25:49,2020-04-26 08:07:01,1,0,0,0,5ea56f7b-3aab-d34b-fdc1-e011c6921c71,103395877,1119,GMOResearch-Link,1,1,1,8,0,4,6,10,10,10,10,10,10,9,9,9,10,10,100,0,0,9,7,2,9,9,10,10,3,4,1,1,5,8,8,8,0,6,5,5,8,5,5,5,5,3,3,5,5,5,5,4,6,4,5,6,0,5,4,6,6,5,7,8,5,3,7,2,3,8,5,3,3,20,20,4,1,4,8,1,50,3,4,1,3,ゲイ,46,2,0,1,,1,1,8,1,1,1,213,11,3,2,5,,1,
R_1CpUjcuVpYWgSAK,Default Response Set,2020-04-26 07:36:29,2020-04-26 08:08:58,1,0,0,0,5ea5722c-3610-8d59-0e0c-dbb7f79c2987,103154514,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,5,7,9,0,5,5,9,9,9,10,80,10,10,9,8,0,0,0,10,5,3,0,0,0,0,10,10,10,0,0,10,5,8,8,5,5,0,9,5,6,5,4,9,1,5,3,9,4,0,0,0,3,5,3,0,10,9,0,0,2,0,0,1,0,10,10,30,6,1,9,9,1,50セント,900分,4時間,1,1,,66,3,2,5,,1,1,9,2,1,1,213,12,5,2,2,特にございません。,1,
R_2RWVv4Zcos1Mwyx,Default Response Set,2020-04-26 07:28:13,2020-04-26 08:09:00,1,0,0,0,5ea5702f-3f39-2d3a-0373-e6b5aebd7cb0,103387015,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,9,9,10,10,10,3,7,7,10,10,70,25,5,3,3,5,5,5,8,9,9,0,0,0,0,10,9,10,0,0,7,7,9,8,7,2,1,7,6,10,10,8,8,5,10,2,3,3,0,1,3,1,3,0,5,10,8,1,0,3,6,0,5,0,10,30,50,4,1,5,10,1,25,300,3、5,1,2,,64,1,0,2,,1,1,8,2,1,1,213,27,2,1,3,自粛、自粛というなら、それに見合った保証、給付金を国が支給すべきだと思います。そこそこ楽になってきてこれからというときにコロナです。時短になり、勤務日数がほとんどなくなって生活が、出来なくなりました。お店もいつ閉店するか分かりません。私だけではなくほとんどの方が苦難のどん底で生きていけないと思います。,1,
R_31MM0lR4S4I6xtS,Default Response Set,2020-04-26 07:20:56,2020-04-26 08:13:07,1,0,0,0,5ea56e72-749c-3128-0721-4555ae31fae0,101328902,1119,GMOResearch-Link,1,1,1,8,0,6,7,9,7,8,8,2,4,5,3,2,7,6,90,10,0,6,6,2,5,5,9,7,4,0,0,0,6,10,10,8,0,3,7,6,7,6,5,5,5,5,10,7,5,5,5,4,4,5,4,7,0,2,3,4,4,4,4,8,8,3,3,3,3,3,3,3,5,50,50,5,1,5,7,1,50,3,7,1,1,,49,3,1,1,,1,1,4,2,1,1,213,8,5,8,2,,1,
R_pGWs9F8zssEcTmx,Default Response Set,2020-04-26 07:32:07,2020-04-26 08:13:18,1,0,0,0,5ea570f1-f924-93c1-b3bd-ec50dc68d479,103270027,1119,GMOResearch-Link,1,1,1,8,2,7,5,5,7,6,8,3,5,4,7,3,8,7,100,0,0,3,2,5,6,4,4,5,7,7,1,8,2,8,8,8,2,2,7,3,9,6,2,7,5,4,8,5,5,5,5,6,5,4,6,1,0,1,3,2,3,5,5,7,5,5,3,6,5,6,4,2,5,50,40,5,1,5,5,1,25セント,9分,7時間,1,1,,62,3,2,5,,1,1,8,2,1,1,213,6,5,3,3,主観か客観か、見方で違うような質問に答えるのは難しい。,1,
R_2E3SxQGXzVYIpJP,Default Response Set,2020-04-26 07:31:49,2020-04-26 08:16:26,1,0,0,0,5ea570cb-c600-35fe-525b-29c1aa4e12b1,102840595,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,6,10,10,10,10,10,8,0,80,20,8,6,4,6,10,10,10,0,0,0,0,9,10,8,10,0,6,7,6,9,8,4,7,4,5,6,8,5,8,9,6,6,3,0,6,0,0,1,0,2,0,5,8,10,5,0,7,5,4,5,6,4,0,50,5,1,1,9,1,100,90,15,1,2,,71,1,0,5,,1,1,6,1,1,1,213,13,2,2,4,怯えながら暮らしてるので接触はしてないけれど最低限の買い物、それも個人商店を遠くても選んで1人なので食べられるものだけで過ごしてます。もし感染したら買い物でという不安があります。家に帰ったら手洗い、消毒して着てる物は洗濯機に入れてます。その後シャワーに入ります。ここまで気を付けて感染したらどうしようもないと思ってますし。毎日の行動を記録して検温も2度しています。,1,
R_1fZyO8zDe0mouIc,Default Response Set,2020-04-26 07:37:11,2020-04-26 08:20:54,1,0,0,0,5ea57247-976c-4521-1a21-3b8eec1af4d5,103374680,1119,GMOResearch-Link,1,1,1,9,3,9,5,5,7,7,7,7,5,5,5,5,5,5,100,0,0,5,5,5,5,5,7,4,7,7,5,5,5,7,5,5,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,8,5,2,5,5,0,0,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,50,70,5,1,6,4,1,50,0,4,1,2,,32,3,2,3,,1,1,7,2,1,1,213,35,2,3,4,特になし,1,
R_AC1zP5tU5LqzucF,Default Response Set,2020-04-26 07:33:26,2020-04-26 08:21:01,1,0,0,0,5ea57172-0441-b297-1ac0-19e067b87f1b,102256028,1119,GMOResearch-Link,1,1,1,9,2,7,7,7,6,9,10,8,6,6,6,2,8,10,90,10,0,7,7,5,5,5,8,7,1,1,3,1,3,6,8,8,1,4,8,7,7,7,9,7,7,3,3,3,5,5,6,6,6,7,5,4,0,5,6,7,5,5,5,7,7,7,7,6,7,6,6,9,6,40,50,5,1,12,7,1,125,9,6,1,2,,35,3,1,2,,1,1,4,2,1,1,213,31,5,5,4,特にありません。,1,
R_Z8n9Ow86L10Lf0d,Default Response Set,2020-04-26 07:35:59,2020-04-26 08:21:18,1,0,0,0,5ea571de-ab22-b8e1-534c-8360e7253c70,103068250,1119,GMOResearch-Link,1,1,1,9,0,4,7,10,7,8,10,5,5,6,7,6,8,10,60,30,10,4,4,3,4,5,8,7,5,4,2,2,5,8,7,5,1,5,7,7,8,7,6,7,5,3,4,7,7,6,8,5,3,6,7,3,0,2,0,3,0,0,5,6,7,4,2,5,5,4,5,3,5,30,20,5,1,9,5,1,50セント,9分,7時間,1,2,,57,3,1,3,,1,1,6,1,1,1,213,13,4,5,3,最近は自宅待機の方が亡くなったり、この病気はとても恐ろしいです。一日も早く終息することを願っています。,1,
R_3qUJbktRzggCeFG,Default Response Set,2020-04-26 07:35:32,2020-04-26 08:23:12,1,0,0,0,5ea571de-0bcb-b332-8d03-22ca7e738dd4,103084844,1119,GMOResearch-Link,1,1,1,10,0,7,5,10,7,7,10,7,10,10,7,5,10,10,0,100,0,7,7,5,5,5,10,5,0,0,0,0,5,10,10,10,0,0,10,5,10,10,5,5,0,7,5,6,6,7,7,7,7,6,8,3,0,0,5,0,5,0,0,10,6,3,0,0,0,5,5,0,6,50,20,5,1,9,8,1,,,,1,2,,43,1,0,1,,1,1,6,1,1,1,213,14,3,8,3,,1,
R_0qDUCiE8IKUZku5,Default Response Set,2020-04-26 07:24:31,2020-04-26 08:29:17,1,0,0,0,5ea56f45-3ea9-8268-7dda-11c38977bea3,103280457,1119,GMOResearch-Link,1,1,1,9,0,9,7,10,5,7,10,0,5,6,5,5,6,7,100,0,0,1,1,8,9,10,10,10,5,0,0,0,10,10,10,10,0,5,10,2,9,8,1,2,10,8,7,1,5,5,0,3,5,6,8,9,0,4,0,5,5,0,5,9,8,5,0,5,0,1,5,0,8,10,10,7,1,5,5,1,50,90,4,1,1,,63,1,0,5,,1,1,9,1,1,1,213,11,2,1,1,おおざっぱすぎる内容の質問があり、理解するのに何度も読み返してしまった。,1,
R_2U5SKHGDB7ql1ig,Default Response Set,2020-04-26 06:59:05,2020-04-26 08:32:40,1,0,0,0,5ea5695f-9a4d-dc81-0472-67780107f9bc,103386464,1119,GMOResearch-Link,1,1,1,10,0,9,9,10,9,10,10,6,10,8,10,4,10,10,99,1,0,7,6,8,3,7,10,9,8,1,1,1,3,9,10,10,2,2,8,9,10,4,7,6,6,8,9,4,4,4,8,6,7,9,8,8,0,3,7,7,6,4,1,10,8,0,4,2,2,4,4,3,6,10,10,5,1,5,10,1,50セント,300分,,1,1,,44,1,0,1,,1,1,5,1,1,1,213,15,5,8,2,,1,
R_333XBTf3yw8uJaj,Default Response Set,2020-04-26 07:29:38,2020-04-26 08:36:59,1,0,0,0,5ea57063-0e2e-92f6-f09f-9028030016f8,103413272,1119,GMOResearch-Link,1,1,1,10,0,2,10,0,1,0,0,0,9,10,10,8,10,10,100,0,0,5,3,0,7,3,10,0,7,3,0,0,7,10,10,10,0,1,10,3,8,8,8,3,3,1,10,10,10,1,8,2,5,8,8,8,0,0,0,0,0,0,5,7,3,0,0,0,0,5,0,0,0,80,100,2,1,16,10,1,５０セント,３分,４時間,1,1,,57,1,2,5,,1,1,9,2,1,1,213,21,2,1,5,こうしてアンケイトに答えている間にも、世界中では、多くの人や動物たちが、コロナウイスに罹り苦しんでいるだろう。それを阻止する為に、最前線で苦労する方々の苦労を、思うと一日でも早い終息をねがわずにはいられません。どうか全ての事象が、報われてかつての日常を取り戻すことができるように、微弱ながら祈っております。,1,
R_2S6wWhK4ToktTbK,Default Response Set,2020-04-26 07:31:51,2020-04-26 08:40:40,1,0,0,0,5ea570f9-f670-bccd-1cc9-7b3835bf84bc,103411274,1119,GMOResearch-Link,1,1,1,10,0,9,8,7,10,10,10,10,9,3,8,4,8,10,60,30,10,3,4,3,6,7,10,10,3,6,0,1,9,9,9,9,9,2,8,8,9,6,3,2,2,6,6,6,7,6,8,3,6,7,7,4,0,1,1,1,1,1,1,9,8,5,1,5,2,3,6,6,8,30,30,6,1,4,3,1,２５セント,9分,7時間,1,2,,21,1,0,4,,1,1,6,1,1,1,213,12,5,1,4,,1,
R_2wzaJDVNyMIMliC,Default Response Set,2020-04-26 07:09:35,2020-04-26 08:47:25,1,0,0,0,5ea56be5-7439-f27c-5821-0db3b6b311fd,48414141,968,TheoremReach,1,1,1,0,0,4,0,0,6,6,7,6,6,5,5,5,5,5,30,30,40,5,5,5,6,5,5,5,4,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,6,5,5,50,50,6,1,6,10,1,50セント,5時間,4時間,1,1,,32,3,0,1,,1,1,6,2,1,1,213,15,2,3,1,たやまはまわまはまやたはまやたやまは,1,
R_4TRNxgPqvH005oJ,Default Response Set,2020-04-26 07:29:09,2020-04-26 08:57:16,1,0,0,0,5ea5703a-a5bd-19ff-2158-0c0defff7769,101927826,1119,GMOResearch-Link,1,1,1,7,0,6,6,6,10,10,10,10,7,8,8,6,8,10,60,20,20,2,1,4,6,4,7,7,8,10,7,7,4,6,6,4,4,5,9,4,6,6,4,4,5,4,4,4,6,6,6,6,6,4,7,2,0,1,3,2,3,1,6,6,5,4,4,4,4,4,4,3,6,0,40,5,1,6,4,1,25,3,4,1,2,,65,3,3,5,,1,1,7,2,1,1,213,21,4,3,1,元気でいたいと思います。,1,
R_vuYuaF9WmfCRN1n,Default Response Set,2020-04-26 09:34:45,2020-04-26 09:41:50,1,0,0,0,5ea58de1-19c4-1ebf-3398-f2af3f7305bb,58173094,968,TheoremReach,1,1,1,7,3,7,8,8,5,5,5,5,5,7,4,2,7,8,0,100,0,5,6,5,5,6,5,5,6,4,2,8,3,7,7,8,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,7,8,5,7,3,5,3,7,2,5,5,5,5,5,5,5,5,5,5,6,40,30,5,1,7,5,1,50,5時間,4時間,1,2,,32,2,0,1,,1,1,8,2,1,2,213,5,5,3,2,,1,
R_3DvdAP6zmXuv5IB,Default Response Set,2020-04-26 09:34:34,2020-04-26 09:43:03,1,0,0,0,5ea58da4-5cfb-0e9d-43ea-756da98bcf5d,99758569,968,TheoremReach,1,1,1,6,3,6,6,6,7,7,7,7,7,6,6,6,6,6,100,0,0,4,4,5,5,5,7,7,5,5,5,5,5,6,6,6,5,5,6,5,6,5,5,5,5,4,7,6,6,6,6,7,6,3,5,5,0,5,5,5,5,5,6,6,6,5,4,6,5,5,5,5,5,10,10,6,1,6,6,1,25セント,3分,7時間,1,1,,41,1,0,1,,1,1,7,2,1,1,213,26,5,2,2,,1,
R_2c8DYmIWfD15xkI,Default Response Set,2020-04-26 09:35:05,2020-04-26 09:44:29,1,0,0,0,5ea58de2-f430-7a28-7194-66e044e4559d,56824440,968,TheoremReach,1,1,1,8,2,8,8,9,5,5,6,4,4,6,9,7,9,8,100,0,0,5,5,6,8,7,7,7,8,7,4,7,7,8,7,8,8,8,7,5,10,4,5,5,5,6,5,5,5,4,5,4,6,6,9,6,6,6,5,6,5,5,4,7,7,9,5,6,4,5,5,5,4,30,60,5,1,14,5,1,50,100分,4時間,1,2,,29,2,0,1,,1,1,6,1,1,1,213,27,3,3,2,,1,
R_2QAssYWJ2VWb1az,Default Response Set,2020-04-26 09:44:54,2020-04-26 09:49:24,1,0,0,0,5ea59015-9fb9-8f80-daec-0cce557488ea,103039903,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,7,7,8,7,7,10,10,8,5,4,6,8,8,10,7,6,6,10,9,9,9,9,9,9,8,8,8,8,8,9,8,8,8,7,9,6,7,6,8,7,4,4,6,4,7,7,6,6,7,6,6,5,10,50,6,1,1,9,1,50,300,,1,2,,29,1,0,1,,1,1,6,1,1,1,213,13,5,3,1,,1,
R_2Pby3KRH8uSm4rB,Default Response Set,2020-04-26 09:39:12,2020-04-26 09:50:35,1,0,0,0,5ea58ee0-b7c7-60e2-5afc-45f7592fdd0f,120908844,968,TheoremReach,1,1,1,9,0,5,7,8,9,9,9,3,3,9,9,6,8,8,80,10,10,6,6,3,5,3,10,5,1,1,1,2,4,7,7,7,3,3,7,6,8,6,4,4,4,9,7,4,4,5,7,3,7,7,7,4,0,3,3,3,3,3,2,7,4,4,0,4,4,3,4,3,7,30,30,5,1,6,7,1,50,300,4,1,1,,43,3,2,3,,1,1,7,2,1,1,213,18,2,4,2,特になし,1,
R_6lrJYYwkaahNAJP,Default Response Set,2020-04-26 09:44:54,2020-04-26 09:50:37,1,0,0,0,5ea59036-1a5c-6a90-cbd5-4e1ab773b54a,103412947,1119,GMOResearch-Link,1,1,1,7,2,8,3,3,10,9,10,5,10,3,3,2,7,5,100,0,0,5,5,7,4,4,10,10,7,4,7,4,8,3,7,7,3,4,7,5,6,5,5,5,5,7,4,8,5,4,5,6,4,6,5,5,7,7,5,5,7,5,4,4,6,2,3,8,3,3,3,8,6,40,60,3,1,11,4,1,25セント,300分, 2時間,1,1,,18,1,0,4,,1,1,6,2,1,1,213,38,5,6,1,お願いします。,1,
R_33jARoPyrjk50lk,Default Response Set,2020-04-26 09:47:27,2020-04-26 09:50:40,1,0,0,0,5ea590c4-5d61-c6c9-fab2-1d6174a8132a,103389569,1119,GMOResearch-Link,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,8,50,50,5,1,8,5,1,なし,なし,なし,1,1,,41,3,1,1,,1,1,1,1,1,1,213,23,2,4,1,なし,1,
