"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","sex_3_TEXT","age","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1_1","psych_wellbeing2_1","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","conspiracy_theories_1","conspiracy_theories_2","conspiracy_theories_3","conspiracy_theories_4","open_mindness_1","open_mindness_2","open_mindness_3","open_mindness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self.control_1","trait_self.control_2","trait_self.control_3","trait_self.control_4","self.esteem_1","Q108_1","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","moral_identity_1","moral_identity_2","moral_identity_3","moral_identity_4","moral_identity_5","moral_identity_6","moral_identity_7","moral_identity_8","moral_identity_9","moral_identity_10","risk_perception_1","risk_perception_2","political_ideology_1","moral_circle1","health_1","CRT1","CRT2","CRT3","marital","children","employment","employment_6_TEXT","ladder_answer","urban","tested_positive","know_tested_positive","no_bots","FL_28_DO"
"117","27/04/2020 19.43","27/04/2020 21.16",0,"94.21.47.47",100,5564,1,"27/04/2020 21.16","R_3nlyzFyoDdyynTU",NA,NA,NA,NA,46.08329773,18.23330688,"anonymous","HU",1,"",59,10,0,10,10,10,10,10,10,10,10,10,10,8,10,10,0,30,70,4,5,0,0,0,5,0,2,2,0,0,8,10,10,10,0,0,10,10,10,10,10,10,10,0,0,10,10,10,10,7,7,3,6,10,0,0,3,3,1,5,0,10,10,3,0,3,8,0,3,7,10,80,80,0,14,9,25,3,7,3,2,1,"",5,1,1,1,213,"Attentioncheck|Politicalideology|Morality-as-cooperation(shortversion)|Socialbelonging|ConspiracyTheoriesCOVID-19|Traitoptimism|Psychologicalwell-being|Collectivenarcissism|Moralcircle|Narcissism|MoralIdentity|Physicalcontact|Traitself-control|Physicalhygiene|Riskperception|Self-esteem|Anti-coronapolicysupport|Physicalhealth|Open-mindedness|NationalIdentification|Generosity"
"118","27/04/2020 20.47","27/04/2020 21.22",0,"188.6.40.110",100,2101,1,"27/04/2020 21.22","R_qEm7K2wYCcf3Lwt",NA,NA,NA,NA,47.03419495,19.77859497,"anonymous","HU",2,"",23,6,0,6,6,6,6,6,6,4,6,8,8,8,8,8,80,10,10,6,6,6,7,4,10,9,4,6,6,6,3,6,6,6,2,3,6,7,7,6,7,6,4,6,6,6,6,6,6,7,8,7,9,6,0,7,6,1,6,7,4,8,8,7,0,6,4,1,6,6,8,20,70,NA,4,8,25,300,NA,1,0,1,"",6,1,1,1,213,"Traitoptimism|Anti-coronapolicysupport|Politicalideology|Morality-as-cooperation(shortversion)|Self-esteem|ConspiracyTheoriesCOVID-19|Socialbelonging|Riskperception|Attentioncheck|Narcissism|MoralIdentity|Collectivenarcissism|Psychologicalwell-being|Generosity|Physicalhealth|Physicalhygiene|Moralcircle|Open-mindedness|NationalIdentification|Physicalcontact|Traitself-control"
"119","27/04/2020 20.45","27/04/2020 21.23",0,"84.3.231.37",100,2325,1,"27/04/2020 21.23","R_3nfkdQsn5TcibXB",NA,NA,NA,NA,46.25300598,20.14819336,"anonymous","HU",2,"",32,9,2,9,10,9,8,9,10,10,10,7,7,6,7,8,80,10,10,1,3,5,6,6,10,8,3,3,3,6,4,8,8,7,2,4,8,6,7,7,2,3,1,3,3,8,3,3,9,6,8,4,4,3,7,9,7,7,3,3,7,7,8,8,2,7,7,2,6,8,8,70,70,5,1,3,25,300,7,2,0,1,"",7,1,1,1,213,"Self-esteem|ConspiracyTheoriesCOVID-19|Generosity|Politicalideology|NationalIdentification|Attentioncheck|Psychologicalwell-being|Collectivenarcissism|Traitoptimism|Narcissism|Riskperception|Open-mindedness|MoralIdentity|Physicalhygiene|Physicalhealth|Morality-as-cooperation(shortversion)|Socialbelonging|Traitself-control|Physicalcontact|Moralcircle|Anti-coronapolicysupport"
"120","27/04/2020 20.43","27/04/2020 21.23",0,"176.63.2.251",100,2408,1,"27/04/2020 21.23","R_1rihjWjji5TyuFh",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",70,10,0,10,10,10,7,7,10,8,9,10,10,8,10,10,50,40,10,9,8,0,0,0,10,10,9,2,1,6,3,10,10,10,0,1,10,10,10,9,6,10,10,9,10,9,10,10,10,9,10,8,10,2,0,8,7,1,7,7,2,10,10,9,0,10,9,0,10,10,10,50,60,3,14,8,25,3,6,1,1,5,"",5,1,1,1,213,"Physicalhealth|Physicalhygiene|Politicalideology|Traitoptimism|Socialbelonging|Attentioncheck|NationalIdentification|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Narcissism|Moralcircle|Traitself-control|MoralIdentity|ConspiracyTheoriesCOVID-19|Riskperception|Physicalcontact|Generosity|Open-mindedness|Collectivenarcissism|Self-esteem|Psychologicalwell-being"
"121","27/04/2020 20.58","27/04/2020 21.25",0,"84.1.208.27",100,1621,1,"27/04/2020 21.25","R_2tf03ou7qQCcXgJ",NA,NA,NA,NA,46.62210083,18.85569763,"anonymous","HU",2,"",64,10,1,10,10,10,10,8,10,10,10,10,10,4,10,10,20,60,20,9,8,8,8,8,10,10,8,1,8,2,7,10,10,10,1,2,10,7,10,10,2,4,2,10,10,10,9,9,10,9,10,0,0,10,0,10,9,8,10,9,10,10,10,9,0,10,9,0,5,5,10,10,20,9,16,10,50,300,4,3,2,1,"",3,1,1,1,213,"Narcissism|Self-esteem|Generosity|Psychologicalwell-being|Collectivenarcissism|Physicalhealth|NationalIdentification|Open-mindedness|Physicalhygiene|ConspiracyTheoriesCOVID-19|Attentioncheck|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Socialbelonging|Riskperception|MoralIdentity|Physicalcontact|Moralcircle|Traitoptimism|Politicalideology|Traitself-control"
"122","27/04/2020 20.50","27/04/2020 21.29",0,"178.48.44.237",100,2338,1,"27/04/2020 21.29","R_3rVanH1rWMDho0V",NA,NA,NA,NA,47.66940308,19.0756073,"anonymous","HU",2,"",61,9,0,10,9,10,8,10,9,9,10,10,10,10,10,10,0,0,100,4,7,5,4,5,10,8,9,3,0,6,7,10,9,9,1,8,5,7,10,6,2,6,1,8,7,9,8,7,8,8,8,6,7,7,0,4,3,6,3,2,1,10,8,4,1,4,6,2,5,6,10,20,40,4,15,7,25,3,6,2,2,5,"",7,2,1,1,213,"NationalIdentification|Physicalhygiene|MoralIdentity|Traitself-control|Physicalcontact|Psychologicalwell-being|Open-mindedness|Self-esteem|Socialbelonging|Physicalhealth|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Generosity|Riskperception|Moralcircle|Attentioncheck|Traitoptimism|Narcissism|Politicalideology|Collectivenarcissism|Morality-as-cooperation(shortversion)"
"123","27/04/2020 21.27","27/04/2020 21.41",0,"188.127.154.25",100,836,1,"27/04/2020 21.41","R_phls1CNRqz5x75T",NA,NA,NA,NA,47.77589417,19.13609314,"anonymous","HU",2,"",62,8,0,10,10,10,10,10,10,10,10,5,6,7,9,9,50,45,5,2,3,5,5,5,10,10,8,7,7,8,6,10,10,10,0,2,10,8,10,10,0,3,0,10,10,5,7,8,10,5,9,5,0,7,0,4,3,1,7,4,4,10,10,9,0,9,9,4,5,5,5,10,10,5,10,8,50,3004,4,1,1,5,"",7,1,1,2,213,"Narcissism|ConspiracyTheoriesCOVID-19|Traitoptimism|Physicalhygiene|Self-esteem|Physicalcontact|Politicalideology|Open-mindedness|Socialbelonging|NationalIdentification|Collectivenarcissism|MoralIdentity|Riskperception|Psychologicalwell-being|Traitself-control|Anti-coronapolicysupport|Moralcircle|Physicalhealth|Generosity|Morality-as-cooperation(shortversion)|Attentioncheck"
"124","27/04/2020 21.39","27/04/2020 21.55",0,"87.229.35.72",100,1001,1,"27/04/2020 21.56","R_Zxw5THEYQdCNegx",NA,NA,NA,NA,48.09869385,19.80299377,"anonymous","HU",2,"",65,9,0,9,9,0,9,9,9,9,9,10,10,10,10,10,60,30,10,7,7,8,6,5,10,9,5,8,1,5,3,8,8,8,1,5,9,7,9,9,9,6,6,8,8,8,9,9,9,8,8,2,2,8,0,2,5,1,5,2,5,9,9,2,1,5,7,1,8,8,9,20,50,5,5,7,50,300,2,3,2,5,"",6,1,1,1,213,"Physicalhygiene|Collectivenarcissism|Traitself-control|NationalIdentification|Politicalideology|ConspiracyTheoriesCOVID-19|Attentioncheck|Socialbelonging|Physicalhealth|Morality-as-cooperation(shortversion)|Self-esteem|Generosity|Physicalcontact|Traitoptimism|Anti-coronapolicysupport|MoralIdentity|Narcissism|Moralcircle|Riskperception|Psychologicalwell-being|Open-mindedness"
"125","27/04/2020 21.41","27/04/2020 21.57",0,"80.99.225.209",100,944,1,"27/04/2020 21.57","R_3L8chTHVG9S7HTF",NA,NA,NA,NA,47.53039551,21.62789917,"anonymous","HU",1,"",42,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,80,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,9,5,5,6,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,8,7,6,2,6,4,2,5,5,5,50,50,5,10,5,50,3,7,3,2,1,"",6,1,1,1,213,"Attentioncheck|Riskperception|Morality-as-cooperation(shortversion)|Physicalhealth|MoralIdentity|Politicalideology|Self-esteem|Traitoptimism|Generosity|Moralcircle|Collectivenarcissism|Physicalhygiene|Socialbelonging|Anti-coronapolicysupport|Physicalcontact|NationalIdentification|Open-mindedness|Psychologicalwell-being|Traitself-control|Narcissism|ConspiracyTheoriesCOVID-19"
"126","27/04/2020 21.31","27/04/2020 21.58",0,"88.132.204.7",100,1650,1,"27/04/2020 21.58","R_28LGI2V5KFK5vWn",NA,NA,NA,NA,47.5848999,18.39329529,"anonymous","HU",1,"",60,9,0,10,10,10,10,10,10,10,0,10,10,10,10,7,50,25,25,3,3,5,10,5,10,10,5,5,5,5,0,10,10,10,0,0,10,10,10,10,0,0,0,1,1,10,10,10,10,10,10,7,0,0,0,5,5,0,5,5,0,10,10,2,0,5,5,0,8,10,10,0,0,5,16,7,125,3,8,2,1,1,"",8,1,1,1,213,"Attentioncheck|Traitoptimism|Narcissism|Riskperception|NationalIdentification|Politicalideology|Traitself-control|Physicalcontact|Generosity|Socialbelonging|Moralcircle|Open-mindedness|Collectivenarcissism|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Physicalhealth|Physicalhygiene|Anti-coronapolicysupport|MoralIdentity|Self-esteem|Psychologicalwell-being"
"127","27/04/2020 19.57","27/04/2020 22.04",0,"193.226.218.10",100,7631,1,"27/04/2020 22.04","R_BR5aUzUaQzxP35n",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",57,4,6,7,9,10,7,6,10,9,0,10,9,9,10,9,100,0,0,5,5,1,4,2,10,7,10,3,0,0,4,10,9,9,0,1,10,6,7,6,0,1,10,6,4,5,5,6,8,9,9,9,8,5,0,3,2,1,0,0,1,4,4,9,1,1,0,6,0,0,1,90,100,5,6,9,25,3,7,3,1,1,"",7,1,1,1,213,"Physicalhygiene|NationalIdentification|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Traitoptimism|Narcissism|Physicalcontact|Anti-coronapolicysupport|Physicalhealth|Morality-as-cooperation(shortversion)|Moralcircle|Psychologicalwell-being|Open-mindedness|Socialbelonging|Generosity|Traitself-control|Politicalideology|MoralIdentity|Self-esteem|Riskperception|Attentioncheck"
"128","27/04/2020 21.42","27/04/2020 22.05",0,"188.6.60.28",100,1332,1,"27/04/2020 22.05","R_3oNRAjsRZHac5t9",NA,NA,NA,NA,47.81669617,20.58329773,"anonymous","HU",1,"",50,10,2,10,5,10,5,7,7,0,10,10,10,10,10,10,100,0,0,5,5,0,5,5,10,10,5,5,5,5,0,10,10,10,2,0,10,10,10,10,5,0,0,10,10,10,10,5,10,8,10,7,7,8,0,2,2,0,2,0,10,10,10,0,0,9,0,0,10,10,1,50,50,5,14,4,50,300,0,3,1,1,"",8,2,1,1,213,"Anti-coronapolicysupport|Collectivenarcissism|Generosity|Morality-as-cooperation(shortversion)|Physicalhygiene|Traitoptimism|MoralIdentity|Psychologicalwell-being|Physicalhealth|Physicalcontact|ConspiracyTheoriesCOVID-19|Politicalideology|Open-mindedness|Traitself-control|Socialbelonging|Moralcircle|Attentioncheck|Narcissism|NationalIdentification|Riskperception|Self-esteem"
"129","27/04/2020 22.02","27/04/2020 22.20",0,"37.76.126.140",100,1065,1,"27/04/2020 22.20","R_2ROj2jlN3vl0KHz",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",19,10,2,10,10,10,8,1,10,10,10,10,10,10,10,10,100,0,0,8,8,5,7,5,10,10,0,0,0,0,3,9,10,5,0,1,6,6,7,7,4,3,4,8,8,6,6,6,4,9,7,7,9,2,0,9,6,3,3,6,0,10,8,4,0,2,2,2,6,7,9,10,30,5,3,9,25,1,4,2,0,4,"",4,2,1,1,213,"Physicalhealth|NationalIdentification|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Generosity|Riskperception|Traitself-control|Physicalcontact|Collectivenarcissism|Traitoptimism|Socialbelonging|MoralIdentity|Narcissism|Open-mindedness|Attentioncheck|ConspiracyTheoriesCOVID-19|Moralcircle|Self-esteem|Physicalhygiene|Politicalideology|Anti-coronapolicysupport"
"130","27/04/2020 21.54","27/04/2020 22.22",0,"79.122.33.8",100,1704,1,"27/04/2020 22.22","R_RQsxR84KHAIztgR",NA,NA,NA,NA,46.04870605,17.80549622,"anonymous","HU",1,"",62,7,0,6,10,10,10,10,10,10,9,10,8,8,10,10,50,30,20,8,7,0,0,0,10,10,0,0,0,0,6,10,10,10,0,2,10,7,7,9,3,2,0,6,4,10,10,8,8,7,6,6,5,7,0,4,7,0,8,8,1,10,10,7,0,9,10,0,9,9,0,40,40,0,16,4,125,3,7,2,3,1,"",3,1,1,1,213,"Self-esteem|Politicalideology|Traitself-control|Riskperception|Morality-as-cooperation(shortversion)|Physicalhygiene|Physicalcontact|Psychologicalwell-being|Collectivenarcissism|Attentioncheck|Open-mindedness|ConspiracyTheoriesCOVID-19|Traitoptimism|Anti-coronapolicysupport|NationalIdentification|MoralIdentity|Socialbelonging|Narcissism|Moralcircle|Physicalhealth|Generosity"
"131","27/04/2020 21.52","27/04/2020 22.41",0,"84.21.3.61",100,2938,1,"27/04/2020 22.41","R_Ab7JFrxXVLCgyd3",NA,NA,NA,NA,47.55000305,19.23330688,"anonymous","HU",1,"",70,10,0,10,10,10,10,10,10,10,5,4,5,0,10,10,0,100,0,7,3,5,7,7,10,10,8,5,1,4,5,10,10,10,0,5,5,6,9,6,2,5,5,10,9,2,2,5,9,7,10,7,4,9,0,5,7,4,8,8,6,10,10,5,0,4,5,0,2,1,5,10,50,1,11,5,25,3,4,3,2,5,"",4,2,1,1,213,"Open-mindedness|Traitoptimism|Narcissism|Collectivenarcissism|Morality-as-cooperation(shortversion)|MoralIdentity|Riskperception|Socialbelonging|Anti-coronapolicysupport|Generosity|ConspiracyTheoriesCOVID-19|Traitself-control|Psychologicalwell-being|NationalIdentification|Attentioncheck|Physicalhygiene|Self-esteem|Physicalhealth|Politicalideology|Physicalcontact|Moralcircle"
"132","27/04/2020 22.28","27/04/2020 22.49",0,"31.46.246.4",100,1295,1,"27/04/2020 22.49","R_24zVHetWX48UV4p",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",46,10,0,10,10,10,8,10,10,8,10,10,10,10,10,10,0,100,0,1,3,0,0,0,10,8,6,5,3,5,8,10,10,10,0,3,10,10,10,10,5,0,0,2,2,5,5,5,8,5,8,10,5,1,10,8,5,5,5,1,7,10,8,6,0,5,5,0,5,8,8,50,100,2,14,6,25,3,2,2,1,1,"",7,1,1,1,213,"MoralIdentity|Physicalcontact|Morality-as-cooperation(shortversion)|Attentioncheck|Generosity|Traitoptimism|Riskperception|Traitself-control|Politicalideology|Psychologicalwell-being|Physicalhygiene|Moralcircle|Physicalhealth|Collectivenarcissism|Narcissism|Socialbelonging|Self-esteem|ConspiracyTheoriesCOVID-19|NationalIdentification|Open-mindedness|Anti-coronapolicysupport"
"133","27/04/2020 22.23","27/04/2020 22.50",0,"94.21.36.123",100,1635,1,"27/04/2020 22.50","R_1MYXxENBK6OCuJJ",NA,NA,NA,NA,46.25300598,20.14819336,"anonymous","HU",2,"",62,9,0,9,6,6,8,8,10,6,8,8,10,8,10,6,60,40,0,3,2,1,3,1,10,6,4,0,0,1,3,10,10,10,0,2,4,3,9,6,2,2,7,2,4,6,2,7,10,10,7,2,0,0,0,0,0,0,4,2,1,9,8,1,0,2,2,0,1,6,8,60,70,4,1,1,25,300,NA,1,2,2,"",8,1,1,2,213,"Moralcircle|Traitself-control|Attentioncheck|Politicalideology|Narcissism|Physicalhealth|Physicalhygiene|Anti-coronapolicysupport|Socialbelonging|Physicalcontact|NationalIdentification|ConspiracyTheoriesCOVID-19|Riskperception|Psychologicalwell-being|Self-esteem|Open-mindedness|Morality-as-cooperation(shortversion)|Generosity|Traitoptimism|Collectivenarcissism|MoralIdentity"
"134","27/04/2020 22.46","27/04/2020 23.08",0,"46.139.158.33",100,1342,1,"27/04/2020 23.08","R_3OjqqwuFMFcfuPg",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",75,9,2,9,10,10,8,8,10,5,8,8,10,7,10,10,40,30,30,3,4,5,5,5,10,9,8,9,2,2,5,8,8,8,3,3,9,9,10,10,4,4,0,5,4,8,8,9,9,7,9,6,6,7,0,5,5,3,5,7,5,5,6,5,4,4,5,5,3,6,7,50,60,5,13,3,50,300,4,3,2,5,"",8,1,1,1,213,"Riskperception|Traitoptimism|MoralIdentity|Physicalhealth|Attentioncheck|Physicalhygiene|Politicalideology|ConspiracyTheoriesCOVID-19|Narcissism|Traitself-control|Moralcircle|Self-esteem|Physicalcontact|Generosity|Open-mindedness|Socialbelonging|Psychologicalwell-being|Anti-coronapolicysupport|NationalIdentification|Morality-as-cooperation(shortversion)|Collectivenarcissism"
"135","27/04/2020 22.35","27/04/2020 23.08",0,"176.241.1.128",100,2028,1,"27/04/2020 23.08","R_0UnQKbClxeVWry9",NA,NA,NA,NA,46.65829468,20.26080322,"anonymous","HU",1,"",54,9,1,10,10,10,10,10,10,10,10,10,10,9,10,10,60,30,10,7,7,1,2,7,10,10,9,2,1,1,3,8,8,8,1,1,9,9,9,9,2,2,10,8,7,9,9,9,9,9,8,2,9,1,0,3,5,1,8,4,6,9,9,5,1,9,9,1,5,5,8,50,50,4,16,7,50,300,2,1,0,5,"",5,1,1,1,213,"Morality-as-cooperation(shortversion)|Physicalcontact|Physicalhygiene|Generosity|ConspiracyTheoriesCOVID-19|MoralIdentity|Open-mindedness|Psychologicalwell-being|Narcissism|Politicalideology|Riskperception|Self-esteem|Attentioncheck|Moralcircle|Physicalhealth|Traitself-control|Socialbelonging|Traitoptimism|Anti-coronapolicysupport|NationalIdentification|Collectivenarcissism"
"136","27/04/2020 22.50","27/04/2020 23.11",0,"188.6.121.243",100,1288,1,"27/04/2020 23.11","R_1irig1MxKpPfj3B",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",32,10,0,9,10,10,10,10,10,9,10,8,10,7,10,10,10,45,45,8,8,7,8,9,10,9,6,7,0,0,3,10,10,10,0,0,10,10,10,10,4,1,0,9,9,10,10,9,10,9,10,2,3,6,0,1,4,0,1,6,0,10,5,5,0,6,6,1,6,6,10,60,60,5,14,9,25,3,7,2,0,1,"",4,1,1,1,213,"Moralcircle|MoralIdentity|Physicalcontact|Traitself-control|Politicalideology|Traitoptimism|Attentioncheck|Open-mindedness|Physicalhygiene|Physicalhealth|Generosity|Anti-coronapolicysupport|Riskperception|Narcissism|ConspiracyTheoriesCOVID-19|NationalIdentification|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Collectivenarcissism|Socialbelonging|Self-esteem"
"137","27/04/2020 22.46","27/04/2020 23.11",0,"79.121.11.193",100,1510,1,"27/04/2020 23.11","R_3m1CqvEe23WN4JO",NA,NA,NA,NA,47.68330383,17.63510132,"anonymous","HU",2,"",42,9,8,8,9,10,7,8,10,4,5,10,10,8,10,10,0,100,0,8,7,0,5,0,10,0,7,8,5,5,7,10,10,9,3,0,5,8,9,5,0,9,9,8,8,2,3,5,3,3,4,4,5,7,0,3,0,1,1,2,3,7,0,0,10,0,0,8,0,0,6,50,80,5,1,9,50,1,NA,3,2,6,"",6,1,1,1,213,"Traitself-control|Physicalcontact|MoralIdentity|Anti-coronapolicysupport|Open-mindedness|Politicalideology|ConspiracyTheoriesCOVID-19|Traitoptimism|Moralcircle|Self-esteem|Physicalhygiene|Generosity|Collectivenarcissism|Attentioncheck|Riskperception|Socialbelonging|Narcissism|NationalIdentification|Physicalhealth|Psychologicalwell-being|Morality-as-cooperation(shortversion)"
"138","27/04/2020 22.32","27/04/2020 23.37",0,"92.249.240.215",100,3891,1,"27/04/2020 23.37","R_1TCuIbDmBBfw77j",NA,NA,NA,NA,47.54760742,19.26249695,"anonymous","HU",2,"",64,10,0,10,10,10,10,10,10,10,9,10,10,10,10,10,40,40,20,8,8,1,5,9,10,10,5,0,0,0,0,10,10,10,0,0,5,5,5,5,5,5,5,9,9,9,9,9,9,9,9,7,1,8,0,1,0,0,5,5,5,10,8,5,1,5,5,0,5,5,10,20,50,8,14,5,25,3,7,1,0,5,"",6,1,1,1,213,"Politicalideology|Generosity|Anti-coronapolicysupport|Traitoptimism|ConspiracyTheoriesCOVID-19|MoralIdentity|Traitself-control|Socialbelonging|Physicalhygiene|Riskperception|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Moralcircle|Attentioncheck|Narcissism|Collectivenarcissism|Physicalhealth|NationalIdentification|Physicalcontact|Open-mindedness|Self-esteem"
"139","27/04/2020 23.41","27/04/2020 23.57",0,"176.63.22.44",100,972,1,"27/04/2020 23.57","R_2t2QfJvafuIdj1Y",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",63,10,1,10,10,10,10,10,10,7,10,10,10,8,10,10,5,50,45,5,3,9,6,6,10,10,8,8,1,4,10,9,10,7,10,6,10,10,10,10,2,1,1,10,6,9,8,10,10,10,10,2,0,8,0,6,7,4,7,8,10,8,10,4,0,8,8,1,6,8,6,10,80,5,16,5,50,300,6,1,1,6,"nyugdíjas részmunkaidős",5,1,1,1,213,"Self-esteem|Physicalhygiene|Open-mindedness|NationalIdentification|Narcissism|Traitoptimism|Physicalhealth|Socialbelonging|Politicalideology|Attentioncheck|Morality-as-cooperation(shortversion)|Physicalcontact|Riskperception|Moralcircle|Anti-coronapolicysupport|Psychologicalwell-being|MoralIdentity|ConspiracyTheoriesCOVID-19|Traitself-control|Generosity|Collectivenarcissism"
"140","27/04/2020 23.31","28/04/2020 00.09",0,"84.0.97.3",100,2275,1,"28/04/2020 00.09","R_z68zSFFnOTcpetr",NA,NA,NA,NA,46.94470215,17.07929993,"anonymous","HU",2,"",68,10,0,10,10,10,5,10,10,10,10,10,10,10,10,10,50,50,0,3,2,7,7,7,10,10,8,3,3,8,4,9,9,8,3,2,8,6,7,8,7,3,3,4,4,8,7,7,10,10,10,8,3,6,0,0,3,7,2,4,2,9,9,6,1,4,5,10,6,6,7,20,30,NA,14,5,125,3,1,1,3,5,"",8,2,1,1,213,"Attentioncheck|NationalIdentification|Politicalideology|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Traitoptimism|Collectivenarcissism|Open-mindedness|Socialbelonging|Narcissism|Self-esteem|Moralcircle|MoralIdentity|Morality-as-cooperation(shortversion)|Generosity|Riskperception|Physicalhealth|Physicalcontact|Traitself-control|Physicalhygiene|Anti-coronapolicysupport"
"141","28/04/2020 00.23","28/04/2020 00.46",0,"31.46.203.75",100,1399,1,"28/04/2020 00.46","R_OvsKdb4wwOUaEN3",NA,NA,NA,NA,47.57519531,18.87339783,"anonymous","HU",2,"",56,8,0,8,10,10,10,10,10,8,10,10,10,10,10,10,100,0,0,6,6,0,0,0,10,6,8,7,0,1,5,10,10,10,0,9,10,5,10,9,0,10,0,8,9,8,8,10,8,9,9,9,9,2,0,7,0,5,0,0,0,10,10,5,0,5,5,0,5,0,0,20,80,5,11,3,50,1,4,3,2,6,"Egyéni vállalkozó",7,2,1,1,213,"Generosity|Traitself-control|Open-mindedness|Riskperception|MoralIdentity|Collectivenarcissism|Physicalhygiene|Narcissism|NationalIdentification|Physicalcontact|Traitoptimism|Morality-as-cooperation(shortversion)|Socialbelonging|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Self-esteem|Anti-coronapolicysupport|Moralcircle|Attentioncheck|Politicalideology|Physicalhealth"
"142","28/04/2020 05.36","28/04/2020 05.53",0,"134.255.19.217",100,971,1,"28/04/2020 05.53","R_2RRnHkhKMCQlFYH",NA,NA,NA,NA,47.230896,16.62159729,"anonymous","HU",2,"",60,10,0,10,10,10,9,9,10,10,9,10,10,10,10,10,10,70,20,3,3,8,8,8,10,10,8,8,2,2,6,10,10,10,1,6,8,8,10,9,4,7,2,7,7,4,6,8,4,3,8,8,2,8,0,8,6,6,6,7,7,8,8,6,7,6,6,8,6,6,8,10,40,10,8,9,NA,NA,NA,3,2,5,"",9,1,1,1,213,"Physicalhealth|MoralIdentity|Collectivenarcissism|Self-esteem|ConspiracyTheoriesCOVID-19|Generosity|Traitoptimism|NationalIdentification|Psychologicalwell-being|Traitself-control|Moralcircle|Physicalhygiene|Riskperception|Morality-as-cooperation(shortversion)|Attentioncheck|Politicalideology|Physicalcontact|Narcissism|Socialbelonging|Open-mindedness|Anti-coronapolicysupport"
"143","28/04/2020 06.06","28/04/2020 06.24",0,"87.242.45.220",100,1057,1,"28/04/2020 06.24","R_2eUq67AxgphlyJG",NA,NA,NA,NA,46.71209717,19.84460449,"anonymous","HU",1,"",58,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,0,100,0,9,8,5,5,5,10,10,2,0,0,0,5,10,10,10,0,5,10,10,10,10,10,10,10,8,10,7,9,9,10,10,10,5,1,8,0,5,5,5,5,5,5,10,10,5,0,7,7,0,9,9,10,10,30,5,14,9,125,1,7,1,4,1,"",6,1,1,1,213,"Collectivenarcissism|Socialbelonging|Anti-coronapolicysupport|Physicalhealth|ConspiracyTheoriesCOVID-19|Self-esteem|Politicalideology|NationalIdentification|Traitself-control|Generosity|MoralIdentity|Physicalhygiene|Riskperception|Open-mindedness|Morality-as-cooperation(shortversion)|Physicalcontact|Attentioncheck|Psychologicalwell-being|Traitoptimism|Narcissism|Moralcircle"
