ResponseId,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Common difference,Subadditivity,Delay-speedup,Interval markup,Risk preference,Q22_2,Q22_3,Q22_4,Q22_5,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35
AD179,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1200 in 24 months (2 years),Receiving $400 right now,"$5,000 right now",A 25% chance of $200 (75% chance of $0),164,75,181,580,One extra week of salary for no additional work in 2034,Things will be much better,I paid everything but saved nothing,27387,11889,31361,My financial situation became much worse,I pay off much of the balance,Wealthy,1920,Prefer not to answer,College or university (Bachelor or equivalent),Employed part-time (less than 25 hours per week),"Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic"
AD180,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),222,284,157,337,Two extra weeks of salary with no additional work in 2093,Things will be much worse,I paid everything and saved some,48513,35275,11349,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Wealthy,1988,Prefer not to answer,Graduate (Masters or equivalent),Full-time student,Native Hawaiian,"Hispanic,Non-Hispanic,Immigrant"
AD181,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),263,35,278,424,Two extra weeks of vacation with no change in salary in 2094,Things will be somewhat better,I could not pay all my bills last month,39105,15606,48696,My financial situation became much better,I make the minimum payment and the interest is charged,Poor,1946,Prefer not to answer,Secondary school (high school),Employed part-time (less than 25 hours per week),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Immigrant
AD182,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 50% chance of $100 (50% chance of $0),187,297,83,433,One extra week of salary for no additional work in 2093,Things will be much worse,I had to take on a lot of debt to pay my bills last month,16544,21137,30676,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Poor,1937,Man,College or university (Bachelor or equivalent),Not in paid employed (looking for work),"Asian,Black or African-American,Native Hawaiian,Pacific Islander,White",Hispanic
AD183,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 50% chance of $100 (50% chance of $0),112,170,154,564,One extra week of vacation for no change in salary in 2093,Things will be much better,I had to take on some debt to pay them,20929,47234,13962,There were no major impacts on my financial situation,I pay off much of the balance,Around average,2000,Woman,Vocational school,Not in paid employed (looking for work),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Hispanic
AD184,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),299,103,70,528,Two extra weeks of salary with no additional work in 2094,Things will be much worse,"Everything is paid off and I have enough to save, invest, or spend freely",29248,35131,22966,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,Below average but not poor,1931,Man,Secondary school (high school),Not in paid employment (by choice),Black or African-American,"Hispanic,Non-Hispanic,Immigrant"
AD185,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),281,86,124,509,Two extra weeks of vacation with no change in salary in 2095,Things will be much better,I had to take on a lot of debt to pay my bills last month,33726,37293,42839,There were no major impacts on my financial situation,I generally pay off the interest but not the balance,Below average but not poor,1920,Other,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Non-Hispanic,Immigrant"
AD186,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 75% chance of $67 (25% chance of $0),200,127,237,436,One extra week of salary for no additional work in 2094,Things will be much better,I paid everything but saved nothing,32313,40820,31072,My financial situation became somewhat better,I pay off any balances every month,Wealthy,1930,Man,Graduate (Masters or equivalent),Not in paid employment (by choice),"Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Hispanic
AD187,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",Guaranteed $50,48,104,35,813,One extra week of vacation for no change in salary in 2094,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",46638,27470,10795,My financial situation became somewhat better,I generally pay off the interest but not the balance,Poor,1961,Man,Primary school,Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,White","Hispanic,Non-Hispanic,Immigrant"
AD188,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",Guaranteed $50,132,248,55,565,Two extra weeks of salary with no additional work in 2095,Things will be much worse,I had to take on some debt to pay them,22013,25310,18450,My financial situation became much worse,I pay off much of the balance,Above average but not wealthy,1974,Man,Doctoral degree,Employed part-time (less than 25 hours per week),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,White","Hispanic,Non-Hispanic,Immigrant"
AD189,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),67,227,114,592,Two extra weeks of vacation with no change in salary in 2096,Things will be much better,I had to take on a lot of debt to pay my bills last month,20543,42773,45221,My financial situation became much worse,I never purchase anything on credit or take on debt,Below average but not poor,1923,Woman,Doctoral degree,Not in paid employed (looking for work),Native American,"Hispanic,Non-Hispanic"
AD190,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1200 in 24 months (2 years),Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),300,149,52,499,One extra week of vacation for no change in salary in 2034,Things will be much better,I could not pay all my bills last month,46392,12616,18917,My financial situation became somewhat better,I generally pay off the interest but not the balance,Above average but not wealthy,1924,Prefer not to answer,Graduate (Masters or equivalent),Not in paid employment (by choice),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Immigrant"
AD191,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),243,274,9,474,One extra week of salary for no additional work in 2095,Things will be about the same,"Everything is paid off and I have enough to save, invest, or spend freely",29678,16591,23325,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Poor,1978,Other,Vocational school,Employed full-time (25+ hours per week),"Native Alaskan,Native American,Pacific Islander",Immigrant
AD192,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,"$5,000 right now",A 67% chance of $75 (33% chance of $0),227,31,203,539,One extra week of vacation for no change in salary in 2095,Things will be much better,I had to take on a lot of debt to pay my bills last month,14978,12871,39623,My financial situation became much worse,I never purchase anything on credit or take on debt,Wealthy,1987,Other,MBA,Not in paid employment (by choice),"Asian,Black or African-American,Native American,Pacific Islander,White","Non-Hispanic,Immigrant"
AD193,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $250 right now,$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),135,121,260,484,Two extra weeks of salary with no additional work in 2096,Things will be somewhat better,I had to take on a lot of debt to pay my bills last month,13694,40764,27386,My financial situation became somewhat better,I pay off much of the balance,Around average,1953,Prefer not to answer,Primary school,Not in paid employment (by choice),"Black or African-American,Native Alaskan,Native American,White","Non-Hispanic,Immigrant"
