"consent_1","consent_2","social_media","lockdown_support","lockdown_wrong","timing_1","lockdown_deon_trustworthy_v1","lockdown_deon_trust_other_v1","lockdown_deon_share_v1","lockdown_deon_share_media_v1","timing_2","lockdown_consq_trustworthy_v1","lockdown_consq_trust_other_v1","lockdown_consq_share_v1","lockdown_consq_share_media_v1","timing_3","lockdown_consq_trustworthy_v2","lockdown_consq_trust_other_v2","lockdown_consq_share_v2","lockdown_consq_share_media_v2","lockdown_deon_trustworthy_v2","lockdown_deon_trust_other_v2","lockdown_deon_share_v2","lockdown_deon_share_media_v2","ventilator_support","ventilator_wrong","timing_4","ventilator_deon_trustworthy_v1","ventilator_deon_trust_other_v1","ventilator_deon_share_v1","ventilator_deon_share_media_v1","timing_5","ventilator_consq_trustworthy_v1","ventilator_consq_trust_other_v1","ventilator_consq_share_v1","ventilator_consq_share_media_v1","timing_6","ventilator_consq_trustworthy_v2","ventilator_consq_trust_other_v2","ventilator_consq_share_v2","ventilator_consq_share_media_v2","timing_7","ventilator_deon_trustworthy_v2","ventilator_deon_trust_other_v2","ventilator_deon_share_v2","ventilator_deon_share_media_v2","timing_8","tracing_support","tracing_wrong","timing_9","tracing_deon_trustworthy_v1","tracing_deon_trust_other_v1","tracing_deon_share_v1","tracing_deon_share_media_v1","timing_10","tracing_consq_trustworthy_v1","tracing_consq_trust_other_v1","tracing_consq_share_v1","tracing_consq_share_media_v1","timing_11","tracing_consq_trustworthy_v2","tracing_consq_trust_other_v2","tracing_consq_share_v2","tracing_consq_share_media_v2","timing_12","tracing_deon_trustworthy_v2","tracing_deon_trust_other_v2","tracing_deon_share_v2","tracing_deon_share_media_v2","timing_13","medicine_support","medicine_wrong","timing_14","medicine_deon_trustworthy_v1","medicine_deon_trust_other_v1","medicine_deon_share_v1","medicine_deon_share_media_v1","timing_15","medicine_consq_trustworthy_v1","medicine_consq_trust_other_v1","medicine_consq_share_v1","medicine_consq_share_media_v1","timing_16","medicine_consq_trustworthy_v2","medicine_consq_trust_other_v2","medicine_consq_share_v2","medicine_consq_share_media_v2","timing_17","medicine_deon_trustworthy_v2","medicine_deon_trust_other_v2","medicine_deon_share_v2","medicine_deon_share_media_v2","timing_18","ppe_support","ppe_wrong","timing_19","ppe_deon_trustworthy_v1","ppe_deon_trust_other_v1","ppe_deon_share_v1","ppe_deon_share_media_v1","timing_20","ppe_consq_trustworthy_v1","ppe_consq_trust_other_v1","ppe_consq_share_v1","ppe_consq_share_media_v1","timing_21","ppe_consq_trustworthy_v2","ppe_consq_trust_other_v2","ppe_consq_share_v2","ppe_consq_share_media_v2","timing_22","ppe_deon_trustworthy_v2","ppe_deon_trust_other_v2","ppe_deon_share_v2","ppe_deon_share_media_v2","timing_23","covid_concern","covid_cases_personal","timing_24","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","attention1","timing_25","gender","QID126_5_TEXT","age","race","timing_26","education","income","timing_27","political_ideology","pol_party","Q168_4_TEXT","timing_28","religious","timing_29","number_covid_studies","similarity_covid_studies","timing_30","order_dilemmas","order_lockdown","order_ventilators","order_tracing","order_medicine","order_ppe","OUS_DO","gender_recode","race_recode","education_num","medicine_deon_trustworthy","medicine_consq_trustworthy","medicine_deon_trust_other","medicine_consq_trust_other","medicine_deon_share","medicine_consq_share","medicine_deon_share_media","medicine_consq_share_media","ventilator_deon_trustworthy","ventilator_consq_trustworthy","ventilator_deon_trust_other","ventilator_consq_trust_other","ventilator_deon_share","ventilator_consq_share","ventilator_deon_share_media","ventilator_consq_share_media","lockdown_deon_trustworthy","lockdown_consq_trustworthy","lockdown_deon_trust_other","lockdown_consq_trust_other","lockdown_deon_share","lockdown_consq_share","lockdown_deon_share_media","lockdown_consq_share_media","tracing_deon_trustworthy","tracing_consq_trustworthy","tracing_deon_trust_other","tracing_consq_trust_other","tracing_deon_share","tracing_consq_share","tracing_deon_share_media","tracing_consq_share_media","ppe_deon_trustworthy","ppe_consq_trustworthy","ppe_deon_trust_other","ppe_consq_trust_other","ppe_deon_share","ppe_consq_share","ppe_deon_share_media","ppe_consq_share_media","exclude","consq_overall_trustworthy","deon_overall_trustworthy","consq_overall_trust_other","deon_overall_trust_other","lockdown_deon_overall_trust","lockdown_consq_overall_trust","medicine_deon_overall_trust","medicine_consq_overall_trust","ppe_deon_overall_trust","ppe_consq_overall_trust","tracing_deon_overall_trust","tracing_consq_overall_trust","ventilator_deon_overall_trust","ventilator_consq_overall_trust","consq_overall_trust","consq_trust_IH","consq_trust_IB","deon_overall_trust","deon_trust_IH","deon_trust_IB","consq_overall_share","consq_share_IH","consq_share_IB","deon_overall_share","deon_share_IH","deon_share_IB","support_overall","support_IB","support_IH","wrong_overall","wrong_IB","wrong_IH","policy_attitude","policy_attitude_IB","policy_attitude_IH","lockdown_policy_attitude","ventilator_policy_attitude","tracing_policy_attitude","ppe_policy_attitude","medicine_policy_attitude","impartial_beneficence","instrumental_harm"
1,1,"Yes",4,4,42.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,4,4,2,2,3,4,43.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,32.407,4,4,3,2,33.689,1,2,32.812,4,4,3,2,53.649,2,2,3,2,24.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,45.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,2,25.079,3,2,3,2,101.666,5,7,30.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,21.478,3,2,2,2,78.965,6,"Yes",6.354,4,4,5,5,5,3,4,3,5,NA,74.352,"Female","",36,"White",9.061,"Bachelor's degree ",2,27.391,3,2,NA,5.546,2,2.999,"1-5",1,7.573,"FL_17|FL_68|FL_24|FL_35|FL_16","Consequentialist First","VentilatorsVersion2","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS5|OUS1|attention1|OUS8|OUS7|OUS3|OUS9|OUS2|OUS6|OUS4|Q231","Female","White",3,3,5,2,5,3,3,2,2,4,4,4,3,3,3,2,2,4,4,4,4,2,2,2,2,4,2,4,2,3,3,2,2,3,5,2,4,2,2,2,2,0,4,3.6,3.6,3.2,4,4,2.5,5,2.5,4.5,4,2,4,3.5,3.8,3.16666666666667,4.75,3.4,4,2.5,2.3,2.33333333333333,2.25,2.3,2.33333333333333,2.25,3.6,5,2.66666666666667,4.8,7,3.33333333333333,4.2,6,3,4,3.5,1.5,6,6,4.6,3.75
1,1,"Yes",1,7,26.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,7,6,6,6,6,1,1,42.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,7,7,33.126,6,6,7,7,44.417,1,1,26.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,91.431,5,5,6,6,21.285,7,7,500.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,14.154,5,5,5,5,12.536,2,3,32.285,2,2,6,6,26.861,5,6,6,6,22.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"No",18.499,1,2,6,7,1,4,7,4,1,NA,83.834,"Female","",30,"Black / African / Caribbean",15.901,"Bachelor's degree ",5,19.096,1,1,NA,7.08,2,4.732,"6-10",2,12.147,"FL_35|FL_68|FL_24|FL_16|FL_17","Consequentialist First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS7|OUS9|OUS1|OUS5|OUS4|OUS3|OUS8|attention1|OUS6|OUS2|Q231","Female","Black",3,5,5,5,5,5,5,5,5,6,4,6,1,7,7,7,7,6,1,6,1,6,7,6,7,5,4,5,4,6,4,6,4,2,5,2,6,6,6,6,6,0,3.8,4.8,3.4,4.8,6,1,5,5,2,5.5,5,4,6,2.5,3.6,2.5,5.25,4.8,5.66666666666667,3.5,5.8,6,5.5,6,6.33333333333333,5.5,2.4,4.5,1,3.8,5,3,3.1,4.75,2,4,1,1,2.5,7,3.4,4
1,1,"Yes",3,3,54.929,5,5,4,4,31.72,3,2,1,1,14.189,NA,NA,NA,NA,NA,NA,NA,NA,6,5,159.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,14.214,5,4,3,2,18.583,2,3,29.656,4,4,4,3,17.583,4,3,2,1,17.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,97.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,12.639,2,2,1,1,33.421,3,5,37.452,3,2,2,1,24.914,5,5,3,3,19.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No",4.92,3,3,5,2,6,4,2,5,4,NA,156.494,"Male","",31,"White",5.684,"Secondary School or High School",4,6.581,3,1,NA,8.178,1,3.5,"1-5",1,7.739,"FL_24|FL_68|FL_16|FL_35|FL_17","Deontological First","VentilatorsVersion2","Deontological First","Consequentialist First","Deontological First","Instruct|OUS8|OUS7|OUS3|OUS2|OUS1|OUS9|attention1|OUS4|OUS6|OUS5|Q231","Male","White",1,2,5,2,5,1,3,1,3,5,4,4,4,3,3,2,3,5,3,5,2,4,1,4,1,4,4,4,3,4,2,3,1,3,5,2,5,2,3,1,3,0,4.2,3.8,3.8,3.4,5,2.5,2,5,2.5,5,4,3.5,4.5,4,4,3.33333333333333,5,3.6,4.5,2.25,2.3,1.83333333333333,3,2.5,3.33333333333333,1.25,3.4,3,3.66666666666667,4.2,5,3.66666666666667,3.8,4,3.66666666666667,3,5.5,2.5,4,4,3.8,3.75
1,1,"Yes",3,3,85.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,6,6,4,4,5,3,48.702,6,6,4,3,34.356,6,5,4,3,20.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,40.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,17.634,4,5,3,2,14.214,5,4,37.394,4,4,2,2,13.65,6,5,3,3,9.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,22.759,4,4,3,3,22.76,6,6,3,3,9.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"No",5.92,6,2,4,3,5,3,5,3,3,NA,99.86,"Male","",18,"Asian",9.166,"College qualifications ",7,10.048,4,2,NA,11.184,1,3.118,"1-5",2,9.825,"FL_17|FL_35|FL_68|FL_16|FL_24","Consequentialist First","VentilatorsVersion1","Consequentialist First","Deontological First","Deontological First","Instruct|OUS4|OUS5|OUS1|OUS3|OUS8|OUS7|attention1|OUS2|OUS6|OUS9|Q231","Male","Asian",2,4,6,4,5,2,3,2,3,6,6,6,5,4,4,3,3,6,4,6,3,4,1,4,1,4,5,5,5,3,4,2,4,4,6,4,6,3,3,3,3,0,5.4,4.8,4.8,5,6,3.5,4,5.5,4,6,4.5,5,6,5.5,5.1,4.66666666666667,5.75,4.9,5.5,4,2.9,2.83333333333333,3,3,3.33333333333333,2.5,5,5,5,4,4,4,4.5,4.5,4.5,3,4,6.5,4.5,4.5,4,3.5
1,1,"Yes",7,7,214.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,4,3,4,1,4,174.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,60.067,6,6,6,6,19.371,7,7,32.564,6,6,6,6,20.468,6,6,6,6,12.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,26.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,16.302,3,3,3,2,24.785,7,7,17.734,6,6,6,5,14.65,6,6,6,6,11.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",11.913,4,7,4,6,7,4,6,7,5,NA,379.576,"Male","",22,"White",9.823,"Bachelor's degree ",5,14.886,2,1,NA,17.565,2,3.553,"11-20",2,19.015,"FL_17|FL_16|FL_68|FL_24|FL_35","Consequentialist First","VentilatorsVersion2","Deontological First","Consequentialist First","Deontological First","Instruct|OUS5|OUS2|OUS4|OUS3|attention1|OUS6|OUS9|OUS8|OUS1|OUS7|Q231","Male","White",3,3,7,3,7,3,7,2,7,6,5,6,5,6,5,6,5,4,6,4,6,3,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,0,6,5,6,5,4,6,3,7,6,6,6,6,6,5,6,5.66666666666667,6.5,5,5.33333333333333,4.5,6,5.66666666666667,6.5,4.7,5.16666666666667,4,5.8,7,5,6.4,7,6,6.1,7,5.5,7,2.5,7,7,7,5.6,5.5
1,1,"Yes",1,4,58.547,5,5,5,5,44.625,3,2,1,1,33.317,NA,NA,NA,NA,NA,NA,NA,NA,1,2,42.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,15.281,5,5,4,4,10.328,5,4,524.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,20.898,4,4,2,2,19.609,5,6,254.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,22.295,4,4,4,4,23.319,3,4,30.239,4,4,1,1,9.773,4,4,1,1,10.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"No",8.892,4,4,4,6,2,4,5,4,2,NA,83.594,"Female","",28,"Black / African / Caribbean",11.98,"Bachelor's degree ",5,12.576,4,1,NA,11.141,5,6.167,"1-5",3,9.237,"FL_16|FL_68|FL_35|FL_17|FL_24","Deontological First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS9|OUS7|OUS4|OUS8|attention1|OUS5|OUS3|OUS1|OUS6|OUS2|Q231","Female","Black",3,4,5,4,5,4,4,4,4,5,3,5,3,4,2,4,2,5,3,5,2,5,1,5,1,4,5,4,5,2,3,2,3,4,4,4,4,1,1,1,1,0,4,4.4,3.8,4.4,5,2.5,4,5,4,4,4,5,5,3,3.9,3.5,4.5,4.4,4.66666666666667,4,2.2,2,2.5,3.2,3.66666666666667,2.5,3,4,2.33333333333333,4,5,3.33333333333333,3.5,4.5,2.83333333333333,2.5,1.5,4.5,3.5,5.5,4,3.75
1,1,"Yes",2,2,70.422,4,5,4,2,25.124,5,2,4,2,46.474,NA,NA,NA,NA,NA,NA,NA,NA,1,3,56.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,49.22,7,7,2,3,26.961,6,4,56.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,2,110.208,7,4,4,2,34.135,7,7,109.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,35.306,4,3,1,1,25.13,6,7,97.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,2,111.104,4,2,1,1,28.376,6,"No",15.762,4,4,7,5,4,2,5,4,1,NA,164.209,"Female","",18,"Other Ethnic Group",15.645,"College qualifications ",1,28.428,1,6,NA,12.316,6,5.815,"1-5",2,11.872,"FL_35|FL_24|FL_68|FL_17|FL_16","Deontological First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Consequentialist First","Instruct|OUS7|OUS1|OUS5|OUS6|OUS2|OUS9|attention1|OUS4|OUS8|OUS3|Q231","Female","Other",2,4,6,3,5,1,2,1,1,7,4,7,2,2,3,3,1,4,5,5,2,4,4,2,2,7,4,4,4,4,5,2,2,4,7,2,7,1,1,1,2,0,5.2,5.2,4,4.2,4.5,3.5,3.5,5.5,3,7,5.5,4,7,3,4.6,3.5,6.25,4.7,5.66666666666667,3.25,2.3,2.83333333333333,1.5,2.1,2.83333333333333,1,4.4,6.5,3,4.6,7,3,4.5,6.75,3,2,2,5,6.5,7,4.8,3
1,1,"Yes",4,4,54.29,5,5,2,2,29.948,5,5,2,2,15.043,NA,NA,NA,NA,NA,NA,NA,NA,1,2,48.381,7,7,6,6,12.443,2,2,2,2,39.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,67.496,6,6,7,7,12.124,2,2,2,2,34.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,50.467,5,4,3,2,25.437,5,5,2,2,19.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,37.219,5,5,2,2,22.14,5,5,2,2,31.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",8.442,6,1,3,2,2,1,4,4,3,NA,80.032,"Female","",40,"White",14.194,"Bachelor's degree ",2,16.003,3,1,NA,10.626,1,3.955,"6-10",2,12.595,"FL_68|FL_16|FL_24|FL_35|FL_17","Deontological First","VentilatorsVersion1","Deontological First","Deontological First","Deontological First","Instruct|OUS3|OUS9|OUS7|OUS8|OUS6|OUS1|OUS4|OUS2|OUS5|attention1|Q231","Female","White",3,5,5,4,5,3,2,2,2,7,2,7,2,6,2,6,2,5,5,5,5,2,2,2,2,6,2,6,2,7,2,7,2,5,5,5,5,2,2,2,2,0,3.8,5.6,3.8,5.4,5,5,4.5,5,5,5,6,2,7,2,3.8,3,5,5.5,6,4.75,2,2,2,3.9,5,2.25,2.8,4,2,3,4,2.33333333333333,2.9,4,2.16666666666667,4,1.5,1,4.5,3.5,2.8,3
1,1,"Yes",2,2,84.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,6,6,5,4,3,3,92.492,6,6,5,4,19.738,3,3,3,3,27.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,96.838,5,5,5,5,77.789,4,5,3,3,49.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,44.063,2,2,4,3,27.331,6,6,6,5,17.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,74.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,3,105.003,5,5,3,3,87.352,4,"Unsure",9.468,3,5,6,6,5,2,3,3,3,NA,116.603,"Male","",32,"White",10.901,"Bachelor's degree ",3,9.688,4,3,NA,11.473,2,4.561,"1-5",4,14.122,"FL_24|FL_35|FL_68|FL_17|FL_16","Consequentialist First","VentilatorsVersion1","Deontological First","Deontological First","Consequentialist First","Instruct|attention1|OUS9|OUS3|OUS2|OUS6|OUS8|OUS7|OUS4|OUS1|OUS5|Q231","Male","White",3,2,6,2,6,4,6,3,5,6,3,6,3,5,3,4,3,6,3,6,3,5,4,4,3,5,4,5,5,5,3,5,3,5,5,5,5,3,5,3,3,0,4.2,4.8,4.4,4.8,6,3,2,6,5,5,5,4.5,6,3,4.3,3.5,5.5,4.8,5.66666666666667,3.5,3.8,3.16666666666667,4.75,4.1,4.66666666666667,3.25,3.6,4.5,3,4,5.5,3,3.8,5,3,2,3,4,4,6,5,2.75
1,1,"Yes",5,3,132.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,1,4,3,4,1,7,3,17.809,6,6,5,1,10.566,7,5,4,1,9.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,40.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,1,27.614,4,2,1,1,21.425,4,3,8.518,5,4,4,1,6.146,4,4,4,1,875.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,59.736,5,5,3,1,23.255,5,5,3,1,13.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"No",5.223,3,3,6,5,4,7,4,5,5,NA,76.23,"Male","",20,"White",6.449,"Bachelor's degree ",3,4.744,7,3,NA,31.752,4,1.908,"1-5",2,8.649,"FL_35|FL_24|FL_16|FL_68|FL_17","Consequentialist First","VentilatorsVersion1","Consequentialist First","Deontological First","Deontological First","Instruct|OUS4|OUS3|OUS7|OUS8|OUS6|OUS2|OUS1|attention1|OUS9|OUS5|Q231","Male","White",3,5,4,4,4,4,4,1,1,6,7,6,5,5,4,1,1,4,5,3,5,4,5,1,1,4,6,2,4,1,5,1,1,5,5,5,5,3,3,1,1,0,5.4,4.8,4.6,4,3.5,5,4.5,4,5,5,3,5,6,6,5,5.33333333333333,4.5,4.4,4.16666666666667,4.75,2.6,2.83333333333333,2.25,2.2,2.16666666666667,2.25,5.2,3.5,6.33333333333333,4.4,5,4,4.8,4.25,5.16666666666667,4,5,6.5,5,3.5,4.2,5.25
1,1,"Yes",1,1,92.615,3,4,5,5,25.127,3,3,7,7,44.639,NA,NA,NA,NA,NA,NA,NA,NA,3,4,166.426,3,4,6,6,24.702,3,4,6,6,84.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,81.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,51.689,3,3,7,7,33.949,2,5,91.395,2,4,5,5,34.121,2,4,7,7,22.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,68.556,2,4,6,6,63.37,2,4,6,6,55.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"No",14.748,2,5,5,1,5,2,5,4,3,NA,296.855,"Female","",21,"Black / African / Caribbean",16.404,"Bachelor's degree ",4,85.415,1,1,NA,26.953,6,7.33,"1-5",2,19.903,"FL_24|FL_68|FL_16|FL_35|FL_17","Deontological First","VentilatorsVersion1","Consequentialist First","Deontological First","Deontological First","Instruct|OUS5|OUS6|OUS1|OUS3|OUS4|OUS7|OUS2|attention1|OUS8|OUS9|Q231","Female","Black",3,2,2,4,4,5,7,5,7,3,3,4,4,6,6,6,6,3,3,4,3,5,7,5,7,3,4,3,4,7,5,7,5,2,2,4,4,6,6,6,6,0,2.8,2.6,3.8,3.8,3.5,3,3,3,3,3,3,4,3.5,3.5,3.3,3.5,3,3.2,3.33333333333333,3,6.2,6,6.5,5.8,6,5.5,3.8,4,3.66666666666667,4.4,5,4,4.1,4.5,3.83333333333333,1,3.5,7,5.5,3.5,3.6,3.5
1,1,"Yes",1,1,308.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,5,3,4,3,2,1,178.44,4,4,4,4,20.069,2,2,4,4,14.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,44.511,4,4,3,4,39.443,4,4,4,3,50.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,59.629,1,1,4,1,87.527,6,6,7,7,28.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,83.646,1,1,2,2,19.58,6,5,4,4,92.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes",23.907,2,1,5,1,1,2,2,2,3,NA,186.794,"Male","",27,"Black / African / Caribbean",27.662,"Bachelor's degree ",4,9.886,4,2,NA,19.717,3,4.641,"1-5",1,15.243,"FL_68|FL_17|FL_24|FL_16|FL_35","Consequentialist First","VentilatorsVersion1","Deontological First","Deontological First","Deontological First","Instruct|OUS9|attention1|OUS6|OUS5|OUS4|OUS1|OUS7|OUS2|OUS3|OUS8|Q231","Male","Black",3,1,6,1,6,4,7,1,7,4,2,4,2,4,4,4,4,5,2,3,2,4,3,3,2,4,4,4,4,3,4,4,3,1,6,1,5,2,4,2,4,0,4,3,3.8,2.6,4,2,1,6,1,5.5,4,4,4,2,3.9,2.66666666666667,5.75,2.8,4,1,4.2,3.33333333333333,5.5,3.1,3.66666666666667,2.25,4.4,7,2.66666666666667,3.4,5.5,2,3.9,6.25,2.33333333333333,1,1.5,4.5,7,5.5,2,2.25
1,1,"No",4,4,114.912,5,4,3,NA,73.456,5,4,2,NA,70.649,NA,NA,NA,NA,NA,NA,NA,NA,1,1,74.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,52.243,1,1,5,NA,25.067,2,2,83.257,2,6,6,NA,66.476,2,2,5,NA,54.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,105.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,80.344,6,6,6,NA,55.716,7,7,142.758,2,1,4,NA,62.146,5,4,5,NA,55.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Yes",24.024,3,4,7,5,4,1,1,1,1,NA,276.847,"Female","",55,"Other Ethnic Group",28.28,"Secondary School or High School",2,41.445,4,1,NA,37.353,6,8.423,"1-5",1,38.861,"FL_16|FL_24|FL_68|FL_17|FL_35","Deontological First","VentilatorsVersion2","Deontological First","Consequentialist First","Deontological First","Instruct|OUS2|OUS4|OUS8|OUS5|OUS1|OUS6|OUS7|OUS3|attention1|OUS9|Q231","Female","Other",1,6,5,6,5,6,4,NA,NA,1,1,1,1,5,4,NA,NA,5,5,4,4,3,2,NA,NA,2,2,6,2,6,5,NA,NA,2,5,1,4,4,5,NA,NA,0,3.6,3.2,3.2,3.6,4.5,4.5,6,5,1.5,4.5,4,2,1,1,3.4,2.5,4.75,3.4,3.16666666666667,3.75,4,3.66666666666667,4.5,4.8,4.66666666666667,5,3,4,2.33333333333333,4.2,7,2.33333333333333,3.6,5.5,2.33333333333333,4,1,2,7,4,4.6,1
1,1,"Yes",1,1,158.898,7,7,6,7,42.945,1,1,2,1,62.612,NA,NA,NA,NA,NA,NA,NA,NA,1,1,86.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,36.645,7,7,6,7,8.646,7,7,112.047,1,1,1,2,50.405,7,7,6,7,93.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,82.486,2,1,4,5,59.931,7,7,5,7,22.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,86.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,32.151,1,1,1,2,14.069,5,"No",27.271,7,7,6,3,7,2,1,1,1,NA,260.738,"Male","",24,"White",8.827,"Master's degree",5,33.9,5,3,NA,12.921,5,2.824,"6-10",1,23.045,"FL_68|FL_35|FL_24|FL_16|FL_17","Deontological First","VentilatorsVersion2","Deontological First","Deontological First","Consequentialist First","Instruct|OUS8|OUS9|OUS1|OUS5|attention1|OUS4|OUS6|OUS7|OUS3|OUS2|Q231","Male","White",4,2,7,1,7,4,5,5,7,7,1,7,1,6,2,7,3,7,1,7,1,6,2,7,1,1,7,1,7,1,6,2,7,1,7,1,7,1,6,2,7,0,4.6,3.6,4.6,3.4,7,1,1.5,7,1,7,1,7,7,1,4.6,3,7,3.5,5,1.25,4.6,3.5,6.25,4.1,4.83333333333333,3,4.6,7,3,4.6,7,3,4.6,7,3,1,1,7,7,7,6,1.25
